S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,06-Jan-2024 11:30 AM,29-Jan-2024 11:00 AM,06-Jan-2024 11:30 AM,25-Jan-2024 05:00 PM,06-Jan-2024 11:30 AM ,25-Jan-2024 02:00 PM ,06-Jan-2024 11:30 AM,25-Jan-2024 05:00 PM,30-Jan-2024 12:40 PM,"10,000",0.0,Nil,Nil,No,1.0,Change in BOQ and Date,Date,,"Superintending Engineer, P H Division, Balangir","Superintending Engineer, P H Division, Balangir - 767001","2,36,565",Yes,percentage,1.0%,Nil,Nil,"Supply of ISI Marked DI K 7 and K 9 pipes for different pipe water supply projects under State plan work of Balangir, Sonepur, Binika and Boudh ULBs.","Supply of ISI Marked DI K 7 and K 9 pipes for different pipe water supply projects under State plan work of Balangir, Sonepur, Binika and Boudh ULBs.",Please refer DTCN ,NA ,"2,36,56,504",Civil Works - Water Works,NA ,Tender,120.0,60.0,"Balangir, Sonepur, Binika and Boudh",767001.0,NA ,NA ,NA ,"Superintending Engineer, P H Division, Balangir",No ,No,PHEO||PH Circle Bhawanipatna||PH Division Balangir,SEPHBGR08-2023-24,2023_PHEO_98780_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender paper cost, PAN, EMD, GISTIN, Contractor registration Certificate, Experience certificate",AOC,25-Jun-2025,"INR 26,019,785",60.0,Indrajit Sahu,25-Jun-2025 06:32 PM,wo.pdf (1942.00 KB),L1 bidder has responded,Finance,Bid has opened,Indrajit Sahu,30-Jan-2024 12:52 PM,finance_482863.pdf,BOQ Comparative Chart,1.0,2398740.0,Tata Metaliks Limited,INR,"26,019,785",Superitendng Engineer,Internal,"Superintending Engineer, Divisional Accounts Officer, EE Estimator",Indrajit Sahu,25-Jun-2025 06:28 PM,finsummary_482863.pdf (1025.79 KB),Technical,Opening summary,Indrajit Sahu,29-Jan-2024 11:27 AM,technical_482863.pdf,PHEO||PH Circle Bhawanipatna||PH Division Balangir,2023_PHEO_98780_2,SEPHBGR08-2023-24,"Supply of ISI Marked DI K 7 and K 9 pipes for different pipe water supply projects under State plan work of Balangir, Sonepur, Binika and Boudh ULBs.",1,2385134,Electrosteel Castings Limited,20-Jan-2024 02:39 PM,Rejected-AOC,Rejected as per OPWD code,25-Jun-2025 06:33 PM,Superintending Engineer,Internal,"Superintending Engineer, Divisional Account Officer, SE Estimator",Amrit Behera,30-Jan-2024 12:34 PM,30-Jan-2024 12:40 PM,techsummary_482863.pdf (285.16 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2383455,JINDAL SAW LIMITED,25-Jan-2024 10:40 AM,Rejected-AOC,Rejected as per OPWD code,25-Jun-2025 06:33 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2398740,Tata Metaliks Limited,24-Jan-2024 01:23 PM,Accepted-AOC,Awarded as per OPWD code,25-Jun-2025 06:33 PM,,,,,,,,AOC
