EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
"58,000",Yes,fixed,,Nil,Nil,21-Mar-2025 09:00 AM,11-Apr-2025 05:30 PM,21-Mar-2025 09:00 AM,11-Apr-2025 05:00 PM,21-Mar-2025 09:00 AM ,11-Apr-2025 05:00 PM ,21-Mar-2025 09:00 AM,11-Apr-2025 05:00 PM,26-Apr-2025 10:55 AM,Infrastructure development of JAGATGARH UPPER PRIMARY SCHOOL under SUBDEGA,Infrastructure development of JAGATGARH UPPER PRIMARY SCHOOL under SUBDEGA,Please refer Tender documents. ,NA ,"57,35,558",Civil Works - Buildings,NA ,Tender,90.0,330.0,SUNDARGARH,770001.0,NA ,NA ,NA ,DPO SS SUNDARGARH,No ,No,1.0,ICICI BANK,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPC/SS/SNG/11,2025_OPEPA_111796_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",Nil,Nil,No,DPC SS SNG,DPO SS SUNDARGARH,1.0,Fee/PreQual/Technical,.pdf,"LICENSE, PAN, GST, EXPERIENCE, TOOLS AND PLANTS, ALL DOCUMENTS AS PER DTCN",AOC,Technical,SUMMERY,Biswamanohar Subudhi,26-Apr-2025 09:41 AM,technical_533805.pdf,DPC SS SNG,Internal,,Amulya Kumar Pradhan,08-Jun-2025 11:30 AM,finsummary_533805.pdf (370.18 KB),Finance,SUMMARY,Amulya Kumar Pradhan,26-Apr-2025 11:46 AM,finance_533805.pdf,BOQ Comparative Chart,DPC SS SNG,Internal,,Amulya Kumar Pradhan,26-Apr-2025 10:43 AM,26-Apr-2025 10:55 AM,techsummary_533805.pdf (370.18 KB),09-Jun-2025,"INR 4,875,797.05",330.0,Amulya Kumar Pradhan,08-Jun-2025 11:33 AM,11179612.pdf (372.00 KB),1,2882242,ANIL KUMAR NAIK,11-Apr-2025 02:25 PM,Rejected-Technical,REJECTED,26-Apr-2025 10:43 AM,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,2025_OPEPA_111796_12,DPC/SS/SNG/11,Infrastructure development of JAGATGARH UPPER PRIMARY SCHOOL under SUBDEGA,1.0,2880710.0,RAJ KISHORE BHATTACHARYA,INR,"4,875,797.05",1.0,CORRECTION IN TECHNICAL EVALUATION,CORRECTION IN TECHNICAL EVALUATION,26-Apr-2025 09:03 AM,A12.pdf ,103.73,Technical Opening,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,ALL DOCUMENTS AS PER DTCN,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2876756,ANIL KUMAR PUJARI,08-Apr-2025 10:47 AM,Rejected-AOC,did not win lottery,08-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2881815,"A R INFRA ,PROP-NELSAN KANDULNA",11-Apr-2025 11:27 AM,Rejected-AOC,did not win lottery,08-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2881967,Ganesh Chandra Minz,11-Apr-2025 12:25 PM,Rejected-AOC,did not win lottery,08-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2873700,GANESH ROUT,30-Mar-2025 08:46 PM,Rejected-Technical,REJECTED,26-Apr-2025 10:43 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2882533,GOURI SHANKAR LAKRA,11-Apr-2025 04:23 PM,Rejected-AOC,did not win lottery,08-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2879365,KIRTIMEGHA PARIJA,08-Apr-2025 09:51 PM,Rejected-Technical,REJECTED,26-Apr-2025 10:43 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2881891,MD SIFAN NOOR,11-Apr-2025 03:53 PM,Rejected-Technical,REJECTED,26-Apr-2025 10:43 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2881842,MINAKETAN GARDIA,11-Apr-2025 12:13 PM,Rejected-AOC,did not win lottery,08-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2882367,PRABIR KUMAR SAMAL,11-Apr-2025 03:11 PM,Rejected-Technical,REJECTED,26-Apr-2025 10:43 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2879034,RABINDRA CHOUDHURY,09-Apr-2025 08:48 PM,Rejected-Technical,REJECTED,26-Apr-2025 10:43 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2880710,RAJ KISHORE BHATTACHARYA,10-Apr-2025 01:37 PM,Accepted-AOC,won lottery,08-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2882546,SHUVAM KALO,11-Apr-2025 04:36 PM,Rejected-Technical,REJECTED,26-Apr-2025 10:43 AM,,,,,,,,,,,,,,,,,AOC
