Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid Cost and EMD online, GSTIN, PAN, RC, Affidavit, and Other documents as per DTCN.","6,000",0.0,Nil,Nil,No,"Shifting and Erection of 3Ph 3W 11KV, 3p 5w LT line and Sub-station due to widening and strengthening of Sanahulla Paikasahi Kantapada (0/000 Km to 17/700 Km) in the district of Angul for the year 2024-25","Shifting and Erection of 3Ph 3W 11KV, 3p 5w LT line and Sub-station due to widening and strengthening of Sanahulla Paikasahi Kantapada (0/000 Km to 17/700 Km) in the district of Angul for the year 2024-25",Please refer Tender documents. ,NA ,"38,26,967",Electrical Works,NA ,Tender,90.0,90.0,ANGUL,759122.0,NA ,NA ,NA ,O/O the Superintending Engineer Angul RB Division,No ,No,1,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,SE (R and B) Angul-44/ 2024-25,2025_EICCL_110883_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"38,300",Yes,fixed,,Nil,Nil,18-Feb-2025 12:45 PM,01-Mar-2025 11:00 AM,18-Feb-2025 12:45 PM,28-Feb-2025 05:00 PM,NA ,NA ,18-Feb-2025 12:45 PM,28-Feb-2025 05:00 PM,Superintending Engineer Angul R and B Division,O/O the Superintending Engineer Angul RB Division,AOC,1,2838968,M/S GOUTAM MAJHI,28-Feb-2025 03:30 PM,Rejected-AOC,Lottery looser,13-Jun-2025 10:51 AM,13-Jun-2025,"INR 3,253,305",90.0,Pratap Kumar Haripal,13-Jun-2025 10:51 AM,WO.pdf (116.00 KB),Agreement No. 51 P1 of 2025-26 (Contract value excluding GST) Date of Commencement- 25.04.2025 Date of Completion- 24.07.2025,PK HARIPAL,Internal,K BEHERA Sr. DAO SK NAYAK ESTIMATOR,Pratap Kumar Haripal,13-Jun-2025 09:50 AM,techsummary_530726.pdf (451.84 KB),EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,2025_EICCL_110883_1,SE (R and B) Angul-44/ 2024-25,"Shifting and Erection of 3Ph 3W 11KV, 3p 5w LT line and Sub-station due to widening and strengthening of Sanahulla Paikasahi Kantapada (0/000 Km to 17/700 Km) in the district of Angul for the year 2024-25",PK HARIPAL,Internal,K BEHERA Sr. DAO SK NAYAK ESTIMATOR,Pratap Kumar Haripal,13-Jun-2025 09:53 AM,finsummary_530726.pdf (718.95 KB),Finance,The validity of the tender is subject to the result of detail scrutiny of documents submitted by the bidder online.,Shasmita Parida,23-May-2025 10:32 AM,finance_530726.pdf,BOQ Comparative Chart,1.0,2839719.0,SS ENGINEERING,INR,"3,253,305",AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2839719,SS ENGINEERING,27-Feb-2025 12:15 PM,Accepted-AOC,Lottery winner,13-Jun-2025 10:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
