S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage
1.0,2862442.0,RANJIT LENKA,INR,"1,114,431",Finance,ALL DOCUMENTS RECEIVED FOR VERIFICATION BY THE COMMITTEE.,K SNEHASHIS SUBUDHI,30-Mar-2025 01:15 PM,,BOQ Comparative Chart,BDO KAKATPUR,Internal,,BISHNU GOVIND,18-Jun-2025 12:51 PM,finsummary_531641.pdf (82.85 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Puri||KAKATPUR Block,2025_ZPKAT_111188_1,09/2024-25,Construction of Additional Classroom at Bikashnagar Primary School.,BDO Kakatpur,Internal,,BISHNU GOVIND,18-Jun-2025 12:30 PM,techsummary_531641.pdf (77.85 KB),18-Jun-2025,"INR 1,114,431",120.0,BISHNU GOVIND,18-Jun-2025 01:05 PM,bikasnagar.pdf (78.00 KB),1,2854845,BIJAYA KUMAR MISHRA,14-Mar-2025 03:45 PM,Rejected-Finance,LOSE IN A LOTTERY,18-Jun-2025 12:51 PM,AOC,"6,000",Nil,Nil,No,Construction of Additional Classroom at Bikashnagar Primary School.,Construction of Additional Classroom at Bikashnagar Primary School.,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,120.0,NA ,KAKATPUR BLOCK,752108.0,NA ,NA ,NA ,KAKATPUR BLOCK,No ,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Puri||KAKATPUR Block,09/2024-25,2025_ZPKAT_111188_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"13,110",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"BDO, KAKATPUR",KAKATPUR BLOCK,03-Mar-2025 09:00 AM,21-Mar-2025 09:00 AM,03-Mar-2025 09:00 AM,20-Mar-2025 05:00 PM,NA ,NA ,03-Mar-2025 09:00 AM,20-Mar-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"GST,PAN,CONTRACTOR RC",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2849933,KAILASH CHANDRA SAHOO,17-Mar-2025 09:11 PM,Rejected-Finance,LOSE IN A LOTTERY,18-Jun-2025 12:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2862939,PABITRA KUMAR ROUT,20-Mar-2025 04:10 PM,Rejected-Finance,LOSE IN A LOTTERY,18-Jun-2025 12:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2851687,PRAMOD KUMAR SENAPATI,13-Mar-2025 01:12 PM,Rejected-Finance,LOSE IN A LOTTERY,18-Jun-2025 12:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2862442,RANJIT LENKA,19-Mar-2025 06:46 PM,Accepted-AOC,WON IN A LOTTERY,18-Jun-2025 01:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
