Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Const./Reoair/Renovation of Vocvational for Govt.Vocational Higher Secondary School at Badsahi College, Baripada for 24-25","Const./Reoair/Renovation of Vocvational for Govt.Vocational Higher Secondary School at Badsahi College, Baripada for 24-25",Please refer Tender documents. ,NA ,"33,20,000",Civil Works - Buildings,NA ,Tender,90.0,120.0,"Baripada, Mayurbhanj",757002.0,NA ,NA ,NA ,"S.E.R.W.Division, Baripada",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN, Affidavit and other documents as per DTCN",CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,08(Online)/RWD/BPD/2024-25,2024_CERWI_108577_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"33,200",Yes,percentage,1.0%,Nil,Nil,21-Dec-2024 03:00 PM,30-Dec-2024 05:30 PM,21-Dec-2024 03:00 PM,30-Dec-2024 05:00 PM,21-Dec-2024 03:00 PM ,30-Dec-2024 03:00 PM ,21-Dec-2024 03:00 PM,30-Dec-2024 05:00 PM,"S.E.R.W.Division, Baripada","S.E.R.W.Division, Baripada",1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,AOC,06-Jun-2025,"INR 2,824,078",120.0,Rajesh Pradhan,10-Jun-2025 07:48 PM,8.pdf (399.00 KB),1,2716322,AJAY KUMAR SETHI,30-Dec-2024 07:58 AM,Rejected-AOC,unsuccessful tenderer,10-Jun-2025 07:48 PM,Akshay Kumar Naik,Internal,,Dibyamayee Behera,25-Jan-2025 06:24 PM,techsummary_521448.pdf (732.96 KB),CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2024_CERWI_108577_9,08(Online)/RWD/BPD/2024-25,"Const./Reoair/Renovation of Vocvational for Govt.Vocational Higher Secondary School at Badsahi College, Baripada for 24-25",Akshay Kumar Naik,Internal,,Dibyamayee Behera,25-Jan-2025 07:16 PM,finsummary_521448.pdf (732.96 KB),Finance,.,Dibyamayee Behera,25-Jan-2025 06:21 PM,finance_521448.pdf,BOQ Comparative Chart,1.0,2710798.0,SANGHAPRIYA GOUTAM,INR,"2,824,078",AOC
,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC,,,,,,,2,2711524,BHASKAR CHANDRA SAHU,29-Dec-2024 07:24 PM,Rejected-AOC,unsuccessful tenderer,10-Jun-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2709640,DEEPAK PATRA,27-Dec-2024 11:47 AM,Rejected-AOC,unsuccessful tenderer,10-Jun-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2716036,HEMANTA KUMAR JENA,29-Dec-2024 09:44 PM,Rejected-AOC,unsuccessful tenderer,10-Jun-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2716665,JIBAN KUMAR DANDPAT,30-Dec-2024 12:12 PM,Rejected-AOC,unsuccessful tenderer,10-Jun-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2710689,Kamalakanta Choudhury,26-Dec-2024 04:27 PM,Rejected-AOC,unsuccessful tenderer,10-Jun-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2717327,KAMALAKANTA DEHURI,30-Dec-2024 04:16 PM,Rejected-AOC,unsuccessful tenderer,10-Jun-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2709686,LAXMINARAYAN SENAPATI,27-Dec-2024 11:56 AM,Rejected-AOC,unsuccessful tenderer,10-Jun-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2714942,NIBEDITA BEHERA,28-Dec-2024 04:42 PM,Rejected-AOC,unsuccessful tenderer,10-Jun-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2710798,SANGHAPRIYA GOUTAM,30-Dec-2024 11:38 AM,Accepted-AOC,Lottery winner,10-Jun-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
