Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Jitendra Kumar Sahoo,Internal,"EE, DAO, AEE Estimator, JE Estimator",Deepak Kumar Sahoo,16-Dec-2024 01:27 PM,techsummary_517431.pdf (706.30 KB),01-Jun-2025,"INR 2,149,145",90.0,Jitendra Kumar Sahoo,19-Jun-2025 06:07 PM,workorderackantamal.pdf (595.00 KB),1,2673690,ANIL KUMAR SAHU,29-Nov-2024 06:59 PM,Rejected-AOC,Not Selected,19-Jun-2025 06:07 PM,1.0,2678332.0,MARUTI CONSTRUCTIONS,INR,"2,149,145",Finance,14 nos. bidder participated,Deepak Kumar Sahoo,16-Dec-2024 01:21 PM,finance_517431.pdf,BOQ Comparative Chart,Jitendra Kumar Sahoo,Internal,"EE, DA,AEE Estimator, JE Estimator",Biswajit Naik,29-May-2025 11:15 AM,finsummary_517431.pdf (706.28 KB),CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Sambalpur,2024_CERWI_107417_1,EE/RWELECT/SBP/16/2024-25,INSTALLATION OF AC IN CIVIL AND CRIMINAL COURT BUILDING AT KANTAMAL UNDER RWES BOUDH,AOC,"6,000",0.0,Nil,Nil,No,1.0,Due Date Extended for tenders closing on 30-11-2024.,Admin Corrigendum Date Extend,,CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Sambalpur,EE/RWELECT/SBP/16/2024-25,2024_CERWI_107417_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,INSTALLATION OF AC IN CIVIL AND CRIMINAL COURT BUILDING AT KANTAMAL UNDER RWES BOUDH,INSTALLATION OF AC IN CIVIL AND CRIMINAL COURT BUILDING AT KANTAMAL UNDER RWES BOUDH,Please refer Tender documents. ,NA ,"25,28,109",Electrical Works,NA ,Tender,90.0,90.0,Kantamal,762017.0,NA ,NA ,NA ,RW Electrical Division Sambalpur,No ,No,22-Nov-2024 01:30 PM,05-Dec-2024 11:30 AM,22-Nov-2024 01:30 PM,03-Dec-2024 05:00 PM,NA ,NA ,22-Nov-2024 01:30 PM,03-Dec-2024 05:00 PM,EE RW Electrical Division Sambalpur,Sakhipara,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper, GST,EMD,GSTIN,PAN,Affidavit, Valid MV and HT Electrical Licence","25,281",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,2,2672976,BHUBAN ENGINEERING PVT LTD,29-Nov-2024 07:19 PM,Rejected-AOC,Not Selected,19-Jun-2025 06:07 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,,3,2675974,BIRENDRA KUMAR PATRA,02-Dec-2024 04:09 PM,Rejected-AOC,Not Selected,19-Jun-2025 06:07 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,2679075,"BLS ENTERPRISES PROP , SHAIKH RAYAZ",03-Dec-2024 04:49 PM,Rejected-Finance,Highest Bidder,29-May-2025 11:15 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2672849,Debabrata Panda,29-Nov-2024 01:20 PM,Rejected-Finance,Highest Bidder,29-May-2025 11:15 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,2677392,ECO ELECTRIC POWER SOLUTIONS,03-Dec-2024 04:04 PM,Rejected-AOC,Not Selected,19-Jun-2025 06:07 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,2673492,EDITION INTERNATIONAL,29-Nov-2024 04:30 PM,Rejected-AOC,Not Selected,19-Jun-2025 06:07 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,2677278,INDIA ELECTRICAL HOUSE,02-Dec-2024 09:23 PM,Rejected-AOC,Not Selected,19-Jun-2025 06:07 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2678332,MARUTI CONSTRUCTIONS,03-Dec-2024 12:40 PM,Accepted-AOC,Selected through lottery,19-Jun-2025 06:07 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2675648,M/S GIRISH CHANDRA PATRA,02-Dec-2024 01:22 PM,Rejected-AOC,Not Selected,19-Jun-2025 06:07 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
