Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
28-Apr-2025 10:00 AM,09-May-2025 12:00 PM,28-Apr-2025 10:00 AM,08-May-2025 05:30 PM,28-Apr-2025 10:00 AM ,08-May-2025 05:30 PM ,28-Apr-2025 10:00 AM,08-May-2025 05:30 PM,1.0,ICICI BANK,"10,200",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN.","Supply, Fabrication Transportation and Erection of Gates and Hoists of Durgabazaar Nalla passing through Daspalla smart park outfalling to Kuanria river in Daspalla constituency under Drainage Division, Khordha for the year of 2024-25","Supply, Fabrication Transportation and Erection of Gates and Hoists of Durgabazaar Nalla passing through Daspalla smart park outfalling to Kuanria river in Daspalla constituency under Drainage Division, Khordha for the year of 2024-25",Please refer Tender documents. ,NA ,"10,11,307",Mechanical Works,NA ,Tender,90.0,60.0,"DURGABAZAR NALLA, DASPALA",752084.0,NA ,NA ,NA ,BHUBANESWAR,No ,No,"ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BBSR","O/O THE ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BHUBANESWAR, DELTA","6,000",0.0,Nil,Nil,No,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,ACEM/MDB-09/2025-26,2025_CEMWR_112837_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BHUBANESWAR",Internal,,RAMESH LADI,19-Jun-2025 05:33 PM,finsummary_537596.pdf (326.08 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,2025_CEMWR_112837_1,ACEM/MDB-09/2025-26,"Supply, Fabrication Transportation and Erection of Gates and Hoists of Durgabazaar Nalla passing through Daspalla smart park outfalling to Kuanria river in Daspalla constituency under Drainage Division, Khordha for the year of 2024-25",1.0,2906109.0,M/S Abirvab Steel Product,INR,"859,712",Finance,ALL BID DOCUMENTS ARE DOWNLOADED.,RAMESH LADI,09-May-2025 04:05 PM,,BOQ Comparative Chart,19-Jun-2025,"INR 859,712",60.0,RAMESH LADI,19-Jun-2025 05:38 PM,mdb09aoc.pdf (559.00 KB),1,2908795,ABHISEKH ENTERPRISERS,08-May-2025 12:17 PM,Rejected-Finance,LOOSER OF THE LOTTERY,19-Jun-2025 05:33 PM,"ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BHUBANESWAR",Internal,,RAMESH LADI,04-Jun-2025 01:00 PM,techsummary_537596.pdf (583.31 KB),AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2909045,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",08-May-2025 01:27 PM,Rejected-Finance,LOOSER OF THE LOTTERY,19-Jun-2025 05:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2905739,ANJAN KUMAR JENA,08-May-2025 09:07 AM,Rejected-Finance,LOOSER OF THE LOTTERY,19-Jun-2025 05:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2903238,DASH ENGINEERING AND WORKS,07-May-2025 01:07 PM,Rejected-Finance,LOOSER OF THE LOTTERY,19-Jun-2025 05:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2906109,M/S Abirvab Steel Product,08-May-2025 10:42 AM,Accepted-AOC,WINNER OF THE LOTTERY,19-Jun-2025 05:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2903494,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,08-May-2025 09:56 AM,Rejected-Finance,LOOSER OF THE LOTTERY,19-Jun-2025 05:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2905822,M/S Ashreebad Fabricators,08-May-2025 07:28 AM,Rejected-Finance,LOOSER OF THE LOTTERY,19-Jun-2025 05:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2903485,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,08-May-2025 10:07 AM,Rejected-Finance,LOOSER OF THE LOTTERY,19-Jun-2025 05:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2909030,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,08-May-2025 02:16 PM,Rejected-Finance,LOOSER OF THE LOTTERY,19-Jun-2025 05:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2907944,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",08-May-2025 07:48 AM,Rejected-Finance,LOOSER OF THE LOTTERY,19-Jun-2025 05:33 PM,,,,,,,AOC
