Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY",Municipal Bodies||Bhawanipatna Municipality,BPM/02/2025-26,2025_ORULB_113631_34,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of RCC Drain from madan mohan temple to bread factory in ward No.19,Construction of RCC Drain from madan mohan temple to bread factory in ward No.19,Please refer Tender documents. ,NA ,"6,61,017",Civil Works - Others,NA ,Tender,90.0,30.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,21-May-2025 02:00 PM,30-May-2025 05:00 PM,21-May-2025 02:00 PM,30-May-2025 04:00 PM,NA ,NA ,21-May-2025 02:00 PM,30-May-2025 04:00 PM,"4,000",0.0,Nil,Nil,No,"6,700",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC,Chairperson,Internal,,Pratik Rath,26-Jun-2025 07:56 AM,techsummary_540448.pdf (1957.09 KB),Chairperson,Mixed,,Pratik Rath,27-Jun-2025 12:29 PM,finsummary_540448.pdf (1957.09 KB),Finance,accepted,BANAMALI MEHER,01-Jun-2025 10:31 AM,,BOQ Comparative Chart,29-Jun-2025,"INR 561,969",30.0,Pratik Rath,29-Jun-2025 11:05 AM,46Proceeding.pdf (1957.00 KB),Municipal Bodies||Bhawanipatna Municipality,2025_ORULB_113631_34,BPM/02/2025-26,Construction of RCC Drain from madan mohan temple to bread factory in ward No.19,1.0,2931727.0,DHANANJAYA MAHANANDA,INR,"561,969",1,2931761,AKASH AGRAWAL,28-May-2025 02:12 PM,Rejected-Finance,L3,27-Jun-2025 12:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2941854,DEBENDRA KUMAR NAIK,30-May-2025 08:37 AM,Rejected-Finance,L3,27-Jun-2025 12:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2931727,DHANANJAYA MAHANANDA,27-May-2025 01:07 PM,Accepted-AOC,awarded,29-Jun-2025 11:05 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2939053,DHIRENDRA KUMAR PATRA,28-May-2025 08:16 PM,Rejected-Finance,L3,27-Jun-2025 12:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2933067,LAXMIPRIYA SABAR,27-May-2025 09:39 PM,Rejected-Finance,L3,27-Jun-2025 12:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2940620,LINGARAJ DEEP,29-May-2025 06:31 PM,Rejected-AOC,l2,29-Jun-2025 11:05 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2940205,MOHAMMED SOFEL,29-May-2025 04:52 PM,Rejected-Finance,L3,27-Jun-2025 12:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2940418,PRADEEP KUMAR NAIK,30-May-2025 02:20 PM,Rejected-Finance,L3,27-Jun-2025 12:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2942935,PRITAM KUMAR NEGI,30-May-2025 02:16 PM,Rejected-Finance,L3,27-Jun-2025 12:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2941619,RUPALI MAHAPATRO,29-May-2025 11:54 PM,Rejected-Finance,L3,27-Jun-2025 12:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2935632,SANAT KUMAR NAYAK,28-May-2025 06:24 PM,Rejected-Finance,L3,27-Jun-2025 12:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2928170,SANJIB NAIK,23-May-2025 01:02 PM,Rejected-Finance,L3,27-Jun-2025 12:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2941100,Santosh Kumar Panigrahi,30-May-2025 02:07 AM,Rejected-Finance,L3,27-Jun-2025 12:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2937813,SHASHI BHUSAN PRAHARAJ,29-May-2025 10:37 AM,Rejected-Finance,L3,27-Jun-2025 12:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2933013,SUDHANSU SEKHAR BEHERA,26-May-2025 01:19 PM,Rejected-Finance,L3,27-Jun-2025 12:29 PM,AOC
