EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"88,200",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Superintending Engineer,"O/o S.E, Salandi Canal Division, Bhadrak",17-Jan-2025 09:00 AM,01-Feb-2025 11:00 AM,17-Jan-2025 09:00 AM,31-Jan-2025 05:00 PM,17-Jan-2025 09:00 AM ,22-Jan-2025 05:00 PM ,17-Jan-2025 09:00 AM,31-Jan-2025 05:00 PM,28-Feb-2025 05:00 PM,CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||SE Salandi Canal Division Bhadrak,e-Procurement Notice No.2/2024-25,2025_SCDBH_109479_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,(47) Raising and strengthening of Dhurbapalli road from Rd.1000M. to 3730M near village Banchhanidhipur.,Raising and strengthening of road,Please refer Tender documents. ,NA ,"88,16,535",Civil Works - Roads,NA ,Tender,90.0,120.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o S.E, Salandi Canal Division, Bhadrak",No ,No,"10,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"PAN, GSTIN, Registration Certificate, Affidavit, NRC, undertakings, any other documents as per DTC",AOC,02-Jun-2025,"INR 7,494,936",120.0,Raikan Besra,02-Jun-2025 03:45 PM,WOSAP2P47-47.pdf (761.00 KB),Contract Awarded,1,2791717,AAO SAI AGRO SERVICE CENTRE,31-Jan-2025 03:47 PM,Rejected-Finance,Did not won the lottery,02-Jun-2025 02:22 PM,Finance,Uploaded financial bid documents of all the eligible bidders have been downloaded successfully.,Ratnakar Dalai,28-Feb-2025 05:21 PM,finance_526036.pdf,BOQ Comparative Chart,"SE, Salandi Canal Division",Internal,"DAO and Estimator, Salandi Canal Division, Bhadrak",Ratnakar Dalai,28-Feb-2025 04:55 PM,28-Feb-2025 05:00 PM,techsummary_526036.pdf (846.61 KB),"SE, Salandi Canal Division",Internal,"Estimator and DAO, Office of the SE, Salandi Canal Division, Bhadrak",Raikan Besra,02-Jun-2025 02:22 PM,finsummary_526036.pdf (760.62 KB),Technical,Uploaded documents of all the participated bidders have been downloaded successfully.,Ratnakar Dalai,25-Feb-2025 06:01 PM,technical_526036.pdf,CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||SE Salandi Canal Division Bhadrak,2025_SCDBH_109479_1,e-Procurement Notice No.2/2024-25,(47) Raising and strengthening of Dhurbapalli road from Rd.1000M. to 3730M near village Banchhanidhipur.,1.0,2791295.0,Sumanta Kumar Mohakud,INR,"7,494,936",AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC,,,,,,,,2,2791632,DIBYA RANJAN ROUT,31-Jan-2025 03:01 PM,Rejected-Finance,Did not won the lottery,02-Jun-2025 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2783159,GAUTAM BAL,28-Jan-2025 09:42 PM,Rejected-Finance,Did not won the lottery,02-Jun-2025 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2791264,Jitendra Kumar Kabi,31-Jan-2025 04:53 PM,Rejected-Finance,Did not won the lottery,02-Jun-2025 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2787362,Jitendralal Sahoo,31-Jan-2025 10:37 AM,Rejected-Finance,Did not won the lottery,02-Jun-2025 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2788211,JYOTI RANJAN DAS,30-Jan-2025 03:14 AM,Rejected-Finance,Did not won the lottery,02-Jun-2025 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2791662,MANAS RANJAN PARIDA,31-Jan-2025 03:26 PM,Rejected-Finance,Did not won the lottery,02-Jun-2025 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2790723,Milan Das,31-Jan-2025 01:10 AM,Rejected-Finance,Did not won the lottery,02-Jun-2025 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2791886,NIHAR RANJAN BEHERA,31-Jan-2025 04:48 PM,Rejected-Finance,Did not won the lottery,02-Jun-2025 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2790670,Nishikanta Swain,30-Jan-2025 11:56 PM,Rejected-Finance,Did not won the lottery,02-Jun-2025 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
