S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1,2859274,GAGANBIHARI KAR,18-Mar-2025 10:50 AM,Rejected-AOC,Loser in lottery,05-Jun-2025 05:52 PM,05-Jun-2025,"INR 2,266,821",60.0,Basanta Kumar Nayak,05-Jun-2025 05:51 PM,wo.pdf (743.00 KB),Lottery winner got awarded the work with 14.99 percentage less,Finance,Only twelve bidders have participated in the tender and their documents downloaded for taking further course of acton,Basanta Kumar Nayak,19-Mar-2025 11:49 AM,,BOQ Comparative Chart,Executive Engineer,Internal,"DAO, AEE ESTIMATOR, AE ESTIMATOR",Basanta Kumar Nayak,05-Jun-2025 05:44 PM,finsummary_531847.pdf (1153.18 KB),Executive Engineer,Internal,"DAO, AEE ESTIMATOR, AE ESTIMATOR",Basanta Kumar Nayak,05-Jun-2025 05:39 PM,techsummary_531847.pdf (1153.18 KB),Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Division Kendrapara,2025_RWSS_111243_1,RWS/51/2024-25,Execution of balance work related to RPWS Scheme to Syamasunderpur and Rajnagar of Ender G.P. under Derabish Block,1.0,2856179.0,SRIDEBI NAYAK,INR,"2,266,821",AOC,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Division Kendrapara,RWS/51/2024-25,2025_RWSS_111243_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,06-Mar-2025 10:00 AM,19-Mar-2025 11:00 AM,06-Mar-2025 10:00 AM,18-Mar-2025 05:30 PM,06-Mar-2025 10:00 AM ,10-Mar-2025 05:30 PM ,06-Mar-2025 10:00 AM,18-Mar-2025 05:30 PM,EE RWSS DIVISION KENDRAPARA,AT ICHHAPUR PO SHREE BALADEVJEW DIST KENDRAPARA,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"6,000",0.0,Nil,Nil,No,"22,600",Yes,fixed,,Nil,Nil,Execution of balance work related to RPWS Scheme to Syamasunderpur and Rajnagar of Ender G.P. under Derabish Block,Execution of balance work related to RPWS Scheme to Syamasunderpur and Rajnagar of Ender G.P. under Derabish Block,Please refer Tender documents. ,NA ,"22,59,776",Civil Works - Water Works,NA ,Tender,90.0,60.0,DERABISH,754289.0,OFFICE OF THE EE RWSS DIVISION KENDRAPARA  ,AT ICHHAPUR PO SHREE BALADEVJEW DIST KENDRAPARA ,06-Mar-2025 10:00 AM ,OFFICE OF THE EE RWSS DIVISION KENDRAPARA,No ,No,AOC
2,2859289,GOURI SANKAR KAR,18-Mar-2025 10:58 AM,Rejected-AOC,Loser in lottery,05-Jun-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,2857019,JAYASHREE MOHAPATRA,16-Mar-2025 06:43 PM,Rejected-AOC,Loser in lottery,05-Jun-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,2860402,MANAS RANJAN SWAIN,18-Mar-2025 08:27 AM,Rejected-AOC,Loser in lottery,05-Jun-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,2861678,Nirmal Kumar Sahoo,18-Mar-2025 04:47 PM,Rejected-AOC,Loser in lottery,05-Jun-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,2861173,PRADEEP KUMAR KUND,18-Mar-2025 02:09 PM,Rejected-AOC,Loser in lottery,05-Jun-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,2861471,RABINDRA KUMAR KAR,18-Mar-2025 03:39 PM,Rejected-AOC,Loser in lottery,05-Jun-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,2852873,ramesh chandra sethi,17-Mar-2025 05:16 PM,Rejected-AOC,Loser in lottery,05-Jun-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,2860638,RASMIMAYEE NAYAK,18-Mar-2025 12:47 PM,Rejected-AOC,Loser in lottery,05-Jun-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,2856179,SRIDEBI NAYAK,16-Mar-2025 11:00 AM,Accepted-AOC,Lottery winner got awarded the work with 14.99 percentage less,05-Jun-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
