Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
GM(Finance),Internal,"Sr.Manager(Mech)CP, Sr.Manager(CA) Legal, DGM(Persnl)",Sanjaya Kumar Sahoo,21-Nov-2024 12:24 PM,21-Nov-2024 12:40 PM,techsummary_507282.pdf (699.55 KB),1,2557505,GUPTA SPORTS,18-Oct-2024 02:36 PM,Rejected-Finance,Other than L1,24-Jun-2025 11:37 AM,Orissa Mining Corporation,2024_OMC_105065_1,"OMC/E-PROC/CP/026/2024-25, Dtd 20/09/2024",Supply and Installation of Gym Equipments for Daitari Region,Technical,Technical opening summary,Sanjaya Kumar Sahoo,28-Oct-2024 11:07 AM,technical_507282.pdf,GM(Finance),Internal,"Sr.Manager(Mech)CP, Sr.Manager(CA)Legal, DGM(Persnl)",Aditya Kumar Jena,24-Jun-2025 11:37 AM,finsummary_507282.pdf (731.97 KB),24-Jun-2025,"INR 1,077,391.02",60.0,Aditya Kumar Jena,24-Jun-2025 11:46 AM,LOAGYM.pdf (672.00 KB),Awarded for the work incLuding GST,Finance,Financial opening summary,Nandini Nibedita Pal,21-Nov-2024 05:08 PM,finance_507282.pdf,BOQ Comparative Chart,1.0,2565085.0,MEGA FITNESS PLANET,INR,"1,077,391.02",AOC,1.0,CORRIGENDUM 2,Date,,20-Sep-2024 06:55 PM,25-Oct-2024 05:00 PM,20-Sep-2024 06:55 PM,25-Oct-2024 03:00 PM,20-Sep-2024 06:55 PM ,26-Sep-2024 05:00 PM ,20-Sep-2024 06:55 PM,25-Oct-2024 03:00 PM,21-Nov-2024 12:40 PM,"41,100",Yes,fixed,,Nil,Nil,Head(Contract and Procurement),"OMC Ltd., OMC House , Bhubaneswar",0.0,0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Documents as per Annexure-6,1.0,ICICI BANK,Supply and Installation of Gym Equipments for Daitari Region,Supply and Installation of Gym Equipments for Daitari Region,Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Tender,180.0,60.0,Daitari Region of OMC Ltd.,758082.0,NA ,NA ,NA ,"OMC Ltd., OMC House , Bhubaneswar",No ,No,Orissa Mining Corporation,"OMC/E-PROC/CP/026/2024-25, Dtd 20/09/2024",2024_OMC_105065_1,Yes,Limited,Item Rate,Goods,2.0,No,No,Online,No,No,No,AOC
,,,,,,,2,2565085,MEGA FITNESS PLANET,15-Oct-2024 06:36 PM,Accepted-AOC,Awarded for the work including GST,24-Jun-2025 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,2590799,Sports Emporium,23-Oct-2024 02:47 PM,Rejected-Finance,Other than L1,24-Jun-2025 11:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Rate of GST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
