Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Bargarh||JHARBANDH Block,01/02/2025-26,2025_PRBJH_112589_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,BDO JHARBANDH,PANCHAYAT SAMITI JHARBANDH,Construction of GPLF cum Market complex in Chandibhatta GP of Jharbandh Block,CIVIL WORKS,Please refer Tender documents. ,NA ,"23,93,666",Civil Works - Buildings,NA ,Tender,90.0,180.0,JHARBANDH,768042.0,NA ,NA ,NA ,PANCHAYAT SAMITI JHARBANDH,No ,No,1.0,ICICI BANK,"24,000",Yes,fixed,,Nil,Nil,"6,000",Nil,Nil,No,21-Apr-2025 11:00 AM,02-May-2025 11:00 AM,21-Apr-2025 11:00 AM,30-Apr-2025 05:00 PM,21-Apr-2025 11:00 AM ,22-Apr-2025 05:00 PM ,21-Apr-2025 11:00 AM,30-Apr-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC,23-Jun-2025,"INR 2,034,855",180.0,Parsuram Panda,23-Jun-2025 08:07 PM,GPLFChandibhata.pdf (200.00 KB),Selected through lottery,1,2902037,Ajodhya Prasad Sahu,30-Apr-2025 01:58 PM,Rejected-AOC,L5,23-Jun-2025 08:07 PM,Parshuram Panda,Internal,"BDO, AEE,BFO,SO,AERWSS AND CP",Parsuram Panda,23-Jun-2025 07:21 PM,techsummary_536941.pdf (774.22 KB),Parshuram Panda,Internal,"BDO, AEE,BFO,SO,AERWSS AND CP",Parsuram Panda,23-Jun-2025 07:55 PM,finsummary_536941.pdf (560.48 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Bargarh||JHARBANDH Block,2025_PRBJH_112589_1,01/02/2025-26,Construction of GPLF cum Market complex in Chandibhatta GP of Jharbandh Block,1.0,2902372.0,SWADHIN MAHAPATRA,INR,"2,034,855",Finance,All Bidders admitted,Parsuram Panda,22-Jun-2025 08:30 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,2,2902093,DEBANAND BARIHA,30-Apr-2025 02:22 PM,Rejected-AOC,L2,23-Jun-2025 08:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2901037,LOKNATH RANA,29-Apr-2025 09:13 PM,Rejected-AOC,L3,23-Jun-2025 08:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2901113,SANGITA SUTAR,29-Apr-2025 08:47 PM,Rejected-AOC,L4,23-Jun-2025 08:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2902372,SWADHIN MAHAPATRA,30-Apr-2025 04:15 PM,Accepted-AOC,Selected through lottery,23-Jun-2025 08:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
