Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Finance,8 nos of bidder are participated,Ashok Kumar Behera,29-Apr-2025 12:05 PM,,BOQ Comparative Chart,1.0,2898197.0,SBL CONSTRUCTION,INR,"1,303,744",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2025_CERWI_112660_1,TCN No. 01/2025-26 Bhubaneswar,Constn. of Ramachandra Kalpana Higher Secondary School building at Kamaguru,SE RWD BBSR,Internal,"DAO,AEE and Estimator",Ashok Kumar Behera,23-May-2025 11:02 AM,finsummary_537153.pdf (275.81 KB),SE RWD BBSR,Internal,"DAO,AEE and Estimator",Ashok Kumar Behera,23-May-2025 10:57 AM,techsummary_537153.pdf (253.69 KB),10-Jun-2025,"INR 1,303,744",90.0,Ashok Kumar Behera,10-Jun-2025 11:25 AM,5069.pdf (570.00 KB),AoC,1,2898037,BASANTI SWAIN,28-Apr-2025 01:50 PM,Rejected-Finance,Not success in lottery,23-May-2025 11:02 AM,AOC,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,21-Apr-2025 06:30 PM,29-Apr-2025 11:00 AM,21-Apr-2025 06:30 PM,28-Apr-2025 05:00 PM,21-Apr-2025 06:30 PM ,28-Apr-2025 05:00 PM ,21-Apr-2025 06:30 PM,28-Apr-2025 05:00 PM,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,TCN No. 01/2025-26 Bhubaneswar,2025_CERWI_112660_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Constn. of Ramachandra Kalpana Higher Secondary School building at Kamaguru,Constn. of Ramachandra Kalpana Higher Secondary School building at Kamaguru,NA ,NA ,"16,80,428",Civil Works - Buildings,NA ,Tender,90.0,90.0,Khordha,751013.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BHUBANESWAR",No ,No,"16,804",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GSTIN PAN Contractor RC Affidavits undertakings and any other document as per DTCN,Divisional Officer,"RURAL WORKS DIVISION, BHUBANESWAR",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2897752,BIPIN KUMAR SAHOO,28-Apr-2025 12:13 PM,Rejected-Finance,Not success in lottery,23-May-2025 11:02 AM,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2898070,GADADURGA CONSTRUCTION PROP-RABINDRA NATH JENA,28-Apr-2025 02:05 PM,Rejected-Finance,Not success in lottery,23-May-2025 11:02 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2896145,HITU PRADHAN,26-Apr-2025 08:31 PM,Rejected-Finance,Not success in lottery,23-May-2025 11:02 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2897824,PRADIP KUMAR DAS,28-Apr-2025 12:41 PM,Rejected-Technical,Technically Disqualified,23-May-2025 10:57 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2894019,PRAVAKAR PRADHAN,24-Apr-2025 06:55 PM,Rejected-Finance,Not success in lottery,23-May-2025 11:02 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2894643,SAROJ KUMAR NAYAK,28-Apr-2025 12:16 PM,Rejected-Finance,Not success in lottery,23-May-2025 11:02 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2898197,SBL CONSTRUCTION,28-Apr-2025 02:37 PM,Accepted-AOC,L1 Bidder,10-Jun-2025 11:25 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
