Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,TENDER OPENED,PADMINI MEHER,21-May-2025 10:22 AM,finance_539201.pdf,BOQ Comparative Chart,1.0,2920788.0,DEEP KUMAR AGRAWAL,INR,"270,547",Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_113330_1,9/SMC_SBP/2025-26,"Special Repair to Multipurpose Flood Shelter at Jharapali, Sambalpur, in ward no-01.","Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Vedbhushan .,23-Jun-2025 10:56 AM,finsummary_539201.pdf (414.69 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Vedbhushan .,23-Jun-2025 10:22 AM,techsummary_539201.pdf (414.69 KB),1,2920788,DEEP KUMAR AGRAWAL,16-May-2025 01:59 PM,Accepted-AOC,SUCCESSFUL,23-Jun-2025 11:12 AM,23-Jun-2025,"INR 270,547",60.0,Vedbhushan .,23-Jun-2025 11:12 AM,9SMC1.pdf (415.00 KB),SUCCESSFUL,AOC,"2,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"2,705",Yes,percentage,1.0%,Nil,Nil,"COMMISSIONER, SMC","SAMBALPUR MUNICIPAL CORPORATION, DURGAPALI, SAMBALPUR, 768006","Special Repair to Multipurpose Flood Shelter at Jharapali, Sambalpur, in ward no-01.","Special Repair to Multipurpose Flood Shelter at Jharapali, Sambalpur, in ward no-01.",Please refer Tender documents. ,NA ,"2,70,547",Civil Works - Others,NA ,Tender,90.0,60.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN",Municipal Bodies||Sambalpur Municipal Corporation,9/SMC_SBP/2025-26,2025_ORULB_113330_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,14-May-2025 10:00 AM,21-May-2025 10:00 AM,14-May-2025 10:00 AM,20-May-2025 05:00 PM,NA ,NA ,14-May-2025 10:00 AM,20-May-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2925876,GANESH KUMAR AGRAWAL,20-May-2025 09:55 AM,Rejected-Technical,UNSUCCESSFUL,23-Jun-2025 10:22 AM,,,,,,,,AOC,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2925883,Manoj Kumar Garg,20-May-2025 10:15 AM,Rejected-Technical,UNSUCCESSFUL,23-Jun-2025 10:22 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2925838,SANTOSH KUMAR PADHI,20-May-2025 06:05 AM,Rejected-Technical,UNSUCCESSFUL,23-Jun-2025 10:22 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2926307,SUNIL KUMAR BEHERA,20-May-2025 02:23 PM,Rejected-Technical,UNSUCCESSFUL,23-Jun-2025 10:22 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
