Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,The validity of the tender is subject to the result of detail scrutiny of documents submitted by the bidder online.,Shasmita Parida,06-Mar-2025 11:29 AM,finance_526884.pdf,BOQ Comparative Chart,1.0,2797583.0,REBATI PRADHAN,INR,"1,856,945",EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,2025_EICCL_109716_1,SE (R and B) Angul-29/ 2024-25,"Construction of Paddy Procurement Centre (PPC) at Bagedia SCS under Chhendipada Block in the district of Angul for the year 2024-25. (Civil,E.I).",PK HARIPAL,Internal,K BEHERA Sr. DAO S PARIDA JE ESTIMATOR,Pratap Kumar Haripal,09-Jun-2025 11:43 AM,finsummary_526884.pdf (201.31 KB),PK HARIPAL,Internal,K BEHERA Sr. DAO S PARIDA JE ESTIMATOR,Pratap Kumar Haripal,09-Jun-2025 11:39 AM,techsummary_526884.pdf (494.58 KB),1,2800590,BANAMBAR MAJHI,06-Feb-2025 02:01 PM,Rejected-AOC,L2 Bidder,09-Jun-2025 11:52 AM,09-Jun-2025,"INR 1,856,945",60.0,Pratap Kumar Haripal,09-Jun-2025 11:52 AM,WO.pdf (131.00 KB),Agreement No. 24 P1 of 2025-26 (Contract value excluding GST) Date of Commencement- 17.04.2025 Date of Completion- 16.06.2025,AOC,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,SE (R and B) Angul-29/ 2024-25,2025_EICCL_109716_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,22-Jan-2025 10:00 AM,07-Feb-2025 11:00 AM,22-Jan-2025 10:00 AM,06-Feb-2025 05:00 PM,NA ,NA ,22-Jan-2025 10:00 AM,06-Feb-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,Superintending Engineer Angul R and B Division,O/O the Superintending Engineer Angul RB Division,"Construction of Paddy Procurement Centre (PPC) at Bagedia SCS under Chhendipada Block in the district of Angul for the year 2024-25. (Civil,E.I).","Construction of Paddy Procurement Centre (PPC) at Bagedia SCS under Chhendipada Block in the district of Angul for the year 2024-25. (Civil, E.I)",Please refer Tender documents. ,NA ,"21,84,384",Civil Works - Buildings,NA ,Tender,90.0,60.0,ANGUL,759122.0,NA ,NA ,NA ,O/O the Superintending Engineer Angul RB Division,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid Cost and EMD online, GSTIN, PAN, RC, Affidavit, and Other documents as per DTCN.",1,ICICI BANK,"21,900",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2797583,REBATI PRADHAN,04-Feb-2025 08:24 PM,Accepted-AOC,L1 Bidder,09-Jun-2025 11:52 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,AOC
