EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"3,53,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",1.0,ICICI BANK,Orissa State Police Housing and Welfare Corporation Ltd,01/OPHWC/2025-26,2025_OSPHW_112149_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,05-Apr-2025 06:55 PM,21-Apr-2025 10:30 AM,05-Apr-2025 06:55 PM,19-Apr-2025 05:00 PM,NA ,NA ,05-Apr-2025 06:55 PM,19-Apr-2025 05:00 PM,26-May-2025 10:30 AM,"Cluster of Constn. of 8 nos. F type staff quarters, 1 nos. E type staff quarters and Boundary wall with Area filling at Belaguntha Fire Station in Ganjam District",Building Work,Please refer Tender documents  ,NA ,"3,52,98,561",Civil Works - Buildings,NA ,Tender,90.0,300.0,Ganjam,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,AOC,AS PER AS ACCEPTANC LETTER,Internal,AS PER AS ACCEPTANC LETTER,Bikram Keshari Malla,26-Jun-2025 11:28 AM,finsummary_535218.pdf (411.79 KB),Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_112149_4,01/OPHWC/2025-26,"Cluster of Constn. of 8 nos. F type staff quarters, 1 nos. E type staff quarters and Boundary wall with Area filling at Belaguntha Fire Station in Ganjam District",Technical,five bidder have particiapted,Bikram Keshari Malla,21-Apr-2025 02:03 PM,,1.0,2888414.0,Sudhansu Padhy,INR,"31,754,585.06",1,2888431,Anup Kumar Dash,19-Apr-2025 12:56 PM,Rejected-Finance,DUE TO L3 BIDDER,26-Jun-2025 11:28 AM,26-Jun-2025,"INR 31,754,585.06",300.0,Bikram Keshari Malla,26-Jun-2025 11:31 AM,WORKORDERRE.pdf (713.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 23.06.2025,Finance,FINANCIAL BID OPENED,Bikram Keshari Malla,27-May-2025 12:05 PM,,BOQ Comparative Chart,AS PER TC MINUTES,Internal,AS PER TC MINUTES,BIBHUTI BHUSHAN NAIK,23-May-2025 04:20 PM,26-May-2025 10:30 AM,techsummary_535218.pdf (413.63 KB),AOC
,,,,,,,,.pdf,Other Document as per DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2888445,Biswajit Panda,19-Apr-2025 03:20 PM,Rejected-Technical,Due to non submission of adequate similar nature of work as per DTCN Clause No. 11 and 110(j) and valid adequate documents to secure qualifying marks in Sch. C as per DTCN Cl. No. 13 and 110 (f).,23-May-2025 04:20 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2888742,PRAMOD KUMAR NAYAK,19-Apr-2025 01:31 PM,Rejected-Finance,DUE TO L2 BIDDER,26-Jun-2025 11:28 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2888906,Santosh Kumar Bhatta,19-Apr-2025 04:24 PM,Rejected-Finance,DUE TO L2 BIDDER,26-Jun-2025 11:28 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2888414,Sudhansu Padhy,18-Apr-2025 09:52 PM,Accepted-AOC,QUALIFIED BIDDER,26-Jun-2025 11:31 AM,,,,,,,,,,,,,,,,,,,,,AOC
