Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
18-Jun-2025,"INR 287,856",30.0,Bandana Behera,18-Jun-2025 12:04 PM,691.pdf (365.00 KB),Successful Qualify Bidder,1,2753022,Basanta Kumar Das,15-Jan-2025 08:19 PM,Rejected-Finance,Did not Win the Lottery,18-Jun-2025 11:56 AM,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION-KENDRAPARA,2025_CERWI_109100_14,RWD / KPD-08 of 2024-25,S.R. to R.I. Office at Tikhiri in the district of Kendrapara for the year 2024-25,1.0,2753593.0,SOUMENDRA MOHAPATRA,INR,"287,856",Finance,Fifteen Numbers of Bidder Participated,Rajesh Pradhan,18-Jan-2025 04:58 PM,,BOQ Comparative Chart,"Executive Engineer R.W.Division, Kendrapara",Internal,"D.A.O, Junior Engineer(Estimator)",Bandana Behera,18-Jun-2025 11:56 AM,finsummary_524692.pdf (365.32 KB),"Executive Engineer R.W.Division, Kendrapara",Internal,"D.A.O, Junior Engineer(Estimator",Bandana Behera,18-Jun-2025 11:45 AM,techsummary_524692.pdf (676.06 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, Affidavit and other documents as per DTCN","Executive Engineer R.W. Division, Kendrapara","Executive Engineer R.W. Division, Kendrapara","3,400",Yes,fixed,,Nil,Nil,S.R. to R.I. Office at Tikhiri in the district of Kendrapara for the year 2024-25,Building Work,Please refer Tender documents. ,NA ,"3,39,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Kendrapara,754211.0,NA ,NA ,NA ,"Executive Engineer R.W. Division, Kendrapara",No ,No,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION-KENDRAPARA,RWD / KPD-08 of 2024-25,2025_CERWI_109100_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,08-Jan-2025 06:00 PM,17-Jan-2025 11:00 AM,08-Jan-2025 06:00 PM,16-Jan-2025 05:00 PM,08-Jan-2025 06:00 PM ,15-Jan-2025 05:00 PM ,08-Jan-2025 06:00 PM,16-Jan-2025 05:00 PM,"2,000",0.0,Nil,Nil,No,AOC
,,,,,,,2,2753631,BISWAJEET MALLICK,16-Jan-2025 03:24 PM,Rejected-Finance,Did not Win the Lottery,18-Jun-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,AOC
,,,,,,,3,2755409,DALILATA LENKA,16-Jan-2025 03:00 PM,Rejected-Finance,Did not Win the Lottery,18-Jun-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,2743459,IPSITA NAYAK,11-Jan-2025 12:52 PM,Rejected-Finance,Did not Win the Lottery,18-Jun-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,2754068,JAGANATH BEHERA,16-Jan-2025 09:47 AM,Rejected-Finance,Did not Win the Lottery,18-Jun-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,2748885,KSHIROD KUMAR NAYAK,14-Jan-2025 01:26 PM,Rejected-Finance,Did not Win the Lottery,18-Jun-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,2752852,NIRANJAN PATI,15-Jan-2025 07:24 PM,Rejected-Finance,Did not Win the Lottery,18-Jun-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,2755417,Rajesh Mallik,16-Jan-2025 02:54 PM,Rejected-Finance,Did not Win the Lottery,18-Jun-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,2743995,SAMIR RANJAN BISWAL,11-Jan-2025 08:03 PM,Rejected-Finance,Did not Win the Lottery,18-Jun-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,2755819,SMRUTI RANJAN ROUT,16-Jan-2025 04:15 PM,Rejected-Finance,Did not Win the Lottery,18-Jun-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,11,2753593,SOUMENDRA MOHAPATRA,15-Jan-2025 11:16 PM,Accepted-AOC,Successful Qualify Bidder,18-Jun-2025 12:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,12,2746472,SRIDEBI NAYAK,13-Jan-2025 02:17 PM,Rejected-Finance,Did not Win the Lottery,18-Jun-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,13,2754457,SUBHA BEHERA,16-Jan-2025 11:45 AM,Rejected-Finance,Did not Win the Lottery,18-Jun-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,14,2755081,Sudam Malik,16-Jan-2025 03:43 PM,Rejected-Finance,Did not Win the Lottery,18-Jun-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
