Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD paper Cost and other documents as per DTCN","7,450",Yes,fixed,,Nil,Nil,Rourkela Municipal Corporation,MC/RMC/13/2025,2025_RMC_111247_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",Nil,Nil,No,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",01-Mar-2025 06:00 PM,17-Mar-2025 11:00 AM,01-Mar-2025 06:00 PM,13-Mar-2025 05:00 PM,NA ,NA ,01-Mar-2025 06:00 PM,13-Mar-2025 05:00 PM,1.0,ICICI BANK,"Electrical Wiring and Installation to Adivashi Harijan School Ground Floor and 1st Floor, Basanti Colony, Rourkela.",Electrical,Please refer Tender documents. ,NA ,"7,45,000",Electrical Works,NA ,Tender,90.0,30.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,AOC,Finance,EMD refund,Birendra Nanda,03-Jun-2025 09:54 AM,finance_531851.pdf,BOQ Comparative Chart,Commissioner,External,"Audit Officer, Superintending Engineer, Joint Commissioner",Birendra Nanda,03-Jun-2025 10:06 AM,techsummary_531851.pdf (862.25 KB),1,2853024,ECO ELECTRIC POWER SOLUTIONS,13-Mar-2025 12:16 AM,Rejected-Technical,By The Tener Committee,03-Jun-2025 10:06 AM,10-Jun-2025,"INR 633,193.58",30.0,Birendra Nanda,10-Jun-2025 10:19 AM,BID13.pdf (862.00 KB),Warded to Gopal Keshari Chaini,1.0,2853616.0,GOLAP KESHARI CHAINI,INR,"633,193.58",Rourkela Municipal Corporation,2025_RMC_111247_1,MC/RMC/13/2025,"Electrical Wiring and Installation to Adivashi Harijan School Ground Floor and 1st Floor, Basanti Colony, Rourkela.",Commissioner,External,"Audit Officer, Superintending Engineer, Joint Commissioner",Birendra Nanda,10-Jun-2025 10:07 AM,finsummary_531851.pdf (862.25 KB),AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2849813,EDITION INTERNATIONAL,10-Mar-2025 08:21 PM,Rejected-Technical,By The Tener Committee,03-Jun-2025 10:06 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2853616,GOLAP KESHARI CHAINI,13-Mar-2025 01:51 PM,Accepted-AOC,By The Tender Committee,10-Jun-2025 10:19 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2851551,JBS ENTERPRISES,12-Mar-2025 12:53 PM,Rejected-Technical,By The Tener Committee,03-Jun-2025 10:06 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2852143,JUPITER ENGINEERS,12-Mar-2025 06:32 PM,Rejected-Technical,By The Tener Committee,03-Jun-2025 10:06 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2853503,MANOJ KUMAR BHUYAN,13-Mar-2025 01:12 PM,Rejected-Technical,By The Tener Committee,03-Jun-2025 10:06 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2850199,M/S GANGA ELECTRIC,12-Mar-2025 10:22 AM,Rejected-Technical,By The Tener Committee,03-Jun-2025 10:06 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2853348,M/S SRIKALI ENTERPRISES,13-Mar-2025 01:42 PM,Rejected-Technical,By The Tener Committee,03-Jun-2025 10:06 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2849836,NARAYANI CONSTRUCTION,10-Mar-2025 08:42 PM,Rejected-Technical,By The Tener Committee,03-Jun-2025 10:06 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2853375,PRABAHA ENTERPRISES,13-Mar-2025 02:38 PM,Rejected-Technical,By The Tener Committee,03-Jun-2025 10:06 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
