S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,Repair and Maintenance of M.K Rai-Siriguda via Kodama road in the district of Rayagada for the year 2024-25.,Repair and Maintenance of M.K Rai-Siriguda via Kodama road in the district of Rayagada for the year 2024-25.,NA ,NA ,"48,72,976",Civil Works - Roads,NA ,Tender,90.0,30.0,Gunupur,765022.0,NA ,NA ,NA ,"O/o Superintending Engineer, R.W. Division,Gunupur",No ,No,1.0,Class of contractor regarding,Other,,08-Jan-2025 10:00 AM,18-Jan-2025 11:00 AM,08-Jan-2025 10:00 AM,17-Jan-2025 05:00 PM,NA ,NA ,08-Jan-2025 10:00 AM,17-Jan-2025 05:00 PM,"48,730",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN, PAN CARD, LICENCE, AFFIDAVIT",CE RW I||RWCIRCLE-SUNABEDA||RW Division Gunupur,SERWGNP-Online-04/2024-25,2025_CERWI_109206_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Superintending Engineer, R.W. Division,Gunupur","O/o Superintending Engineer, R.W. Division,Gunupur",AOC,1,2747780,Akhyaya Kumar Sahu,13-Jan-2025 08:01 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,03-Jun-2025,"INR 4,142,517.09",30.0,Amit Prasan Kiro,03-Jun-2025 02:08 AM,Agreement.PDF (100.00 KB),The qualified bidder selected through transparent lottery system.,Amit Prasan Kiro,Internal,"SE,DAO,Estimator",Amit Prasan Kiro,03-Jun-2025 01:54 AM,techsummary_524534.pdf (457.60 KB),Amit Prasan Kiro,Internal,"SE,DAO,Estimator",Amit Prasan Kiro,03-Jun-2025 02:01 AM,finsummary_524534.pdf (457.60 KB),CE RW I||RWCIRCLE-SUNABEDA||RW Division Gunupur,2025_CERWI_109206_2,SERWGNP-Online-04/2024-25,Repair and Maintenance of M.K Rai-Siriguda via Kodama road in the district of Rayagada for the year 2024-25.,1.0,2759142.0,NIRANJAN DASH,INR,"4,142,517.09",Finance,Tender Open,Amit Prasan Kiro,03-Jun-2025 01:42 AM,finance_524534.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,2,2759418,ALLAPA AKHIL KUMAR,17-Jan-2025 02:16 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2756747,ASHOK NAIR,16-Jan-2025 07:25 PM,Rejected-Technical,Disqualified due to not furnished required documents.,03-Jun-2025 01:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2759100,BADAL KUMAR MADALA,17-Jan-2025 01:17 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2745246,BEJIPURAM KHAGESWAR RAO,14-Jan-2025 09:23 AM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2743751,BURADA CHIRANJIVI,11-Jan-2025 05:37 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2759079,CHANDRA SEKHAR SAHUKAR,17-Jan-2025 12:51 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2744011,D.HARISH KUMAR,11-Jan-2025 08:09 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2751346,Dileep Kumar Choudhury,15-Jan-2025 03:40 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2759507,G DEEPAK KUMAR,17-Jan-2025 02:02 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
