S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2751059,HARAPRASAD KHANDUAL,15-Jan-2025 05:45 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2758279,HARI KRUSHNA PURUSOTAM,17-Jan-2025 12:36 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,2755788,JANI VENKATA RAO BAURI,16-Jan-2025 11:18 PM,Rejected-Technical,Disqualified due to not furnished required documents.,03-Jun-2025 01:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,2758208,KEDARA NATHA SAHU,17-Jan-2025 09:37 AM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,2755303,KHAGESWAR SAHU,16-Jan-2025 04:05 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,2747660,Manoj Kumar Panigrahi,13-Jan-2025 06:08 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,2754904,MINAKHI PRASAD PANIGRAHI,16-Jan-2025 01:19 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,2758388,MONALISHA PADHY,17-Jan-2025 11:48 AM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,2759066,NIRAKAR SABAR,17-Jan-2025 12:49 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,2752735,Niranjan Behera,15-Jan-2025 06:26 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,2759142,NIRANJAN DASH,17-Jan-2025 03:22 PM,Accepted-AOC,Lottery Winner,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,2749862,P MUTTI RAJU,14-Jan-2025 07:04 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,2753228,pradeep kumar patro,16-Jan-2025 07:09 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,2747888,P.Yogeswer Rao,17-Jan-2025 08:35 AM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,2760169,RAJENDRI NAIK,17-Jan-2025 04:21 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,2745215,RAMA KRUSHNA PANIGRAHI,12-Jan-2025 07:26 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,2753308,SANTOSH KUMAR MOHAPATRA,15-Jan-2025 10:15 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,2758278,SARALA NANDI KISHORE,17-Jan-2025 11:56 AM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,2750063,SIBASIS SAHU,15-Jan-2025 06:31 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,2747150,SIRLA LAXMAN RAO,13-Jan-2025 03:49 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,2756732,SRI JAGADISH CHANDRA NAYAK,16-Jan-2025 07:08 PM,Rejected-Technical,Disqualified due to not furnished required documents.,03-Jun-2025 01:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,2760055,TANGUDU KALYAN KUMAR,17-Jan-2025 03:54 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,33,2750874,TOOFAN KESHARI SAHU,15-Jan-2025 01:48 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 02:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
