Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,BID HAS BEEN OPENED,Khagendra Barik,19-Apr-2025 01:59 PM,finance_535384.pdf,BOQ Comparative Chart,ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,05-Jun-2025 07:55 PM,finsummary_535384.pdf (1099.15 KB),05-Jun-2025,"INR 1,298,922",45.0,Khagendra Barik,05-Jun-2025 08:04 PM,RR_COLONY.pdf (1099.00 KB),L1 bidder has respond,1,2878517,Arihant Electricals and Engineers,11-Apr-2025 09:35 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,05-Jun-2025 07:55 PM,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,2025_RWSS_112211_5,BID NO 26 OF 2024 - 25,"Supply all materials labour T and P erection testing and commissioning of external power supply of RPWS to village RR Colony Dulusar, RR Colony Jhankarpali under Balangir Block in Balangir District",1.0,2883027.0,"M/s Ramchandi Construction, Nayagargh",INR,"1,104,214",ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,05-Jun-2025 07:48 PM,techsummary_535384.pdf (1099.15 KB),AOC,05-Apr-2025 11:00 AM,16-Apr-2025 11:00 AM,05-Apr-2025 11:00 AM,15-Apr-2025 05:00 PM,NA ,NA ,05-Apr-2025 11:00 AM,15-Apr-2025 05:00 PM,"Supply all materials labour T and P erection testing and commissioning of external power supply of RPWS to village RR Colony Dulusar, RR Colony Jhankarpali under Balangir Block in Balangir District","Supply all materials labour T and P erection testing and commissioning of external power supply of RPWS to village RR Colony Dulusar, RR Colony Jhankarpali under Balangir Block in Balangir District",Please refer DTCN ,NA ,"12,98,922",Electrical Works,Electrical Works ,Tender,90.0,45.0,"RRColon Dhulusar,Jhankarpali under Balangir Block",767001.0,NA ,NA ,NA ,O/o Superintending Engineer RWSS Division Balangir,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, EMD, GST, PAN, Contractor Registration Certificate, Experience Certificate etc","6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Superintending Engineer,Superintending Engineer RWSS Division Balangir,"12,989",Yes,percentage,1.0%,Nil,Nil,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,BID NO 26 OF 2024 - 25,2025_RWSS_112211_5,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,2,2883000,ASHOK CHANDRA PATRA,14-Apr-2025 05:01 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,05-Jun-2025 07:55 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,2884158,MAA BHUBANESWARI ELECTRICALS,15-Apr-2025 02:18 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,05-Jun-2025 08:05 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2884081,MDSG CONSTRUCTION PRIVATE LIMITED,14-Apr-2025 10:11 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,05-Jun-2025 07:55 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2884744,M/S K.P. ELECTRICAL AND ENGINEERS,15-Apr-2025 01:43 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,05-Jun-2025 07:55 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2883027,"M/s Ramchandi Construction, Nayagargh",12-Apr-2025 10:19 PM,Accepted-AOC,AWARDED AS PER OPWD CODE,05-Jun-2025 08:05 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2879201,M/S SAMBEET SUPPLIERS,10-Apr-2025 11:28 AM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,05-Jun-2025 07:55 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2884635,M/S SAROJINEE POWER AND CONSTRUCTION,15-Apr-2025 01:39 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,05-Jun-2025 07:55 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2884471,PABITRA ELECTRICAL WORKSHOP,15-Apr-2025 03:28 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,05-Jun-2025 07:55 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2884446,PNP CONSTRUCTION,15-Apr-2025 11:59 AM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,05-Jun-2025 07:55 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
