Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,tender opened,Vedbhushan .,12-Mar-2025 11:11 AM,finance_529461.pdf,BOQ Comparative Chart,16-Jun-2025,"INR 1,413,559",90.0,Vedbhushan .,16-Jun-2025 10:38 AM,27SMC25.pdf (509.00 KB),SUCCESSFUL,Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_110243_25,27/SMC_SBP/2024-25,"Construction of Paver Block road from Pai Raju house to Bhola house , Kawaja Nagar and from Murad house to Jaul hous, Khaja Nagar Motijharan Ward No-33",1.0,2823547.0,ARCHANA MISHRA,INR,"1,413,559",1,2823547,ARCHANA MISHRA,18-Feb-2025 10:16 PM,Accepted-AOC,SUCCESSFUL,16-Jun-2025 10:38 AM,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Vedbhushan .,16-Jun-2025 10:34 AM,techsummary_529461.pdf (509.04 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Vedbhushan .,16-Jun-2025 10:36 AM,finsummary_529461.pdf (509.04 KB),AOC,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN","Construction of Paver Block road from Pai Raju house to Bhola house , Kawaja Nagar and from Murad house to Jaul hous, Khaja Nagar Motijharan Ward No-33","Construction of Paver Block road from Pai Raju house to Bhola house , Kawaja Nagar and from Murad house to Jaul hous, Khaja Nagar Motijharan Ward No-33",Please refer Tender documents. ,NA ,"14,13,559",Civil Works - Others,NA ,Tender,120.0,90.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Sambalpur Municipal Corporation,27/SMC_SBP/2024-25,2025_ORULB_110243_25,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"14,136",Yes,percentage,1.0%,Nil,Nil,"COMMISSIONER, SMC","New Office Building, SMC Durgapali,Sambalpur",12-Feb-2025 11:00 AM,24-Feb-2025 11:00 AM,12-Feb-2025 11:00 AM,21-Feb-2025 05:00 PM,NA ,NA ,12-Feb-2025 11:00 AM,21-Feb-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,2,2826545,Bipin Bihari Banchhor,21-Feb-2025 10:00 AM,Rejected-Technical,unsuccessful,16-Jun-2025 10:34 AM,,,,,,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
