Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Routine Maintenance of Bhanjakia Balanposi Road for the year 2024 25,Routine Maintenance of Bhanjakia Balanposi Road for the year 2024 25,Please refer Tender documents. ,NA ,"5,04,599",Civil Works - Roads,NA ,Tender,90.0,30.0,"Karanjia,Mayurbhanj",757037.0,NA ,NA ,NA ,"O/O of the SE RW DIVISION,KARANJIA",No ,No,CE RW I||RWCIRCLE-BARIPADA||RW Division Karanjia,RWDKNJ -02/2024-2025,2024_CERWI_106288_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"SE RW DIVISION,KARANJIA","O/O of the SE RW DIVISION,KARANJIA",1,ICICI BANK,"5,046",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GSTIN,AFFIDAVIT,NO RELATION, Similar Nature of Work(Work Experience), Machineries As per DTCN","4,000",0.0,Nil,Nil,No,02-Nov-2024 06:00 PM,13-Nov-2024 11:00 AM,02-Nov-2024 06:00 PM,12-Nov-2024 05:00 PM,02-Nov-2024 06:00 PM ,11-Nov-2024 05:00 PM ,02-Nov-2024 06:00 PM,12-Nov-2024 05:00 PM,AOC,CE RW I||RWCIRCLE-BARIPADA||RW Division Karanjia,2024_CERWI_106288_2,RWDKNJ -02/2024-2025,Routine Maintenance of Bhanjakia Balanposi Road for the year 2024 25,Akhaya Ku Naik,Internal,,Akshaya Kumar Naik,29-Jun-2025 02:03 PM,finsummary_513945.pdf (772.16 KB),Finance,opened,Akshaya Kumar Naik,29-Jun-2025 01:55 PM,finance_513945.pdf,BOQ Comparative Chart,1.0,2640564.0,BISHNU CHARAN NAIK,INR,"428,960",1,2640564,BISHNU CHARAN NAIK,12-Nov-2024 11:16 AM,Accepted-AOC,qualified,29-Jun-2025 02:06 PM,29-Jun-2025,"INR 428,960",30.0,Akshaya Kumar Naik,29-Jun-2025 02:06 PM,A.pdf (1032.00 KB),Akhaya Ku Naik,Internal,,Akshaya Kumar Naik,29-Jun-2025 02:01 PM,techsummary_513945.pdf (646.03 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2641572,SNEHASHISH MOHANTA,12-Nov-2024 04:47 PM,Rejected-AOC,Disqualified,29-Jun-2025 02:06 PM,,,,,,,,,,,,,AOC
