Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,000",0.0,Nil,Nil,No,"21,000",Yes,fixed,,Nil,Nil,S/R to NH 5 to Kantigadia Road in the District of Jajpur for the Year 2023-24.,S/R to NH 5 to Kantigadia Road in the District of Jajpur for the Year 2023-24.,Please refer Tender documents. ,NA ,"20,97,161",Civil Works - Roads,NA ,Tender,60.0,120.0,JAJPUR,755007.0,NA ,NA ,NA ,O/o the Superintending Engineer,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, RC, PAN, GSTN, Affidavit and Other Documents as per DTCN",Executive Engineer,"O/o the Superintending Engineer, R.W.Division, Jajpur",16-Aug-2023 05:30 PM,25-Aug-2023 11:30 AM,16-Aug-2023 05:30 PM,24-Aug-2023 05:00 PM,16-Aug-2023 05:30 PM ,23-Aug-2023 02:30 PM ,16-Aug-2023 05:30 PM,24-Aug-2023 05:00 PM,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAJPUR,Tender Online 05 JJPT of 2023-24,2023_CERWI_92514_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,EXECUTIVE ENGINEER,Internal,"DAO, ESTIMATOR",Gyanaranjan Nayak,18-Sep-2023 04:13 PM,techsummary_449283.pdf (251.96 KB),1.0,2215130.0,M/S SIDHARTH KUMAR SAMAL,INR,"1,782,796.65",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAJPUR,2023_CERWI_92514_8,Tender Online 05 JJPT of 2023-24,S/R to NH 5 to Kantigadia Road in the District of Jajpur for the Year 2023-24.,1,2216669,BISWAJIT BISWAL,24-Aug-2023 04:15 PM,Rejected-AOC,Not Qualify,21-Jun-2025 02:17 PM,28-Sep-2023,"INR 1,782,796.65",120.0,Gyanaranjan Nayak,21-Jun-2025 02:17 PM,050.pdf (439.00 KB),AWARD OF CONTRACT,EXECUTIVE ENGINEER,Internal,"DAO, ESTIMATOR",Gyanaranjan Nayak,25-Sep-2023 02:19 PM,finsummary_449283.pdf (251.96 KB),Finance,Bid Opening,Swarna Prava Jena,18-Sep-2023 03:42 PM,finance_449283.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,2,2215849,JULKAR RAHEMAN KHAN,24-Aug-2023 12:56 PM,Rejected-AOC,Not Qualify,21-Jun-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2214497,LAXMIDHAR SAHOO,23-Aug-2023 06:08 PM,Rejected-AOC,Not Qualify,21-Jun-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2215130,M/S SIDHARTH KUMAR SAMAL,23-Aug-2023 10:02 PM,Accepted-AOC,Qualify,21-Jun-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2214806,RAJ GOPAL BISWAL,23-Aug-2023 07:53 PM,Rejected-AOC,Not Qualify,21-Jun-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,2215802,RAKESH KUMAR SAHOO,24-Aug-2023 12:24 PM,Rejected-AOC,Not Qualify,21-Jun-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,2214620,RAKESH KUMAR SAHOO,23-Aug-2023 07:11 PM,Rejected-AOC,Not Qualify,21-Jun-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,2213845,SATYAJIT NAYAK,23-Aug-2023 02:05 PM,Rejected-AOC,Not Qualify,21-Jun-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,2212311,SHAIK SALAUDDIN,23-Aug-2023 09:42 PM,Rejected-AOC,Not Qualify,21-Jun-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,2214489,SMRUTIRANJAN DEO,23-Aug-2023 06:27 PM,Rejected-AOC,Not Qualify,21-Jun-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,AOC
