Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
08-Apr-2025 11:00 AM,17-Apr-2025 11:00 AM,08-Apr-2025 11:00 AM,16-Apr-2025 05:00 PM,08-Apr-2025 11:00 AM ,15-Apr-2025 05:00 PM ,08-Apr-2025 11:00 AM,16-Apr-2025 05:00 PM,"8,460",Yes,fixed,,Nil,Nil,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Canal Irr.Divn,Bargarh",BID01 01-44 2025-26 ON LINE,2025_CEBBU_112267_44,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Bid Document,EMD,GSTIN,PAN,Affidavit,NRC and other documents as per DTCN",1.0,ICICI BANK,Improvement to Tulandi Minor within RD 100 m to 153.2m Ex- Resham Distributary under lump critical for the year 2025-26.,Improvement to Tulandi Minor within RD 100 m to 153.2m Ex- Resham Distributary under lump critical for the year 2025-26.,Please refer Tender documents. ,NA ,"8,46,478",Civil Works - Canal,NA ,Tender,90.0,45.0,Barpali,768029.0,NA ,NA ,NA ,O/o the Superintending Engineer Barpali Irrigation,No ,No,1.0,Year Date change,Other,,"4,000",0.0,Nil,Nil,No,"S.E Barpali Irrigation Division,Barpali","O/o the S.E. Barpali Irrigation Division,Barpali",AOC,"Superintending Engineer Barpali Irrigation Division,Barpali",Internal,,Madan Mohan Sethy,10-Jun-2025 11:10 PM,finsummary_535639.pdf (1115.78 KB),"Superintending Engineer Barpali Irrigation Division,Barpali",Internal,,Madan Mohan Sethy,10-Jun-2025 11:03 PM,techsummary_535639.pdf (1115.78 KB),10-Jun-2025,"INR 719,591",45.0,Madan Mohan Sethy,10-Jun-2025 11:16 PM,44.pdf (162.00 KB),1,2885917,AJAYA KUMAR BARIHA,16-Apr-2025 03:11 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 11:10 PM,1.0,2884009.0,RAJIBA LOCHAN SETH,INR,"719,591","CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Canal Irr.Divn,Bargarh",2025_CEBBU_112267_44,BID01 01-44 2025-26 ON LINE,Improvement to Tulandi Minor within RD 100 m to 153.2m Ex- Resham Distributary under lump critical for the year 2025-26.,Finance,open,Madan Mohan Sethy,19-Apr-2025 11:06 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2885657,AMIT AGRAWAL,16-Apr-2025 12:04 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 11:10 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2885754,BALARAM BARIHA,16-Apr-2025 01:49 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 11:10 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2885965,BANDITA TRIPATHY,16-Apr-2025 02:17 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 11:10 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2883982,GODABARI PRADHAN,14-Apr-2025 06:05 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 11:10 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2885655,LAKSHAPATI MAHANANDA,16-Apr-2025 03:54 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 11:10 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2882744,Monalisa Hota,11-Apr-2025 11:00 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 11:10 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2883253,"M/S PVR ENGINEERING WORKS, PROP. PENUMAKA GOPI KRISHNA",14-Apr-2025 08:15 AM,Rejected-Finance,Not qualified lottery,10-Jun-2025 11:10 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2884788,MUNA MEHER,15-Apr-2025 02:09 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 11:10 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2884009,RAJIBA LOCHAN SETH,14-Apr-2025 07:26 PM,Accepted-AOC,AOC,10-Jun-2025 11:16 PM,,,,,,,,,,,,,,,,AOC
