Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"CONTRACTOR LICENCE,PAN,GST, AFFIDAVIT, NO RELATION,SECHEDULE-E AND OTHER DOCUMENTS AS PER DTCN",Renovation of cross toe drain alongwith cleaning and desilting at different location in the D/S of 3rd Gap of Left Dyke for the year 2025-26,Renovation of cross toe drain alongwith cleaning and desilting at different location in the D/S of 3rd Gap of Left Dyke for the year 2025-26,Please refer Tender documents. ,NA ,"8,02,873",Civil Works - Others,NA ,Tender,90.0,60.0,BURLA,768017.0,NA ,NA ,NA ,"SUPERINTENDING ENGINEER, MAIN DAM DIVISION, BURLA",No ,No,"SUPERINTENDING ENGINEER, MAIN DAM DIVISION, BURLA","O/o SUPERINTENDING ENGINEER, MAIN DAM DIVISION, BURLA",01-May-2025 10:00 AM,13-May-2025 11:00 AM,01-May-2025 10:00 AM,12-May-2025 05:00 PM,01-May-2025 10:00 AM ,11-May-2025 05:00 PM ,01-May-2025 10:00 AM,12-May-2025 05:00 PM,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Main Dam Divn,Burla",MDD-e-01/2025-26,2025_CEBBU_112905_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,"8,100",Yes,fixed,,Nil,Nil,AOC,Superintending Engineer,Internal,"Superintending Engineer, Divisional Accounts Officer, Estimator",Sunit Mahipal Kujur,04-Jun-2025 12:00 PM,finsummary_538094.pdf (271.72 KB),Superintending Engineer,Internal,"Superintending Engineer, Divisional Accounts Officer, Estimator",Sunit Mahipal Kujur,04-Jun-2025 10:31 AM,techsummary_538094.pdf (452.61 KB),04-Jun-2025,"INR 682,522",60.0,Sunit Mahipal Kujur,04-Jun-2025 12:23 PM,AOC_01_15.pdf (272.00 KB),Sri Surendra Dutta is selected through transparent lottery as L1 bidder of this tender and the work order may be issued on favor of Sri Surendra Dutta.,1,2909784,BIBHUTIBHUSHAN PANDA,10-May-2025 12:38 PM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 12:24 PM,1.0,2909855.0,SURENDRA DUTTA,INR,"682,522","CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Main Dam Divn,Burla",2025_CEBBU_112905_15,MDD-e-01/2025-26,Renovation of cross toe drain alongwith cleaning and desilting at different location in the D/S of 3rd Gap of Left Dyke for the year 2025-26,Finance,Bid opening summary,Sunit Mahipal Kujur,04-Jun-2025 10:20 AM,finance_538094.pdf,BOQ Comparative Chart,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2910029,MANOJ KUMAR PANDA,09-May-2025 09:07 PM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2909810,MD HASAN IMAM,09-May-2025 12:14 AM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2912618,M/S SAI BALAJI CONSTRUCTION,12-May-2025 10:56 AM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2909933,Niranjan Bisoi,10-May-2025 12:29 AM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2911100,PADMINI SINGH,10-May-2025 01:10 PM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,2912439,PRATIMA SWAIN,12-May-2025 01:52 PM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,2909838,PUSPALATA DUTTA,11-May-2025 12:01 PM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,2910803,RAJAT KUMAR BHOI,09-May-2025 10:19 PM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,2912621,RAJESH JAYASWAL,12-May-2025 10:33 AM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,11,2907132,SEEMA VEDI,08-May-2025 03:27 PM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,12,2912758,Shekhar Behera,12-May-2025 11:21 AM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,13,2913156,SIBA PRASAD BHOI,12-May-2025 02:49 PM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,14,2909987,Sobhabati Meher,09-May-2025 01:29 PM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,15,2913114,SUNIL KUMAR BEHERA,12-May-2025 01:00 PM,Rejected-AOC,Not Selected through transparent lottery,04-Jun-2025 12:24 PM,,,,,,,,,,,,,,,,AOC
