Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
04-Jun-2025,"INR 10,588,195",120.0,Lopamudra Dalai,20-Jun-2025 12:04 PM,OD_BNJR_05_2024_25.pdf (1568.00 KB),1,2764656,Laxmi Narayan Nayak,19-Jan-2025 09:54 PM,Rejected-AOC,1st Lowest,20-Jun-2025 12:05 PM,1.0,2764669.0,Sunil Kumar Panda,INR,"10,588,195",CE RW I||RWCIRCLE-BERHAMPUR,2025_CERWI_109293_13,Online Tender/19-2024-25/BPR,OD/BNJR/05/2024-25,Technical,Documents to be verified,Lopamudra Dalai,10-Feb-2025 06:26 PM,technical_525164.pdf,"Er. N.K.Das, CCE, RWC, BAM",Internal,,Lopamudra Dalai,22-Apr-2025 04:36 PM,finsummary_525164.pdf (775.03 KB),Finance,Documents to be verified,Lopamudra Dalai,18-Mar-2025 04:39 PM,finance_525164.pdf,BOQ Comparative Chart,"Er. N.K.Das, CCE, RWC, BAM",Internal,"Junior Engineer,R.W.Circle,BAM P.A. to CCE,R.W.Circle, BAM SE,R.W.Divn-II,Gm,BAM",Lopamudra Dalai,06-Mar-2025 07:12 PM,13-Mar-2025 11:00 AM,techsummary_525164.pdf (982.80 KB),AOC,OD/BNJR/05/2024-25,OD/BNJR/05/2024-25,Please refer Tender documents. ,NA ,"1,24,57,000",Civil Works - Roads,NA ,Tender,90.0,120.0,Bhanjanagar,760011.0,NA ,NA ,NA ,"O/O Chief Construction Engineer, R.W.Circle, BAM",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Annual Turnover,experience,machinery and other papers as per DTCN",CE RW I||RWCIRCLE-BERHAMPUR,Online Tender/19-2024-25/BPR,2025_CERWI_109293_13,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"1,24,600",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,10-Jan-2025 06:55 PM,21-Jan-2025 11:00 AM,10-Jan-2025 06:55 PM,20-Jan-2025 05:30 PM,10-Jan-2025 06:55 PM ,18-Jan-2025 05:30 PM ,10-Jan-2025 06:55 PM,20-Jan-2025 05:30 PM,13-Mar-2025 11:00 AM,"Chief Construction Engineer, R.W.Circle, BAM","O/O Chief Construction Engineer, RWC, BAM Near Income Tax Office Ambapua-11",AOC
,,,,,,2,2765327,PRASANTA KUMAR SAHU,20-Jan-2025 12:41 AM,Rejected-AOC,1st Lowest,20-Jun-2025 12:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,2758372,Sagar Kumar Panigrahi,18-Jan-2025 06:48 PM,Rejected-AOC,1st Lowest,20-Jun-2025 12:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2764669,Sunil Kumar Panda,20-Jan-2025 01:53 PM,Accepted-AOC,Successful bidders after lottery system,20-Jun-2025 12:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
