Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,Technical Bid Opening,Umakant Nayak,21-Jun-2025 04:23 PM,finance_537196.pdf,BOQ Comparative Chart,1.0,2903575.0,PRAKASH TANDIA (S.C),INR,"718,548","CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Sambalpur Irrigation Division Sambalpur",2025_CEBBU_112683_1,SESID-01(01)/2025-26,Canal Works,Superintending Engineer,Internal,"Superintending Engineer, Accountant, AEE Estimator",Umakant Nayak,25-Jun-2025 04:09 PM,finsummary_537196.pdf (177.02 KB),Superintending Engineer,Internal,"Superintending Engineer, Accountant, AEE Estimator",Umakant Nayak,25-Jun-2025 12:56 PM,techsummary_537196.pdf (177.02 KB),1,2903775,BHAGABAN PRADHAN,02-May-2025 01:13 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:13 PM,25-Jun-2025,"INR 718,548",90.0,Umakant Nayak,25-Jun-2025 05:13 PM,WO_1.pdf (294.00 KB),Sri Prakash Tandia is selected as winner of this tender through transparent lottery system. So the work order may be issued in favour of Sri Prakash Tandia.,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, GST, PAN, Contractor RC, Affidavit, Undertakings, Other document as per DTCN",1.0,ICICI BANK,"8,453",Yes,fixed,,Nil,Nil,Superintending Engineer,"Office of the Superintending Engineer, Sambalpur Irrigation Division, Sambalpur",Canal Works,Construction to guard wall with bed lining of Pipilipali Minor under Huma Tail Distributary for 2025-26.,As per DTCN ,NA ,"8,45,251",Civil Works - Canal,NA ,Tender,90.0,90.0,Sambalpur,768200.0,NA ,NA ,NA ,"O/o the SE, SID, Sambalpur",No ,No,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Sambalpur Irrigation Division Sambalpur",SESID-01(01)/2025-26,2025_CEBBU_112683_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,23-Apr-2025 11:00 AM,03-May-2025 11:00 AM,23-Apr-2025 11:00 AM,02-May-2025 05:00 PM,23-Apr-2025 11:00 AM ,02-May-2025 05:00 PM ,23-Apr-2025 11:00 AM,02-May-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2901211,BIBHUTIBHUSHAN PANDA,01-May-2025 08:30 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:13 PM,,,,,,,,AOC,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2901605,BIMAL MAHAPATRA,30-Apr-2025 11:30 AM,Rejected-AOC,Not selected.,25-Jun-2025 05:13 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2903575,PRAKASH TANDIA (S.C),02-May-2025 12:47 PM,Accepted-AOC,Selected as winner through transparent lottery system.,25-Jun-2025 05:13 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2902870,PUJARANI SAMAL,01-May-2025 11:57 AM,Rejected-AOC,Not selected.,25-Jun-2025 05:13 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2903165,SANDHYARANI SAHU,01-May-2025 03:07 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:13 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2903844,TRIPATHY CONST&SUPPLIERS PROP HIMADRITANAYATRIPATHY,02-May-2025 02:33 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:13 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
