Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"2,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-SUNABEDA||RW Division Gunupur,SERWGNP-Online-05/2024-25,2025_CERWI_109486_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,870",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN, PAN CARD, LICENCE, AFFIDAVIT","Superintending Engineer, R.W. Division,Gunupur","O/o Superintending Engineer, R.W. Division,Gunupur",Repair and Maintenance of 02 Nos. F Type qtr at R.W. Division Gunupur in the district of Rayagada for the year 2024-25.,Repair and Maintenance of 02 Nos. F Type qtr at R.W. Division Gunupur in the district of Rayagada for the year 2024-25.,NA ,NA ,"4,86,961",Civil Works - Buildings,NA ,Tender,90.0,30.0,Gunupur,765022.0,NA ,NA ,NA ,"O/o Superintending Engineer, R.W. Division,Gunupur",No ,No,18-Jan-2025 10:00 AM,28-Jan-2025 11:00 AM,18-Jan-2025 10:00 AM,27-Jan-2025 05:00 PM,NA ,NA ,18-Jan-2025 10:00 AM,27-Jan-2025 05:00 PM,1.0,ICICI BANK,AOC,Amit Prasan Kiro,Internal,"SE,DAO,Estimator",Amit Prasan Kiro,08-Jun-2025 11:52 PM,finsummary_526281.pdf (354.75 KB),Amit Prasan Kiro,Internal,"SE,DAO,Estimator",Amit Prasan Kiro,08-Jun-2025 11:47 PM,techsummary_526281.pdf (354.75 KB),08-Jun-2025,"INR 413,965.64",30.0,Amit Prasan Kiro,08-Jun-2025 11:58 PM,Agreement.PDF (101.00 KB),The qualified bidder selected through transparent lottery system.,1.0,2765029.0,LAKSHMI ANDURU,INR,"413,965.64",CE RW I||RWCIRCLE-SUNABEDA||RW Division Gunupur,2025_CERWI_109486_12,SERWGNP-Online-05/2024-25,Repair and Maintenance of 02 Nos. F Type qtr at R.W. Division Gunupur in the district of Rayagada for the year 2024-25.,1,2772982,AJIT KUMAR SAHU,23-Jan-2025 08:17 PM,Rejected-AOC,Unsuccessful Lottery,08-Jun-2025 11:59 PM,Finance,Tender Open,Amit Prasan Kiro,08-Jun-2025 11:40 PM,finance_526281.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2780360,ALLAPA BISWESWARA RAO,27-Jan-2025 03:20 PM,Rejected-AOC,Unsuccessful Lottery,08-Jun-2025 11:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2775509,ARATI HOTHA,25-Jan-2025 11:56 AM,Rejected-AOC,Unsuccessful Lottery,08-Jun-2025 11:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2764469,BHARATI PADHY,25-Jan-2025 03:25 PM,Rejected-AOC,Unsuccessful Lottery,08-Jun-2025 11:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2778905,Gopal Krushna Satapathy,26-Jan-2025 06:48 PM,Rejected-AOC,Unsuccessful Lottery,08-Jun-2025 11:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2777624,JANI VENKATA RAO BAURI,26-Jan-2025 10:05 AM,Rejected-AOC,Unsuccessful Lottery,08-Jun-2025 11:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2776363,JAYADEBA PANIGRAHY,26-Jan-2025 11:00 PM,Rejected-AOC,Unsuccessful Lottery,08-Jun-2025 11:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2765029,LAKSHMI ANDURU,19-Jan-2025 08:46 PM,Accepted-AOC,Lottery Winner,08-Jun-2025 11:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2779790,PRABHAT KUMAR MISHRA,27-Jan-2025 11:29 AM,Rejected-AOC,Unsuccessful Lottery,08-Jun-2025 11:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2772919,PRAMOD KUMAR APATA,23-Jan-2025 07:47 PM,Rejected-AOC,Unsuccessful Lottery,08-Jun-2025 11:59 PM,,,,,,,AOC
