Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"2,000",0.0,Nil,Nil,No,"4,500",Yes,fixed,,Nil,Nil,"Superintending Engineer, R.W.Division,Jajpur","O/o the Superintending Engineer, R.W.Division,Jajpur",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAJPUR,Tender Online 10 JJPT OF 2024-25,2025_CERWI_109262_25,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,S/R to Police Station building at Mangalpur PS for the year 2024-25.,S/R to Police Station building at Mangalpur PS for the year 2024-25.,Please refer Tender documents. ,NA ,"4,19,437",Civil Works - Buildings,NA ,Tender,90.0,30.0,JAJPUR,755007.0,NA ,NA ,NA ,"Rural Works Division,Jajpur",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate,PAN,GSTIN, Paper Cost, EMD, Affidavit and other documents as per DTCN",11-Jan-2025 09:00 AM,20-Jan-2025 11:30 AM,11-Jan-2025 09:00 AM,18-Jan-2025 05:00 PM,11-Jan-2025 09:00 AM ,17-Jan-2025 05:00 PM ,11-Jan-2025 09:00 AM,18-Jan-2025 05:00 PM,AOC,EXECUTIVE ENGINEER,Internal,"DAO,ESTIMATOR",Gyanaranjan Nayak,03-Jun-2025 11:07 AM,techsummary_525320.pdf (527.66 KB),EXECUTIVE ENGINEER,Internal,"DAO, ESTIMATOR",Gyanaranjan Nayak,03-Jun-2025 11:17 AM,finsummary_525320.pdf (527.66 KB),Finance,26 Nos Bidders,Gyanaranjan Nayak,02-May-2025 09:35 AM,,BOQ Comparative Chart,1,2759685,AMAR BEHERA,17-Jan-2025 02:49 PM,Rejected-AOC,Not Qualify,03-Jun-2025 11:32 AM,1.0,2761255.0,M/S JMJ ENTERPRISES,INR,"356,563.18",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAJPUR,2025_CERWI_109262_25,Tender Online 10 JJPT OF 2024-25,S/R to Police Station building at Mangalpur PS for the year 2024-25.,03-Jun-2025,"INR 356,563.18",30.0,Gyanaranjan Nayak,03-Jun-2025 11:32 AM,10.pdf (528.00 KB),AWARD OF CONTRACT,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2761856,BHARAT KUMAR DAS,18-Jan-2025 02:46 PM,Rejected-AOC,Not Qualify,03-Jun-2025 11:32 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2761497,BIJENDRA BISWAL,17-Jan-2025 10:21 PM,Rejected-AOC,Not Qualify,03-Jun-2025 11:32 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2758505,BIKASH SAHOO,18-Jan-2025 11:08 AM,Rejected-AOC,Not Qualify,03-Jun-2025 11:32 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2761175,DILLIP KUMAR SAMAL,17-Jan-2025 08:43 PM,Rejected-AOC,Not Qualify,03-Jun-2025 11:32 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2762738,KAMALAKANTA JENA,18-Jan-2025 01:38 PM,Rejected-AOC,Not Qualify,03-Jun-2025 11:32 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2756341,LAXMIDHAR SAHOO,17-Jan-2025 09:24 PM,Rejected-AOC,Not Qualify,03-Jun-2025 11:32 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2761043,LILIMA SAHOO,17-Jan-2025 08:08 PM,Rejected-AOC,Not Qualify,03-Jun-2025 11:32 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2762133,M/S GANESH TRADERS,18-Jan-2025 11:53 AM,Rejected-AOC,Not Qualify,03-Jun-2025 11:32 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2751151,M/S GOPINATH JENA,16-Jan-2025 07:58 PM,Rejected-AOC,Not Qualify,03-Jun-2025 11:32 AM,,,,,,,,,,,,,,,,,AOC
