S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,2660068.0,BIKASH SINGH,INR,"41,586,063.39",Technical,7 Nos. of Bidders,Biswanath Sethy,30-Nov-2024 07:03 PM,,CE RW I||RW-CIRCLE-SUNDARGARH,2024_CERWI_106957_1,RWCCESNG-12 OF 2024-25,"Construction of road from weekly Market Rengali to Sunakhain vai Nuadihi,attabira GP under lakhanpur Block under DMF Scheme in the Dist. of Jharsuguda for the year 2023-24.",A.K Sahoo,Internal,,Binata Kishan,14-May-2025 01:43 PM,finsummary_516037.pdf (410.45 KB),K.C.Khatua,Internal,,Kishore Chandra Khatua,07-Feb-2025 04:01 PM,10-Feb-2025 11:00 AM,techsummary_516037.pdf (689.21 KB),Finance,Six nos of bidder only.,Binata Kishan,10-Feb-2025 04:20 PM,finance_516037.pdf,BOQ Comparative Chart,1,2671893,ANKIT KUMAR BAJAJ,28-Nov-2024 04:52 PM,Rejected-Finance,Not Qualified,14-May-2025 01:43 PM,16-Jun-2025,"INR 48,919,025.28",210.0,Binata Kishan,16-Jun-2025 01:48 PM,1711.pdf (982.00 KB),AOC,1.0,ICICI BANK,15-Nov-2024 09:00 AM,29-Nov-2024 11:00 AM,15-Nov-2024 09:00 AM,28-Nov-2024 05:00 PM,15-Nov-2024 09:00 AM ,27-Nov-2024 05:00 PM ,15-Nov-2024 09:00 AM,28-Nov-2024 05:00 PM,10-Feb-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Registration certificate,GSTIN,PAN,Affidavits etc and Annual turnover, work experience, machinaries","Construction of road from weekly Market Rengali to Sunakhain vai Nuadihi,attabira GP under lakhanpur Block under DMF Scheme in the Dist. of Jharsuguda for the year 2023-24.","Construction of road from weekly Market Rengali to Sunakhain vai Nuadihi,attabira GP under lakhanpur Block under DMF Scheme in the Dist. of Jharsuguda for the year 2023-24.",Please refer Tender documents. ,NA ,"4,89,19,025",Civil Works - Roads,NA ,Tender,90.0,210.0,Jharsuguda,768204.0,NA ,NA ,NA ,"Office of the C.C.E.,R.W. Circle ,Sundargarh",No ,No,"C.C.E.,R.W. Circle ,Sundargarh","Office of the C.C.E.,R.W. Circle ,Sundargarh",CE RW I||RW-CIRCLE-SUNDARGARH,RWCCESNG-12 OF 2024-25,2024_CERWI_106957_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"4,89,190",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2660068,BIKASH SINGH,27-Nov-2024 06:41 PM,Accepted-AOC,Successful bidder by lottery,16-Jun-2025 01:48 PM,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2671675,BISWAKARMAA SUBHANSU CHANDRASEKHAR,28-Nov-2024 03:03 PM,Rejected-Technical,Claimed exemption of EMD for MSME but registration certificate of MSME not furnished.,07-Feb-2025 04:01 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2664927,DEBASIS PATTJOSHI,26-Nov-2024 10:55 PM,Rejected-Finance,Not Qualified,14-May-2025 01:43 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2669149,PAWAN KUMAR AGRAWAL,28-Nov-2024 02:49 PM,Rejected-Finance,Not Qualified,14-May-2025 01:43 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2667633,Prafulla Kumar Ratha,26-Nov-2024 06:49 PM,Rejected-AOC,Unsuccessful bidder,16-Jun-2025 01:48 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2670267,SRINIBAS PRADHAN,28-Nov-2024 04:00 PM,Rejected-AOC,Unsuccessful bidder,16-Jun-2025 01:48 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
