Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Sambalpur Irrigation Division Sambalpur",SESID-01(19)/2025-26,2025_CEBBU_112718_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,23-Apr-2025 11:00 AM,03-May-2025 11:00 AM,23-Apr-2025 11:00 AM,02-May-2025 05:00 PM,23-Apr-2025 11:00 AM ,02-May-2025 05:00 PM ,23-Apr-2025 11:00 AM,02-May-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, GST, PAN, Contractor RC, Affidavit, Undertakings, Other document as per DTCN","4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Superintending Engineer,"Office of the Superintending Engineer, Sambalpur Irrigation Division, Sambalpur",Canal Works,Construction of Trough wall in between RD 2300m to RD 2400m in Bhalukunda Minor for 2025-26.,As per DTCN ,NA ,"9,94,662",Civil Works - Canal,NA ,Tender,90.0,90.0,Sambalpur,768001.0,NA ,NA ,NA ,"O/o the SE, SID, Sambalpur",No ,No,"9,947",Yes,fixed,,Nil,Nil,AOC,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Sambalpur Irrigation Division Sambalpur",2025_CEBBU_112718_1,SESID-01(19)/2025-26,Canal Works,Superintending Engineer,Internal,"Superintending Engineer, Accountant, AEE Estimator",Umakant Nayak,17-Jun-2025 12:49 PM,finsummary_537241.pdf (199.63 KB),Finance,Technical Bid Opening,Umakant Nayak,17-Jun-2025 11:19 AM,finance_537241.pdf,BOQ Comparative Chart,1.0,2896056.0,BADRINATH BHOI,INR,"845,562",1,2901160,AMIT KUMAR BEHERA,30-Apr-2025 07:57 PM,Rejected-AOC,Not selected.,17-Jun-2025 07:06 PM,17-Jun-2025,"INR 845,562",90.0,Umakant Nayak,17-Jun-2025 07:06 PM,WP_19.pdf (315.00 KB),Sri Badrinath Bhoi is selected as winner of this tender through transparent lottery system. So the work order may be issued in favour of Sri Badrinath Bhoi.,Superintending Engineer,Internal,"Superintending Engineer, Accountant, AEE Estimator",Umakant Nayak,17-Jun-2025 12:13 PM,techsummary_537241.pdf (199.63 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2896056,BADRINATH BHOI,30-Apr-2025 10:36 PM,Accepted-AOC,Selected as winner through transparent lottery system.,17-Jun-2025 07:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2903111,BIMAL MAHAPATRA,01-May-2025 04:03 PM,Rejected-AOC,Not selected.,17-Jun-2025 07:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2902877,CHANDRABHANU DASH,01-May-2025 11:32 AM,Rejected-AOC,Not selected.,17-Jun-2025 07:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2903036,KULAMANI SAHANSIA,01-May-2025 10:31 PM,Rejected-AOC,Not selected.,17-Jun-2025 07:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2903688,MANASH RANJAN MAHAPATRA,02-May-2025 12:16 PM,Rejected-AOC,Not selected.,17-Jun-2025 07:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2903511,PRADIP MEHER,01-May-2025 11:48 PM,Rejected-AOC,Not selected.,17-Jun-2025 07:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2902844,PUJARANI SAMAL,01-May-2025 11:23 AM,Rejected-AOC,Not selected.,17-Jun-2025 07:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2902196,SAGARIKA MISHRA,30-Apr-2025 08:58 PM,Rejected-AOC,Not selected.,17-Jun-2025 07:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2903191,SANDHYARANI SAHU,01-May-2025 03:50 PM,Rejected-AOC,Not selected.,17-Jun-2025 07:06 PM,,,,,,,,,,,,,,AOC
