S.No,Bank Name,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"Executive Engineer, R.W.Division,Patnagarh","O/o the Executive Engineer, R.W.Division,Patnagarh",1.0,Change the EMD Amount,Other,,CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,EEPTNG-online-10/2024-25,2025_CERWI_109212_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,070",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"DD,EMD,AFFIDAVIT,RC, PAN NO,GST NUMBER AND OTHER DOCUMENTS AS PER DTCN",Special Repair of Staff Qr. At R.W.Sub-Division at Patnagarh for the year 2024-25,Special Repair of Staff Qr. At R.W.Sub-Division at Patnagarh for the year 2024-25,Please refer Tender documents. ,NA ,"4,07,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Patnagarh,767025.0,NA ,NA ,NA ,"O/o the Executive Engineer, R.W.Division,Patnagarh",No ,No,"2,000",0.0,Nil,Nil,No,09-Jan-2025 05:00 PM,21-Jan-2025 11:00 AM,09-Jan-2025 05:00 PM,20-Jan-2025 05:00 PM,09-Jan-2025 05:00 PM ,18-Jan-2025 05:00 PM ,09-Jan-2025 05:00 PM,20-Jan-2025 05:00 PM,AOC,Executive Engineer,Internal,"Executive Engineer,DAO,Estimator",Bebisuta Sahu,22-Apr-2025 10:30 AM,finsummary_524815.pdf (514.79 KB),Executive Engineer,Internal,"Executive Engineer,DAO,Estimator",Bebisuta Sahu,22-Apr-2025 10:23 AM,techsummary_524815.pdf (514.79 KB),1.0,2763187.0,PINKU MEHER,INR,"345,785",CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,2025_CERWI_109212_15,EEPTNG-online-10/2024-25,Special Repair of Staff Qr. At R.W.Sub-Division at Patnagarh for the year 2024-25,1,2764205,ABHISHEK SARAF,19-Jan-2025 12:30 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,22-Apr-2025 10:30 AM,10-Jun-2025,"INR 345,785",30.0,Barsha Rani Pagada,13-Jun-2025 06:41 PM,1047.pdf (557.00 KB),Finance,11 NOS BID OPENED,Bebisuta Sahu,21-Apr-2025 01:27 PM,finance_524815.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2764315,BHOLANATH MEHER,19-Jan-2025 11:18 AM,Rejected-Finance,Unsucessful bidder in transparent lottery system,22-Apr-2025 10:30 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2766073,BIRENDRA SETH,20-Jan-2025 04:25 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,22-Apr-2025 10:30 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2764863,JAYAKRISHNA MEHER,20-Jan-2025 01:06 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,22-Apr-2025 10:30 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2766797,JAYANTA MEHER,20-Jan-2025 04:07 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,22-Apr-2025 10:30 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2763187,PINKU MEHER,18-Jan-2025 06:51 PM,Accepted-AOC,Successful bidder,13-Jun-2025 06:41 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2765115,RAJESH KUMAR JAIN,20-Jan-2025 11:36 AM,Rejected-Finance,Unsucessful bidder in transparent lottery system,22-Apr-2025 10:30 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2765412,RAJ KUMAR KUDEI,20-Jan-2025 09:06 AM,Rejected-Finance,Unsucessful bidder in transparent lottery system,22-Apr-2025 10:30 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2764303,SANJUKTA PANIGRAHI,19-Jan-2025 11:24 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,22-Apr-2025 10:30 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2766243,SATYA NARAYAN PANDA,20-Jan-2025 02:14 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,22-Apr-2025 10:30 AM,,,,,,,,,,,,,AOC
