Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
03-Mar-2025 11:00 AM,10-Mar-2025 05:30 PM,03-Mar-2025 11:00 AM,10-Mar-2025 05:00 PM,03-Mar-2025 11:00 AM ,10-Mar-2025 03:00 PM ,03-Mar-2025 11:00 AM,10-Mar-2025 05:00 PM,Construction and up-gradation of Labour room at PHC Salachua under Kaptipada Block.,Construction and up-gradation of Labour room at PHC Salachua under Kaptipada Block.,Please refer Tender documents. ,NA ,"6,73,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,"Baripada, Mayurbhanj",757002.0,NA ,NA ,NA ,"S.E.R.W.Division, Baripada",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,RC PAN GSTIN Affidavit and other documents as per DTCN,"6,730",Yes,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,"S.E.R.W.Division, Baripada","S.E.R.W.Division, Baripada",CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,17 (Online)/RWD/BPD/2024-25,2025_CERWI_111227_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,A.K.Nayak,Internal,,Dibyamayee Behera,02-May-2025 10:36 AM,finsummary_531761.pdf (615.96 KB),CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2025_CERWI_111227_1,17 (Online)/RWD/BPD/2024-25,Construction and up-gradation of Labour room at PHC Salachua under Kaptipada Block.,1.0,2847876.0,PRAMOD KUMAR GIRI,INR,"571,569",Finance,18nos bidders participated,Dibyamayee Behera,01-May-2025 11:57 AM,finance_531761.pdf,BOQ Comparative Chart,06-Jun-2025,"INR 571,569",30.0,Rajesh Pradhan,16-Jun-2025 01:09 PM,17.pdf (353.00 KB),1,2846304,BASANTI BEHERA,06-Mar-2025 08:40 PM,Rejected-AOC,unsuccessful tenderer,16-Jun-2025 01:09 PM,A.K.Nayak,Internal,,Dibyamayee Behera,02-May-2025 09:53 AM,techsummary_531761.pdf (615.96 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2848097,BIVASH KUMAR ROUT,10-Mar-2025 02:34 PM,Rejected-AOC,unsuccessful tenderer,16-Jun-2025 01:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2847764,DIBYAJYOTI JENA,09-Mar-2025 12:32 PM,Rejected-AOC,unsuccessful tenderer,16-Jun-2025 01:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2846377,KAMALAKANTA DEHURI,09-Mar-2025 12:26 PM,Rejected-AOC,unsuccessful tenderer,16-Jun-2025 01:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2846444,"M/S SAI SHREE CONSTRUCTIONS, PROP. SANGYASENI ROUT",07-Mar-2025 06:03 PM,Rejected-AOC,unsuccessful tenderer,16-Jun-2025 01:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2846418,NIKUNJA KUMAR BISWAL,07-Mar-2025 11:27 AM,Rejected-AOC,unsuccessful tenderer,16-Jun-2025 01:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2845876,PRAKASH CHANDRA BEHERA,08-Mar-2025 06:06 PM,Rejected-AOC,unsuccessful tenderer,16-Jun-2025 01:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2846320,Prakash Chandra Patra,09-Mar-2025 12:02 PM,Rejected-AOC,unsuccessful tenderer,16-Jun-2025 01:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2847876,PRAMOD KUMAR GIRI,09-Mar-2025 02:15 PM,Accepted-AOC,Lottery winner,16-Jun-2025 01:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2848812,RAJASHREE BEHERA,10-Mar-2025 12:46 PM,Rejected-AOC,unsuccessful tenderer,16-Jun-2025 01:09 PM,,,,,,,AOC
