Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Tender Stage
Orissa Mining Corporation,2024_OMC_103876_1,OMC/E-PROC/CP/013/2024-25 Dated. 24.07.2024,"Supply and installation of Furniture for Aahar Kendra at HKM State Library, Bhubaneswar",GM(Finance),Internal,"Sr.Manager(Mech)CP, Sr.Manager(CA)Legal, Special Officer(CSR)",Sanjaya Kumar Sahoo,06-Sep-2024 12:48 PM,finsummary_503513.pdf (712.89 KB),24-Jun-2025,"INR 737,500",60.0,Aditya Kumar Jena,24-Jun-2025 03:10 PM,LoAhkmfurniture1.pdf (466.00 KB),Awarded for the work including GST,1.0,2524293.0,TRANSFORM FURNITURES PVT LTD,INR,"737,500",Finance,Technical opening summary,Sanjaya Kumar Sahoo,13-Aug-2024 06:15 PM,finance_503513.pdf,BOQ Comparative Chart,GM(Finance),Internal,"Sr.Manager(Mech)CP, Sr.Manager(CA)Legal, Special Officer(CSR)",Sanjaya Kumar Sahoo,06-Sep-2024 12:41 PM,techsummary_503513.pdf (712.89 KB),1,2524784,4S INTERIORS,07-Aug-2024 07:10 PM,Rejected-Finance,Other than L1,06-Sep-2024 12:48 PM,AOC,24-Jul-2024 06:15 PM,12-Aug-2024 05:00 PM,24-Jul-2024 06:15 PM,12-Aug-2024 03:00 PM,24-Jul-2024 06:15 PM ,29-Jul-2024 05:00 PM ,24-Jul-2024 06:15 PM,12-Aug-2024 03:00 PM,"Supply and installation of Furniture for Aahar Kendra at HKM State Library, Bhubaneswar","Supply and installation of Furniture for Aahar Kendra at HKM State Library, Bhubaneswar",Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Tender,90.0,60.0,"Aahar Kendra at HKM State Library, Bhubaneswar",751001.0,NA ,NA ,NA ,"OMC Ltd., OMC House, Bhubaneswar",No ,No,"13,600",Yes,fixed,,Nil,Nil,Head(Contract and Procurement),"OMC Ltd., OMC House, Bhubaneswar",1.0,Corrigendum 1,Date,,1.0,Fee/PreQual/Technical/Finance,.pdf,Required documents as per Annexure -6 (Check list),0.0,0.0,Nil,Nil,No,Orissa Mining Corporation,OMC/E-PROC/CP/013/2024-25 Dated. 24.07.2024,2024_OMC_103876_1,Yes,Limited,Item Rate,Goods,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2524690,M/S ROYAL SAFE COMPANY KB,08-Aug-2024 03:53 PM,Rejected-Finance,Other than L1,06-Sep-2024 12:48 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Rate of GST,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2524959,PGL FURNITURES PVT LTD,08-Aug-2024 06:05 PM,Rejected-Finance,Other than L1,06-Sep-2024 12:48 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2524293,TRANSFORM FURNITURES PVT LTD,08-Aug-2024 12:11 PM,Accepted-AOC,Awarded for the work including GST,24-Jun-2025 03:10 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
