Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Constn. of Paver Block Road at Pathan Mahala bye lane in W.N-11,Constn. of Paver Block Road at Pathan Mahala bye lane in W.N-11,Please refer Tender documents. ,NA ,"5,61,522",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756001.0,NA ,NA ,NA ,Balasore Municipality,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1,ICICI BANK,17-Mar-2025 05:00 PM,27-Mar-2025 11:00 AM,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,NA ,NA ,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,"5,615",Yes,percentage,1.0%,Nil,Nil,1.0,REVISED DTCN,Technical Bid,,"4,000",0.0,Nil,Nil,No,"Executive Officer, Balasore Municipality",Balasore Municipality Office,Municipal Bodies||Balasore Municipality,BM_06_2024_25,2025_ORULB_111643_40,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,EO CP ME AE,Internal,,Pradeep Kumar Nayak,06-Jun-2025 12:43 PM,finsummary_533161.pdf (754.11 KB),EO CP ME AE,Internal,,Pradeep Kumar Nayak,05-Jun-2025 02:33 PM,techsummary_533161.pdf (754.11 KB),1.0,2868796.0,NANDA KISHORE RATH,INR,"555,906.78",Municipal Bodies||Balasore Municipality,2025_ORULB_111643_40,BM_06_2024_25,Constn. of Paver Block Road at Pathan Mahala bye lane in W.N-11,1,2867504,ASHOK KUMAR GIRI,25-Mar-2025 07:50 PM,Rejected-Technical,L2,05-Jun-2025 02:33 PM,06-Jun-2025,"INR 561,522",60.0,Pradeep Kumar Nayak,06-Jun-2025 12:44 PM,WO0640.pdf (389.00 KB),Finance,Tender opened successfully,Pradeep Kumar Nayak,27-Mar-2025 02:41 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2868796,NANDA KISHORE RATH,26-Mar-2025 12:23 PM,Accepted-AOC,WO,06-Jun-2025 12:44 PM,,,,,,,,,,,,,AOC
