Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
Er Pravash Kumar Majhi,Internal,Er Madhusmita Sahoo JE Estr Er Subhashree Subhasmita Das Mohapatra AEE Estr Mr Abadhut Das Sr DAO,Pravas Kumar Majhi,25-Sep-2024 12:29 PM,techsummary_505500.pdf (853.50 KB),12-Jun-2025,"INR 1,603,171",60.0,Debendra Kumar Behera,12-Jun-2025 06:50 PM,2024_EICCL_104437_2_A.PDF (705.00 KB),The agency has been finalised on transparent lottery system and the date of commencement may be treated as 14.11.2024 to complete the work by 13.01.2025 in all respect,1,2541470,ABC CONSTRUCTIONS,05-Sep-2024 03:46 PM,Rejected-AOC,Rejected,12-Jun-2025 06:50 PM,1.0,2541521.0,UTKAL POWER,INR,"1,603,171",Finance,13nos bids received,Pravas Kumar Majhi,10-Sep-2024 11:38 AM,,BOQ Comparative Chart,Er Prabhas Kumar Majhi SE,Internal,Er Madhusmita Sahoo JE Estr Er Subhashree Subhasmita Das Mohapatra AEE Estr Mr Abadhut Das Sr DAO,Debendra Kumar Behera,12-Jun-2025 06:46 PM,finsummary_505500.pdf (870.94 KB),EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,2024_EICCL_104437_2,SE CTC (RandB)-15 of 2024-25,"Supply and installation of new AC machines with all required accessories for Physiotherapy GF, Occupational Therapy GF, POE Dept GF, Reception Counter GF, Anaesthesia Room 2nd floor, Sisters Duty room 2nd floor, at Regional Spinal Injury Centre, SCB",AOC,"6,000",0.0,Nil,Nil,No,27-Aug-2024 10:00 AM,06-Sep-2024 11:00 AM,27-Aug-2024 10:00 AM,05-Sep-2024 05:00 PM,NA ,NA ,27-Aug-2024 10:00 AM,05-Sep-2024 05:00 PM,SE Cuttack RandB Division No.I,O/O SE Cuttack RandB Division No.I Cuttack,"Supply and installation of new AC machines with all required accessories for Physiotherapy GF, Occupational Therapy GF, POE Dept GF, Reception Counter GF, Anaesthesia Room 2nd floor, Sisters Duty room 2nd floor, at Regional Spinal Injury Centre, SCB",E.I. Works,As per DTCN ,NA ,"18,85,862",Electrical Works,NA ,Tender,90.0,60.0,Cuttack,753001.0,NA ,NA ,NA ,O/O SE Cuttack RandB Division No.I Cuttack,No ,No,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,SE CTC (RandB)-15 of 2024-25,2024_EICCL_104437_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit, Undertaking and other mandatory documents as per DTCN","18,900",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,2,2539851,ALISHA,05-Sep-2024 12:37 PM,Rejected-AOC,Rejected,12-Jun-2025 06:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,3,2539788,CABELLA MARKETING PRIVATE LIMITED,02-Sep-2024 04:52 PM,Rejected-AOC,Rejected,12-Jun-2025 06:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2541491,DEEPAK KUMAR KHATUA,05-Sep-2024 03:33 PM,Rejected-AOC,Rejected,12-Jun-2025 06:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2541270,Fusion Power,05-Sep-2024 03:57 PM,Rejected-AOC,Rejected,12-Jun-2025 06:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2540558,M/s. EASTERN ENGINEERING,05-Sep-2024 04:10 PM,Rejected-Technical,Disqualified,25-Sep-2024 12:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2537749,M/S GITANJALI ASSOCIATES,05-Sep-2024 01:31 PM,Rejected-AOC,Rejected,12-Jun-2025 06:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2541541,M/S Mahaveer Electricals,05-Sep-2024 04:44 PM,Rejected-AOC,Rejected,12-Jun-2025 06:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2537786,M/S RAJA ELECTRICAL,02-Sep-2024 10:43 AM,Rejected-AOC,Rejected,12-Jun-2025 06:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2538509,M/S SATYAM ELECTRICALS(PROP. PRADEEP KUMAR MOHANTY),04-Sep-2024 03:32 PM,Rejected-Technical,Disqualified,25-Sep-2024 12:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
