Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
Er Ashis Kumar Nayak SE,Internal,Er Abhaya Bharati Pattanaik AE Estr Er Amiya Ranjan Sinha EE(OSD) Estr Mr Abadhut Das Sr DAO,Ashis Kumar Nayak,14-Mar-2025 12:45 PM,techsummary_530982.pdf (2254.15 KB),22-Jun-2025,"INR 1,719,508",90.0,Debendra Kumar Behera,22-Jun-2025 06:24 PM,110979_2_A.pdf (367.00 KB),The agency has been finalised on transparent lottery system and the date of commencement may be treated as 08.04.2025 to complete the work by 07.07.2025 in all respect,1,2842535,Abinash Das,03-Mar-2025 12:02 AM,Rejected-AOC,Rejected,22-Jun-2025 06:24 PM,Finance,59nos bids received,Ashis Kumar Nayak,12-Mar-2025 02:40 PM,,BOQ Comparative Chart,1.0,2843455.0,YUDHISTHIRA PANDA,INR,"1,719,508",EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,2025_EICCL_110979_2,SE CTC (RandB)-63 of 2024-25,"Repair and renovation of CT and GST Office, Cuttack Circle, Ctc_2 and Local Fund Audit office, ctc for 24-25 (Such as providing weather seal coat painting, PE painting, door window painting, aluminium sliding window and other repair work",Er Ashis Kumar Nayak SE,Internal,Er Abhaya Bharati Pattanaik AE Estr Er Amiya Ranjan Sinha EE(OSD) Estr Mr Abadhut Das Sr DAO,Debendra Kumar Behera,22-Jun-2025 06:13 PM,finsummary_530982.pdf (1980.54 KB),AOC,SE Cuttack RandB Division No.I Cuttack,O/O SE Cuttack RandB Division No.I Cuttack,20-Feb-2025 06:00 PM,04-Mar-2025 11:00 AM,20-Feb-2025 06:00 PM,03-Mar-2025 05:00 PM,NA ,NA ,20-Feb-2025 06:00 PM,03-Mar-2025 05:00 PM,1.0,ICICI BANK,"Repair and renovation of CT and GST Office, Cuttack Circle, Ctc_2 and Local Fund Audit office, ctc for 24-25 (Such as providing weather seal coat painting, PE painting, door window painting, aluminium sliding window and other repair work",Building work,As per DTCN ,NA ,"20,22,713",Civil Works - Buildings,NA ,Tender,90.0,90.0,Cuttack,753001.0,NA ,NA ,NA ,O/O SE Cuttack RandB Division No.I Cuttack,No ,No,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,SE CTC (RandB)-63 of 2024-25,2025_EICCL_110979_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"20,300",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit, undertaking and other mandatory documents as per DTCN",AOC
,,,,,,,,,,,,,2,2842434,ANISH KUMAR MOHAPATRA,01-Mar-2025 10:08 PM,Rejected-AOC,Rejected,22-Jun-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,AOC
,,,,,,,,,,,,,3,2831625,ASHIS DAS,22-Feb-2025 10:41 PM,Rejected-AOC,Rejected,22-Jun-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2829803,ASHOK ABHISHEK MOHANTY,21-Feb-2025 07:20 PM,Rejected-AOC,Rejected,22-Jun-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2841357,ASHOK KUMAR SAHOO,28-Feb-2025 01:27 PM,Rejected-AOC,Rejected,22-Jun-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2842858,ASUTOSH NAYAK,02-Mar-2025 07:05 PM,Rejected-AOC,Rejected,22-Jun-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2833376,BADAL SAHOO,23-Feb-2025 08:02 PM,Rejected-AOC,Rejected,22-Jun-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2841836,BAPU KAHALI,28-Feb-2025 07:49 PM,Rejected-AOC,Rejected,22-Jun-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2843415,BASUDEV BEHERA,03-Mar-2025 01:47 PM,Rejected-AOC,Rejected,22-Jun-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2843473,BATAKRUSHNA SETHY,03-Mar-2025 02:36 PM,Rejected-AOC,Rejected,22-Jun-2025 06:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
