S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,"5,83,890",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD one percentage of the estimated cost,GST,PAN,RC,Affidavit regarding correctness","10,000",0.0,Nil,Nil,No,"Chief Engineer,RWC,Angul",At-Hamikpada Po-Hakikmpada District- Angul Pin-759143,CE RW I||RWCIRCLE-ANGUL,Road Online-AGL-18/2024-25,2025_CERWI_109176_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,08-Jan-2025 10:00 AM,24-Jan-2025 11:00 AM,08-Jan-2025 10:00 AM,22-Jan-2025 05:00 PM,08-Jan-2025 10:00 AM ,21-Jan-2025 01:00 PM ,08-Jan-2025 10:00 AM,22-Jan-2025 05:00 PM,14-Feb-2025 10:00 AM,"Construction of Kualo High School chhak-Kalada-Madhuban chhak , Ambapalas in Parjang Block under MMSY TRIP for the year 2024-25","Construction of Kualo High School chhak-Kalada-Madhuban chhak , Ambapalas in Parjang Block under MMSY TRIP for the year 2024-25",. ,NA ,"5,83,89,000",Civil Works - Roads,NA ,Tender,90.0,360.0,Kamakhyanagar,759018.0,NA ,NA ,NA ,"Office of the Chief Construction Engineer,RWC,Angu",No ,No,AOC,Chief Construction Engineer,Internal,E.E DAO ESTIMATOR,Anup Kumar Behera,21-Jun-2025 05:17 PM,finsummary_524444.pdf (1554.17 KB),CE RW I||RWCIRCLE-ANGUL,2025_CERWI_109176_2,Road Online-AGL-18/2024-25,"Construction of Kualo High School chhak-Kalada-Madhuban chhak , Ambapalas in Parjang Block under MMSY TRIP for the year 2024-25",Technical,Fifteen Bidders found,Baikuntha Nath Sarangi,24-Jan-2025 04:10 PM,,1.0,2770168.0,BHUBAN BEHERA,INR,"49,635,970",21-Jun-2025,"INR 49,635,970",360.0,Anup Kumar Behera,21-Jun-2025 05:23 PM,Kualo.PDF (1554.00 KB),REFUND OF EMD,1,2770168,BHUBAN BEHERA,22-Jan-2025 11:11 AM,Accepted-AOC,Winner of Lottery,21-Jun-2025 05:23 PM,Finance,Fourteen Bidders found,Baikuntha Nath Sarangi,14-Feb-2025 11:35 AM,finance_524444.pdf,BOQ Comparative Chart,Chief Engineer,Internal,E.E DAO ESTIMATOR,Baikuntha Nath Sarangi,11-Feb-2025 04:14 PM,14-Feb-2025 10:00 AM,techsummary_524444.pdf (513.51 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,"Labour licence,Similar nature of work ,Annual Turn Over,Work in hand ,No relation certificate,Litiga",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2769115,BIRENDRA SAHOO,21-Jan-2025 04:24 PM,Rejected-Technical,Due to slow progress of work vide Agmt.No.240 P1 of 2023-24 (Jokapani to Keonjhar District via-Karandia Baliposi road under CMRL) of R.W.Divn.Angul i.e. up-to-date expr.20.77 percentage with date of commencement 09.02.24 and completion-08.08.24,11-Feb-2025 04:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,"Machinery own obtained on hire, Balance sheet Bidder Contact address and other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2765561,Er.Raghunath Agarwalla,22-Jan-2025 11:48 AM,Rejected-AOC,0,21-Jun-2025 05:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,2.0,Finance,.xls,Bill of Quantities in xls sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2770982,Harekrushna Sahoo,22-Jan-2025 03:00 PM,Rejected-AOC,0,21-Jun-2025 05:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2771345,MAHIMALEKH INFRADEV PRIVATE LIMITED,22-Jan-2025 04:46 PM,Rejected-AOC,0,21-Jun-2025 05:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2770790,MANAS RANJAN ROUT,22-Jan-2025 02:08 PM,Rejected-AOC,0,21-Jun-2025 05:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2767188,MANO RANJAN PANI,20-Jan-2025 06:22 PM,Rejected-AOC,0,21-Jun-2025 05:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2770069,M/S PRADHAN CONSTRUCTION.,22-Jan-2025 03:56 PM,Rejected-AOC,0,21-Jun-2025 05:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2764494,M/S SANJAYA KUMAR BINAYAK,19-Jan-2025 02:06 PM,Rejected-AOC,0,21-Jun-2025 05:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2765945,M/s.SUBHRANSU SOBHAN PATTANAIK,21-Jan-2025 06:38 PM,Rejected-AOC,0,21-Jun-2025 05:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2752737,NABAKISHORE BHUTIA,15-Jan-2025 11:31 PM,Rejected-AOC,0,21-Jun-2025 05:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2767678,Nirod Kumar Behera,20-Jan-2025 10:37 PM,Rejected-AOC,0,21-Jun-2025 05:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2754382,Ratnakar Rout,16-Jan-2025 11:44 AM,Rejected-AOC,0,21-Jun-2025 05:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2770446,RUPESH CHANDRA PRADHAN,22-Jan-2025 01:45 PM,Rejected-AOC,0,21-Jun-2025 05:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2763863,SANTOSH KUMAR BISWAL,19-Jan-2025 03:16 PM,Rejected-AOC,0,21-Jun-2025 05:23 PM,,,,,,,,,,,,,,AOC
