Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Construction of SC building cum HWC at Changudiapadar Nuagaon,Construction of SC building cum HWC at Changudiapadar Nuagaon,Please refer Tender documents. ,NA ,"50,33,000",Civil Works - Buildings,NA ,Tender,90.0,270.0,Berhampur,760010.0,NA ,NA ,NA ,"O/o the S.E., R.W. Division-I, Ganjam, Berhampur",No ,No,"50,330",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,OnlineTender/03/SERWDG-I/24-25,2024_CERWI_106876_14,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,"Tender Cost, E.M.D., PAN, GSTIN, Affidavit, Contractor R.C. and all other documents as per DTCN",15-Nov-2024 10:00 AM,21-Nov-2024 11:00 AM,15-Nov-2024 10:00 AM,20-Nov-2024 06:00 PM,15-Nov-2024 10:00 AM ,19-Nov-2024 03:00 PM ,15-Nov-2024 10:00 AM,20-Nov-2024 06:00 PM,10-Dec-2024 11:30 AM,1,ICICI BANK,"10,000",0.0,Nil,Nil,No,"Superintending Engineer, R.W. Division No.-I, Ganj","O/o the S.E., R.W. Division-I, In-front of De-paul school, Engineering School Road, Berhampur, Ganjam, 760010",AOC,"Additional Chief Engineer, R.W. Division No.-I, Ganjam, Berhampur",Internal,"D.A.O., J.E. (Estr) of R.W. Division No.-I, Ganjam, Berhampur",Nirmal Kumar Das,05-Dec-2024 07:46 PM,10-Dec-2024 11:30 AM,techsummary_516111.pdf (605.96 KB),Finance,Bid opening Summary,Rasmita Kumari Sahu,03-Jun-2025 01:37 PM,finance_516111.pdf,BOQ Comparative Chart,"Additional Chief Engineer, R.W. Division No.-I, Ganjam, Berhampur",Internal,"Divisional Accountant, J.E. (Estr) of R.W. Division No.-I, Ganjam, Berhampur",Rasmita Kumari Sahu,03-Jun-2025 01:43 PM,finsummary_516111.pdf (270.74 KB),Technical,Bid Opening Summary,Nirmal Kumar Das,05-Dec-2024 07:43 PM,technical_516111.pdf,1,2653637,DEEPAK KUMAR SETHI,19-Nov-2024 01:05 PM,Accepted-AOC,After drawl of transparent lottery,03-Jun-2025 01:58 PM,1.0,2653637.0,DEEPAK KUMAR SETHI,INR,"4,278,350",CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,2024_CERWI_106876_14,OnlineTender/03/SERWDG-I/24-25,Construction of SC building cum HWC at Changudiapadar Nuagaon,03-Jun-2025,"INR 4,278,350",270.0,Rasmita Kumari Sahu,03-Jun-2025 01:58 PM,AOC1.pdf (292.00 KB),59P1 / 2024-25,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,2655081,Shyam Sundar Sahu,20-Nov-2024 10:30 AM,Rejected-AOC,After drawl of transparent lottery,03-Jun-2025 01:58 PM,,,,,,,,,,,,,,,,,AOC
