Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
Er Ashis Kumar Nayak SE,Internal,Er Jasmine Pradhan JE Estr Er Nihar Ranjan Nayak AEE Estr Mr Abadhut Das Sr DAO,Ashis Kumar Nayak,15-Apr-2025 02:25 PM,techsummary_529620.pdf (116.58 KB),19-Jun-2025,"INR 3,299,038",120.0,Debendra Kumar Behera,19-Jun-2025 02:17 PM,2025_EICCL_110455_1A.PDF (750.00 KB),The agency has been finalised on transparent lottery system and the date of commencement may be treated as 17.05.2025 to complete the work by 16.09.2025 in all respect,1,2835644,ASCENSOR LIFTS AND AUTOMATION PRIVATE LIMITED,24-Feb-2025 03:48 PM,Rejected-AOC,Rejected,19-Jun-2025 02:17 PM,Finance,10nos bids received,Ashis Kumar Nayak,25-Feb-2025 01:38 PM,,BOQ Comparative Chart,1.0,2829604.0,TOSHALI INDUSTRIES PRIVATE LIMITED,INR,"3,299,038",EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,2025_EICCL_110455_1,SE CTC (RandB)-57 of 2024-25,"Supply, Installation, Testing and Commissioning of Fire Fighting and Public address, Signage system at Medical Ward NoI (Gplus1), Medical Ward NoII-G, Medical Ward No III (Gplus1), Drug Wire house(Gplus1), New Drug Wire house(Gplus1) bldg,Sishubhawan",Er Ashis Kumar Nayak SE,Internal,Er Jasmine Pradhan JE Estr Er Nihar Ranjan Nayak AEE Estr Mr Abadhut Das Sr DAO,Debendra Kumar Behera,19-Jun-2025 02:13 PM,finsummary_529620.pdf (957.05 KB),AOC,SE Cuttack RandB Division No.I Cuttack,O/O SE Cuttack RandB Division No.I Cuttack,11-Feb-2025 02:00 PM,25-Feb-2025 11:00 AM,11-Feb-2025 02:00 PM,24-Feb-2025 05:00 PM,NA ,NA ,11-Feb-2025 02:00 PM,24-Feb-2025 05:00 PM,"Supply, Installation, Testing and Commissioning of Fire Fighting and Public address, Signage system at Medical Ward NoI (Gplus1), Medical Ward NoII-G, Medical Ward No III (Gplus1), Drug Wire house(Gplus1), New Drug Wire house(Gplus1) bldg,Sishubhawan",Electrical works,As per DTCN ,NA ,"38,80,765",Electrical Works,NA ,Tender,90.0,120.0,Cuttack,753001.0,NA ,NA ,NA ,O/O SE Cuttack RandB Division No.I Cuttack,No ,No,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,SE CTC (RandB)-57 of 2024-25,2025_EICCL_110455_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"38,850",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit, Undertaking and other mandatory documents as per DTCN",AOC
,,,,,,,,,,,,,2,2830979,EQUIPMENT SALES AND SERVICES PVT LTD,22-Feb-2025 05:53 PM,Rejected-Technical,Disqualified,15-Apr-2025 02:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,AOC
,,,,,,,,,,,,,3,2827514,M/S FIRESTOP SALES AND SERVICES,22-Feb-2025 04:57 PM,Rejected-AOC,Rejected,19-Jun-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2830359,M/S JAGANNATH FIRE SERVICES,22-Feb-2025 11:34 AM,Rejected-AOC,Rejected,19-Jun-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2830592,SMART I TECHNOLOGIES,22-Feb-2025 03:42 PM,Rejected-AOC,Rejected,19-Jun-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2827278,Starlight Enterprises,20-Feb-2025 01:39 PM,Rejected-Technical,Disqualified,15-Apr-2025 02:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2823972,TEXTEL TECHNOLOGIES PRIVATE LIMITED,18-Feb-2025 04:28 PM,Rejected-AOC,Rejected,19-Jun-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2829604,TOSHALI INDUSTRIES PRIVATE LIMITED,21-Feb-2025 05:48 PM,Accepted-AOC,Accepted,19-Jun-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2834566,TRANSTECH SOLUTION,24-Feb-2025 12:11 PM,Rejected-AOC,Rejected,19-Jun-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2834831,UMAFIRE SERVICES PVT. LTD,24-Feb-2025 01:07 PM,Rejected-AOC,Rejected,19-Jun-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
