S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
1.0,2892000.0,SUJIT KUMAR JENA,INR,"223,148",Municipal Bodies||Choudwar Municipality,2025_ORULB_112370_19,ChM-01/2025-26,Construction of paver road Rcc drain with cover slab from Jiban Beura house to Alia Sahoo house in Ward no 4 of choudwar municipality,1,2898035,ANIL KUMAR BHOI,28-Apr-2025 01:41 PM,Rejected-Finance,REJECT,17-Jun-2025 01:29 PM,17-Jun-2025,"INR 262,497",30.0,Soumya Ranjan Mishra,17-Jun-2025 01:31 PM,wosl19.pdf (578.00 KB),Finance,"The tender has been opened in presence of EO,ME,JE,Dealing asst in choudwar municipality",Patitapaban Pattnayak,30-Apr-2025 12:53 PM,finance_536241.pdf,BOQ Comparative Chart,EO,Internal,,Soumya Ranjan Mishra,17-Jun-2025 01:29 PM,finsummary_536241.pdf (620.74 KB),EO,Internal,,Soumya Ranjan Mishra,17-Jun-2025 01:21 PM,techsummary_536241.pdf (267.22 KB),AOC,1.0,ICICI BANK,Municipal Bodies||Choudwar Municipality,ChM-01/2025-26,2025_ORULB_112370_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,360",0.0,Nil,Nil,No,Construction of paver road Rcc drain with cover slab from Jiban Beura house to Alia Sahoo house in Ward no 4 of choudwar municipality,Construction of paver road Rcc drain with cover slab from Jiban Beura house to Alia Sahoo house in Ward no 4 of choudwar municipality,Please refer Tender documents. ,NA ,"2,62,497",Civil Works - Others,NA ,Tender,30.0,NA ,Choudwar,756071.0,NA ,NA ,NA ,Executive Officer Choudwar Municipality,No ,No,15-Apr-2025 11:00 AM,29-Apr-2025 11:00 AM,15-Apr-2025 11:00 AM,28-Apr-2025 05:00 PM,NA ,NA ,15-Apr-2025 11:00 AM,28-Apr-2025 05:00 PM,"2,624",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,As Per DTCN,Executive Officer,Choudwar Municipality,AOC
,,,,,,,,,2,2892019,ASHOK KUMAR SAHOO,22-Apr-2025 08:49 PM,Rejected-Finance,REJECT,17-Jun-2025 01:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,As Per BOQ,,,AOC
,,,,,,,,,3,2889381,BALARAM BEHERA,20-Apr-2025 01:15 PM,Rejected-Finance,REJECT,17-Jun-2025 01:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,2895380,JAGANNATH BEHERA,26-Apr-2025 10:29 AM,Rejected-Finance,L2 IN LOTTERY PROCESS,17-Jun-2025 01:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,2892000,SUJIT KUMAR JENA,22-Apr-2025 09:15 PM,Accepted-AOC,L1 IN LOTTERY PROCESS,17-Jun-2025 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,2895297,SURYANARAYAN DAS,25-Apr-2025 09:59 PM,Rejected-Finance,REJECT,17-Jun-2025 01:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
