EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,500",No,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"Supply, Fabrication, Transportation and Erection of Gates and Hoists of Balipada CD in Nuagaon block under Superintending Engineer, M.I Division, Nayagarh for the year 2024-25","Supply, Fabrication, Transportation and Erection of Gates and Hoists of Balipada CD in Nuagaon block under Superintending Engineer, M.I Division, Nayagarh for the year 2024-25",Please refer Tender documents. ,NA ,"10,34,866",Mechanical Works,NA ,Tender,90.0,30.0,"BALIPADA, NUAGAON BLOCK",752014.0,NA ,NA ,NA ,BHUBANESWAR,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN.",27-Jan-2025 10:00 AM,07-Feb-2025 12:00 PM,27-Jan-2025 10:00 AM,06-Feb-2025 05:30 PM,27-Jan-2025 10:00 AM ,06-Feb-2025 05:30 PM ,27-Jan-2025 10:00 AM,06-Feb-2025 05:30 PM,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,ACEM/MDB-39/2024-25,2025_CEMWR_109755_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Addl. Chief Engineer, Mechanical Circle, BBSR","O/O the Addl. Chief Engineer, Mechanical Circle, Bhubaneswar, Delta Square",AOC,19-Apr-2025,"INR 879,739",30.0,RAMESH LADI,19-Jun-2025 05:42 PM,mdb39aoc.pdf (489.00 KB),1,2798084,ABHISEKH ENTERPRISERS,05-Feb-2025 09:24 AM,Rejected-Finance,LOOSER OF THE LOTTERY,24-Mar-2025 04:59 PM,addl Chief Engineer Mech Circle BBSR,Internal,,RAMESH LADI,25-Feb-2025 11:27 PM,techsummary_527018.pdf (1016.65 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,2025_CEMWR_109755_1,ACEM/MDB-39/2024-25,"Supply, Fabrication, Transportation and Erection of Gates and Hoists of Balipada CD in Nuagaon block under Superintending Engineer, M.I Division, Nayagarh for the year 2024-25","ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BHUBANESWAR",Internal,"ASST. TO ADDL. CHIEF ENGINEER, SUPERINTENDING ENGINEER, MECHANICAL DIVISION, BHUBANESWAR, DIVISIONAL ACCOUNTANT, MECHANICAL DIVISION, BHUBANESWAR",RAMESH LADI,24-Mar-2025 04:59 PM,finsummary_527018.pdf (337.56 KB),Finance,ALL BID DOCUMENTS ARE DOWNLOADED,RAMESH LADI,10-Feb-2025 12:05 PM,,BOQ Comparative Chart,1.0,2800267.0,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,INR,"879,739",AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2792126,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",31-Jan-2025 11:15 PM,Rejected-Finance,LOOSER OF THE LOTTERY,24-Mar-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2792351,BANASHREE BHUYAN,06-Feb-2025 11:57 AM,Rejected-Finance,LOOSER OF THE LOTTERY,24-Mar-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2792727,DASH ENGINEERING AND WORKS,06-Feb-2025 10:03 AM,Rejected-Finance,LOOSER OF THE LOTTERY,24-Mar-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2791146,LAXMIDHRA BHUYAN,05-Feb-2025 11:04 PM,Rejected-Finance,LOOSER OF THE LOTTERY,24-Mar-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2792668,Manashi Dash (Prop - M/s. Babby Engg. & Works),06-Feb-2025 09:58 AM,Rejected-Finance,LOOSER OF THE LOTTERY,24-Mar-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2791132,M/S Abirvab Steel Product,06-Feb-2025 11:06 AM,Rejected-Finance,LOOSER OF THE LOTTERY,24-Mar-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2787757,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,06-Feb-2025 04:09 PM,Rejected-Finance,LOOSER OF THE LOTTERY,24-Mar-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2790905,M/S Ashreebad Fabricators,05-Feb-2025 06:20 PM,Rejected-Finance,LOOSER OF THE LOTTERY,24-Mar-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2787773,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,06-Feb-2025 03:59 PM,Rejected-Finance,LOOSER OF THE LOTTERY,24-Mar-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
