Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Finance,2 bids opened successfully,Lipsa Parida,16-Dec-2024 11:09 AM,finance_518533.pdf,BOQ Comparative Chart,1.0,2691463.0,SMRUTI RANJAN DASH,INR,"3,296,311",Municipal Bodies||Bhubaneswar Municipal Corporation,2024_ORULB_107693_14,BMC-EE-Tender Cell-39/2024-25 Dt. 28.11.2024,Construction of New drain and repair works with cover slab at different location in ward no 55,1,2691463,SMRUTI RANJAN DASH,10-Dec-2024 05:00 PM,Accepted-AOC,1st lowest,06-Jun-2025 04:27 PM,06-Jun-2025,"INR 3,296,311",90.0,Priyabrata Behera,06-Jun-2025 04:26 PM,workorder_.pdf (183.00 KB),CITY ENGINEER,Internal,"CITY ENGINEER ,EE DRAINAGE,EE TENDERCELL,CFO,ZC(LEGAL)",Priyabrata Behera,06-Jun-2025 04:02 PM,techsummary_518533.pdf (243.93 KB),CITY ENGINEER,Internal,"CITY ENGINEER ,EE DRAINAGE,EE TENDERCELL,CFO,ZC(LEGAL)",Priyabrata Behera,06-Jun-2025 04:07 PM,finsummary_518533.pdf (224.67 KB),AOC,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-39/2024-25 Dt. 28.11.2024,2024_ORULB_107693_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,30-Nov-2024 04:00 PM,13-Dec-2024 03:30 PM,30-Nov-2024 04:00 PM,13-Dec-2024 03:00 PM,30-Nov-2024 04:00 PM ,05-Dec-2024 04:00 PM ,30-Nov-2024 04:00 PM,13-Dec-2024 03:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,scanned copy of all documents,Construction of New drain and repair works with cover slab at different location in ward no 55,Construction of New drain and repair works with cover slab at different location in ward no 55,Please refer Tender documents. ,NA ,"27,12,384",Civil Works - Others,NA ,Tender,120.0,90.0,"BMC,AREA",751022.0,Office chamber of EE (Central Tender Cell) ,"UG Floor,Central Tender Cell,BMC,ICOMC Tower ",06-Dec-2024 12:30 PM ,"Central Tender Cell,BMC",No ,No,"27,200",Yes,fixed,,Nil,Nil,Executive Engineer (Central Tender Cell),"Central Tender Cell,ICOMC Tower,BMC",AOC
,,,,,,,,,,,,,,,2,2691941,SUBRAT KUMAR BADAJENA,11-Dec-2024 10:20 AM,Rejected-Finance,2nd lowest,06-Jun-2025 04:07 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
