Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"6,000",0.0,Nil,Nil,No,Construction of Day Care Sub-Centre Cum Health Wellness Center at Ranipokhari under Kaptipada Block.(Under State Plan),Construction of Day Care Sub-Centre Cum Health Wellness Center at Ranipokhari under Kaptipada Block.(Under State Plan),Please refer Tender documents. ,NA ,"40,03,000",Civil Works - Buildings,NA ,Tender,90.0,270.0,"Baripada, Mayurbhanj",757002.0,NA ,NA ,NA ,"S.E.R.W.Division, Baripada",No ,No,"40,030",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN, Affidavits and other documents as per DTCN",1.0,ICICI BANK,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,02(Online)/RWD/BPD/2024-25,2024_CERWI_103310_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"S.E.R.W.Division, Baripada","S.E.R.W.Division, Baripada",29-Jun-2024 11:00 AM,10-Jul-2024 05:30 PM,29-Jun-2024 11:00 AM,10-Jul-2024 05:00 PM,29-Jun-2024 11:00 AM ,09-Jul-2024 05:00 PM ,29-Jun-2024 11:00 AM,10-Jul-2024 05:00 PM,AOC,A.K.Nayak,Internal,,Dibyamayee Behera,11-Jun-2025 10:06 AM,techsummary_502008.pdf (52.56 KB),A.K.Nayak,Internal,,Dibyamayee Behera,11-Jun-2025 10:12 AM,finsummary_502008.pdf (52.56 KB),Finance,.,Dibyamayee Behera,02-Jun-2025 12:44 PM,finance_502008.pdf,BOQ Comparative Chart,1,2510906,AJAY KUMAR SETHI,10-Jul-2024 10:36 AM,Accepted-AOC,Lottery winner,11-Jun-2025 12:41 PM,1.0,2510906.0,AJAY KUMAR SETHI,INR,"3,402,973",CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2024_CERWI_103310_14,02(Online)/RWD/BPD/2024-25,Construction of Day Care Sub-Centre Cum Health Wellness Center at Ranipokhari under Kaptipada Block.(Under State Plan),11-Jun-2025,"INR 3,402,973",270.0,Rajesh Pradhan,11-Jun-2025 12:41 PM,2.pdf (462.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2509608,AJIT KUMAR BEHERA,08-Jul-2024 11:56 AM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 12:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2510693,DIBYATTAM MOHAPATRA,09-Jul-2024 08:25 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 12:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2511282,DILLIP NAYAK,10-Jul-2024 02:39 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 12:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2509926,JAGANNATH DAS,08-Jul-2024 05:47 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 12:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2511150,PATITAPABAN NAIK,10-Jul-2024 01:14 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 12:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2507679,PRAHALLAD BEHERA,03-Jul-2024 08:17 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 12:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2509817,PRASANNA BEHERA,09-Jul-2024 07:57 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 12:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2510939,PRATAP CHANDRA PATRA,10-Jul-2024 11:02 AM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 12:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2507940,SUCHARITA SETHI,04-Jul-2024 05:42 PM,Rejected-AOC,unsuccessful tenderer,11-Jun-2025 12:41 PM,,,,,,,,,,,,,,,,AOC
