Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Const. of Bathing Ghat at Deulabandha Ward No-22,Const. of Bathing Ghat at Deulabandha Ward No-22,Please refer Tender documents. ,NA ,"2,09,988",Civil Works - Others,NA ,Tender,120.0,60.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN","COMMISSIONER, SMC","SMC Office, Durgapali, Sambalpur, 768006",Municipal Bodies||Sambalpur Municipal Corporation,24/SMC_SBP/2024-25,2025_ORULB_109463_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,"2,000",0.0,Nil,Nil,No,"2,100",Yes,percentage,1.0%,Nil,Nil,21-Jan-2025 11:00 AM,31-Jan-2025 11:00 AM,21-Jan-2025 11:00 AM,30-Jan-2025 05:00 PM,NA ,NA ,21-Jan-2025 11:00 AM,30-Jan-2025 05:00 PM,AOC,Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_109463_4,24/SMC_SBP/2024-25,Const. of Bathing Ghat at Deulabandha Ward No-22,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Vedbhushan .,03-Jun-2025 12:01 PM,finsummary_526558.pdf (1829.54 KB),Finance,TENDER OPENED,Vedbhushan .,03-Feb-2025 12:54 PM,finance_526558.pdf,BOQ Comparative Chart,1.0,2789473.0,Swati Patra,INR,"209,988",1,2787660,DEEPAK BARLA(S.T),29-Jan-2025 08:13 PM,Rejected-Technical,UNSUCCESSFUL,03-Jun-2025 11:59 AM,03-Jun-2025,"INR 209,988",60.0,Vedbhushan .,03-Jun-2025 12:05 PM,24-4.pdf (1830.00 KB),successful,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Vedbhushan .,03-Jun-2025 11:59 AM,techsummary_526558.pdf (1829.54 KB),AOC
,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2789473,Swati Patra,30-Jan-2025 02:31 PM,Accepted-AOC,successful,03-Jun-2025 12:05 PM,,,,,,,,,,,,,,AOC
