Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Stage
26-Jun-2025,"INR 1,152,429.35",30.0,Pratik Rath,26-Jun-2025 11:53 AM,46proceeding.pdf (1957.00 KB),Municipal Bodies||Bhawanipatna Municipality,2025_ORULB_113631_29,BPM/02/2025-26,Construction of Paver road and drain from chakra kirana store badri naik house at chanchara pada in Ward No. 17,1.0,2933613.0,SIMANCHAL PRADHAN,INR,"1,152,429.35",1,2935763,Anubhab Mishra,29-May-2025 02:15 PM,Rejected-AOC,L2,26-Jun-2025 11:53 AM,Finance,accepted,BANAMALI MEHER,31-May-2025 06:09 PM,,BOQ Comparative Chart,CHAIRPERSON,Mixed,,Pratik Rath,26-Jun-2025 11:51 AM,finsummary_540439.pdf (1957.09 KB),Chairperson,Internal,,Pratik Rath,26-Jun-2025 09:04 AM,techsummary_540439.pdf (1957.09 KB),AOC,Municipal Bodies||Bhawanipatna Municipality,BPM/02/2025-26,2025_ORULB_113631_29,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"11,600",Yes,fixed,,Nil,Nil,21-May-2025 02:00 PM,30-May-2025 05:00 PM,21-May-2025 02:00 PM,30-May-2025 04:00 PM,NA ,NA ,21-May-2025 02:00 PM,30-May-2025 04:00 PM,"6,000",0.0,Nil,Nil,No,Construction of Paver road and drain from chakra kirana store badri naik house at chanchara pada in Ward No. 17,Construction of Paver road and drain from chakra kirana store badri naik house at chanchara pada in Ward No. 17,Please refer Tender documents. ,NA ,"11,52,542",Civil Works - Others,NA ,Tender,90.0,30.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1,ICICI BANK,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY",AOC
,,,,,,,,,,,,,,,2,2933613,SIMANCHAL PRADHAN,27-May-2025 09:22 AM,Accepted-AOC,AWARDED,26-Jun-2025 11:53 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2,ICICI NEFT/RTGS,,,AOC
