Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
19-Dec-2024 09:00 AM,31-Dec-2024 11:00 AM,19-Dec-2024 09:00 AM,30-Dec-2024 05:00 PM,19-Dec-2024 09:00 AM ,27-Dec-2024 01:00 PM ,19-Dec-2024 09:00 AM,30-Dec-2024 05:00 PM,20-Jan-2025 11:00 AM,"Chief Engineer,RWC,Angul",At-Hakimpada Po-Hakimpada District- Angul Pin-759122,"10,000",0.0,Nil,Nil,No,"7,59,240",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-ANGUL,Road Online-AGL-14/2024-2025,2024_CERWI_108490_7,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Jhimiripali to Debahali Road via Chandpank, Dimiria","Jhimiripali to Debahali Road via Chandpank, Dimiria",Please refer Tender documents. ,NA ,"7,59,24,000",Civil Works - Roads,NA ,Tender,90.0,360.0,Angul,759122.0,NA ,NA ,NA ,"Office of the Chief Construction Engineer,RWC,Angu",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD one percentage of the estimated cost,GST,PAN,RC,Affidavit regarding correctness",AOC,CE RW I||RWCIRCLE-ANGUL,2024_CERWI_108490_7,Road Online-AGL-14/2024-2025,"Jhimiripali to Debahali Road via Chandpank, Dimiria",Technical,Six bidders found,Baikuntha Nath Sarangi,01-Jan-2025 07:03 PM,technical_521142.pdf,Chief construction Engineer,Internal,E.E DAO ESTIMATOR,Anup Kumar Behera,20-Jun-2025 11:35 PM,finsummary_521142.pdf (197.84 KB),1.0,2715399.0,tapan kumar sahu,INR,"64,542,473",1,2715698,BHUBAN BEHERA,29-Dec-2024 01:52 PM,Rejected-AOC,0,20-Jun-2025 11:42 PM,20-Jun-2025,"INR 64,542,473",360.0,Anup Kumar Behera,20-Jun-2025 11:42 PM,Jhimiripali.pdf (198.00 KB),REFUND OF EMD,Chief Engineer,Internal,E.E DAO ESTIMATOR,Baikuntha Nath Sarangi,16-Jan-2025 07:04 PM,20-Jan-2025 11:00 AM,techsummary_521142.pdf (530.63 KB),Finance,Six Bidders found,Mamatamayee Biswal,20-Jan-2025 09:04 PM,finance_521142.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,"Labour licence,Similar nature of work ,Annual Turn Over,Work in hand ,No relation certificate,Litiga",AOC,,,,,,,,,,,,,,,,,,,,,2,2715988,Er.Raghunath Agarwalla,30-Dec-2024 11:35 AM,Rejected-AOC,0,20-Jun-2025 11:42 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery own obtained on hire, Balance sheet Bidder Contact address and other documents as per DTCN",AOC,,,,,,,,,,,,,,,,,,,,,3,2717277,MOTIRANJAN SAHOO,30-Dec-2024 03:23 PM,Rejected-AOC,0,20-Jun-2025 11:42 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities in xls sheet,AOC,,,,,,,,,,,,,,,,,,,,,4,2716843,MS GLOBAL CONSTRUCTION,30-Dec-2024 01:10 PM,Rejected-AOC,0,20-Jun-2025 11:42 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2715795,M/S SANJAYA KUMAR BINAYAK,29-Dec-2024 04:00 PM,Rejected-AOC,0,20-Jun-2025 11:42 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,2715399,tapan kumar sahu,29-Dec-2024 01:04 PM,Accepted-AOC,Winner of lottery,20-Jun-2025 11:42 PM,,,,,,,,,,,,,,,,,,,,,AOC
