S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,2697127.0,RAINA KADRAKA,INR,"1,368,797",Municipal Bodies||Rayagada Municipality,2024_ORULB_107719_10,RGDA-MUN-03/2024-25,Construction Paver block road at back side of Tumbiguda village in Ward no-19.,1,2693953,ANAM NAIK,12-Dec-2024 04:45 PM,Rejected-AOC,Rejected in Lottery,07-Jun-2025 08:23 PM,07-Jun-2025,"INR 1,368,797",30.0,Kuldeep Kumar,07-Jun-2025 08:22 PM,raina.pdf (403.00 KB),Finance,All bids are admitted,Bulu Sethy,17-Feb-2025 04:20 PM,finance_518692.pdf,BOQ Comparative Chart,CHAIRPERSON RAYAGADA MUNICIPALITY,Internal,,Kuldeep Kumar,07-Jun-2025 08:15 PM,finsummary_518692.pdf (521.03 KB),CHAIRPERSON RAYAGADA MUNICIPALITY,Internal,,Kuldeep Kumar,07-Jun-2025 08:09 PM,techsummary_518692.pdf (521.03 KB),AOC,"16,101",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Municipal Bodies||Rayagada Municipality,RGDA-MUN-03/2024-25,2024_ORULB_107719_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,As per DTCN,Construction Paver block road at back side of Tumbiguda village in Ward no-19.,Construction Paver block road at back side of Tumbiguda village in Ward no-19.,Please refer Tender documents. ,NA ,"16,10,160",Civil Works - Roads,NA ,Tender,90.0,30.0,Rayagada,765001.0,NA ,NA ,NA ,Rayagada Municipality,No ,No,30-Nov-2024 11:30 AM,17-Dec-2024 11:30 AM,30-Nov-2024 11:30 AM,16-Dec-2024 05:30 PM,30-Nov-2024 11:30 AM ,15-Dec-2024 05:30 PM ,30-Nov-2024 11:30 AM,16-Dec-2024 05:30 PM,"Executive officer, Rayagada Municipality","Executive officer, Rayagada Municipality","6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,2,2697809,Jagadish Kumar Sahu,16-Dec-2024 11:29 AM,Rejected-AOC,stands L2 in Lottery,07-Jun-2025 08:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,2698452,JALANDHAR BACHELI,16-Dec-2024 03:51 PM,Rejected-AOC,Rejected in Lottery,07-Jun-2025 08:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,2696076,LAICHAN KARKARIA,14-Dec-2024 05:31 PM,Rejected-AOC,Rejected in Lottery,07-Jun-2025 08:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,2696751,NANDA KISHOR PRASAD CHOURASIA,15-Dec-2024 06:52 PM,Rejected-AOC,Rejected in Lottery,07-Jun-2025 08:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,2697127,RAINA KADRAKA,16-Dec-2024 10:10 AM,Accepted-AOC,Awarded L1 in Lottery,07-Jun-2025 08:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,2695345,RAWALA MAJHI,13-Dec-2024 05:33 PM,Rejected-AOC,Rejected in Lottery,07-Jun-2025 08:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,8,2695177,SABITA MISHRA,13-Dec-2024 03:58 PM,Rejected-AOC,Rejected in Lottery,07-Jun-2025 08:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
