Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
Finance,06 Nos. of Successful Bidders,Ashirbad Panda,04-Mar-2025 04:07 PM,finance_530650.pdf,BOQ Comparative Chart,1.0,2843682.0,SHARAT KUMAR PATEL,INR,"2,609,305",CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh I,2025_CERWI_110860_4,Online-SESNG-30 of 2024-25,Construction of Staff quarter at GAD Taparia under Hemgir block,Er. Ashirbad Panda,Internal,,Ashirbad Panda,21-Jun-2025 05:21 PM,finsummary_530650.pdf (333.42 KB),Er. Ashirbad Panda,Internal,,Ashirbad Panda,21-Jun-2025 05:18 PM,techsummary_530650.pdf (333.42 KB),21-Jun-2025,"INR 2,609,305",180.0,Ashirbad Panda,21-Jun-2025 05:25 PM,2889.pdf (260.00 KB),1,2843298,ALOK KUMAR NAYAK,03-Mar-2025 12:38 PM,Rejected-Finance,Rejected,21-Jun-2025 05:21 PM,AOC,17-Feb-2025 06:00 PM,04-Mar-2025 10:00 AM,17-Feb-2025 06:00 PM,03-Mar-2025 06:00 PM,NA ,NA ,17-Feb-2025 06:00 PM,03-Mar-2025 06:00 PM,"30,690",Yes,percentage,1.0%,Nil,Nil,1.0,Extension of date,Date,,Construction of Staff quarter at GAD Taparia under Hemgir block,Construction of Staff quarter at GAD Taparia under Hemgir block,Please refer Tender documents. ,NA ,"30,69,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,Sundargarh,770020.0,NA ,NA ,NA ,O/o of the Superintending Engineer,No ,No,"6,000",0.0,Nil,Nil,No,"Superintending Engineer R.W. Division, Sundargarh","O/o of the Superintending Engineer R.W. Division, Sundargarh At/po-Sankara. Dist-Sundargarh. 770020",1.0,ICICI BANK,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh I,Online-SESNG-30 of 2024-25,2025_CERWI_110860_4,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,EMDPANGSTINCDMSRegistrationcodeworkexperiencesimilarnatureworkworkinhandmachineriesasperDTCN,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2843451,BIKASH RANJAN PATTANAIK,03-Mar-2025 02:16 PM,Rejected-Finance,Rejected,21-Jun-2025 05:21 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2843689,HIMANSHU GARG,03-Mar-2025 05:49 PM,Rejected-Finance,Rejected,21-Jun-2025 05:21 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2838455,KAPILESWAR RAO,26-Feb-2025 12:30 PM,Rejected-Finance,Rejected,21-Jun-2025 05:21 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2838476,KEDAR CHOUDHURY,26-Feb-2025 12:42 PM,Rejected-Finance,Rejected,21-Jun-2025 05:21 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2843682,SHARAT KUMAR PATEL,03-Mar-2025 05:11 PM,Accepted-AOC,Accepted,21-Jun-2025 05:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
