S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"GSTIN, PAN, Contractor Registration Certificate","10,000",0.0,Nil,Nil,No,"CE-BM,LMB Basin,BBSR",e Procurement Notice No.CEMKS 16 of 2023-24,2023_CELBB_98118_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"20,11,000",Yes,fixed,,Nil,Nil,"Chief Engineer and BM, Mahanadi, Kathajodi System","Office of the EIC, Water Resources, Secha Sadan, Bhubaneswar, Odisha",11-Dec-2023 10:00 AM,27-Dec-2023 11:00 AM,11-Dec-2023 10:00 AM,26-Dec-2023 05:00 PM,11-Dec-2023 10:00 AM ,17-Dec-2023 05:00 PM ,11-Dec-2023 10:00 AM,26-Dec-2023 05:00 PM,16-May-2024 03:30 PM,CEMKS JSP 03 of 2023-24 Cement Concrete Lining in Machhagaon Main Canal from RD 8.00 to 14.00 Km.,Canal lining work,Please refer Tender documents. ,NA ,"20,10,93,168",Civil Works - Canal,NA ,Tender,90.0,730.0,Block-Biridi District - Jagatsinghpur,754111.0,NA ,NA ,NA ,"Room No.103, Procurement Cell of CE, MKS, BBSR",No ,No,AOC,16-Jun-2025,"INR 170,949,302",730.0,Dillip Kumar Rout,16-Jun-2025 05:53 PM,AOCMachhgaon.pdf (1624.00 KB),Awarded to MSA Construction Pvt Ltd vide Agmt No 01P1 of 2025-26,DC cum ACS DOWR,External,EIC WR EIC Procurement EIC PD CEBM MKS Joint Secretary Finance Deputy Secretary Law FA cum Special Secretary DOWR,Alsa Das,16-Jun-2025 05:27 PM,finsummary_478396.pdf (416.57 KB),Finance,Uploaded financial documents of 02(two) eligible bidders have been downloaded successfully.,Pravashini Mohanty,16-May-2024 03:40 PM,finance_478396.pdf,BOQ Comparative Chart,Technical,Uploaded documents of 03 (three) participated bidders have been downloaded successfully.,Alsa Das,27-Dec-2023 11:20 AM,technical_478396.pdf,1,2365827,MSA CONSTRUCTION PRIVATE LIMITED,26-Dec-2023 01:48 PM,Accepted-AOC,Awarded to MSA Construction Pvt Ltd vide Agmt No. 01 P1 of 2025-26,16-Jun-2025 05:53 PM,1.0,2365827.0,MSA CONSTRUCTION PRIVATE LIMITED,INR,"170,949,302","CE-BM,LMB Basin,BBSR",2023_CELBB_98118_1,e Procurement Notice No.CEMKS 16 of 2023-24,CEMKS JSP 03 of 2023-24 Cement Concrete Lining in Machhagaon Main Canal from RD 8.00 to 14.00 Km.,"Additional Chief Secretary to Govt., DoWR",External,"EIC, WR EIC, Procurement EIC, P and D CE and BM, MKS Joint Secretary to Govt, Finance Department Deputy Secretary to Govt, Law Department FA cum Special Secretary to Govt, DoWR",Dillip Kumar Rout,16-May-2024 12:03 PM,16-May-2024 03:30 PM,techsummary_478396.pdf (1820.98 KB),AOC
2.0,ICICI NEFT/RTGS,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other document as per SBD/DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,2362566,ROUT INFRASTRUCTURE PRIVATE LIMITED,22-Dec-2023 12:45 PM,Rejected-Technical,Does not satisfy the qualification criteria as per approved Tender Document,16-May-2024 12:03 PM,,,,,,,,,,,,,,,,,AOC
,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,2365930,SCS Constructions India Pvt Ltd,26-Dec-2023 01:12 PM,Rejected-Finance,Rejected as L2,16-Jun-2025 05:27 PM,,,,,,,,,,,,,,,,,AOC
