Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Municipal Bodies||Sambalpur Municipal Corporation,17/SMC_SBP/2024-25,2024_ORULB_106282_44,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,05-Nov-2024 02:00 PM,16-Nov-2024 11:00 AM,05-Nov-2024 02:00 PM,15-Nov-2024 05:00 PM,NA ,NA ,05-Nov-2024 02:00 PM,15-Nov-2024 05:00 PM,"COMMISSIONER,SMC","New Office Building, SMC Durgapali,Sambalpur",Repair and restoration of Chandmunda UP School Maneswar Ward No-40,Repair and restoration of Chandmunda UP School Maneswar Ward No-40,Please refer Tender documents. ,NA ,"5,90,530",Civil Works - Others,NA ,Tender,120.0,60.0,SAMBALPUR MUNICIAPAL CORPORATION,768006.0,NA ,NA ,NA ,"SAMBALPUR MUNICIAPAL CORPORATION OFFICE, DURGAPALI",No ,No,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN","5,905",Yes,percentage,1.0%,Nil,Nil,AOC,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,21-May-2025 11:04 AM,techsummary_514348.pdf (923.11 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Vedbhushan .,16-Jun-2025 11:05 AM,finsummary_514348.pdf (924.62 KB),Finance,tender opened,Vedbhushan .,02-Dec-2024 01:33 PM,finance_514348.pdf,BOQ Comparative Chart,16-Jun-2025,"INR 590,545",60.0,Vedbhushan .,16-Jun-2025 11:07 AM,17SMC44.pdf (925.00 KB),SUCCESSFUL,1,2646238,ABHILASH SWAIN,14-Nov-2024 08:24 PM,Rejected-Technical,UNSUCCESSFUL,21-May-2025 11:04 AM,Municipal Bodies||Sambalpur Municipal Corporation,2024_ORULB_106282_44,17/SMC_SBP/2024-25,Repair and restoration of Chandmunda UP School Maneswar Ward No-40,1.0,2642905.0,BISWAL ENTERPRISES,INR,"590,545",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,.xls,Bill of Quantity,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,2642905,BISWAL ENTERPRISES,13-Nov-2024 12:07 AM,Accepted-AOC,SUCCESSFUL,16-Jun-2025 11:07 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,2645550,Shiva Narayan Meher,14-Nov-2024 12:37 PM,Rejected-Technical,UNSUCCESSFUL,21-May-2025 11:04 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,2646748,SK SANTAB RAIZ,15-Nov-2024 11:48 AM,Rejected-Technical,UNSUCCESSFUL,21-May-2025 11:04 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,2642203,SUSMITA NATH,13-Nov-2024 07:53 PM,Rejected-Technical,unsuccessful,21-May-2025 11:04 AM,,,,,,,,,,AOC
