Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License Document as per tender class of contractor in NIT, GST, Certificate, PAN Card.","Executive Engineer,RW (PH) Division, BBSR","SE RW (PH) DIVISION, BBSR Behind Esplande mall, Bomikhal, Rasulgarh,751010","4,000",0.0,Nil,Nil,No,"6,200",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,PH works for construction of Sub Centre building at Andheipalli of Bhadrak Sadar block in the district of Bhadrak for the year 2023-24.,PH works for construction of Sub Centre building at Andheipalli of Bhadrak Sadar block in the district of Bhadrak for the year 2023-24.,Please refer Tender documents. ,NA ,"6,20,443",Civil Works - Buildings,NA ,Tender,90.0,NA ,Andheipalli,756112.0,NA ,NA ,NA ,"O/O THE SE RW (PH) DIVISION,BHUBANESWAR",No ,No,02-Apr-2025 11:00 AM,15-Apr-2025 11:00 AM,02-Apr-2025 11:00 AM,11-Apr-2025 05:00 PM,NA ,NA ,02-Apr-2025 11:00 AM,11-Apr-2025 05:00 PM,CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,EERWPH-40/2024-25,2025_CERWI_111988_39,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Executive Engineer,Internal,,Debasish Soren,13-Jun-2025 01:51 PM,finsummary_534989.pdf (65.53 KB),Executive Engineer,Internal,,Anil Kumar Das,08-May-2025 12:08 PM,techsummary_534989.pdf (532.10 KB),13-Jun-2025,"INR 527,439",90.0,Anil Kumar Das,17-Jun-2025 08:51 PM,4030.pdf (316.00 KB),CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,2025_CERWI_111988_39,EERWPH-40/2024-25,PH works for construction of Sub Centre building at Andheipalli of Bhadrak Sadar block in the district of Bhadrak for the year 2023-24.,1.0,2881264.0,Manoranjan Senapati,INR,"527,439",1,2882123,DEVI PRASAD MOHAPATRA,11-Apr-2025 03:24 PM,Rejected-Finance,Not Qualified in Transparency lottery,13-Jun-2025 01:51 PM,Finance,comparative statement,Anil Kumar Das,19-Apr-2025 12:44 PM,finance_534989.pdf,BOQ Comparative Chart,AOC
,,.pdf,"EMD, Tender Paper cost, Affidavit for correctness and no Relation Certificate.",,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2879312,DIBYASING NAYAK,08-Apr-2025 08:36 PM,Rejected-Finance,Not Qualified in Transparency lottery,13-Jun-2025 01:51 PM,,,,,,,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2881466,GOURANGA SETHI (S.C),11-Apr-2025 09:53 AM,Rejected-Finance,Not Qualified in Transparency lottery,13-Jun-2025 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2881048,JYOTI PRIYA SAHOO,11-Apr-2025 10:08 AM,Rejected-Finance,Not Qualified in Transparency lottery,13-Jun-2025 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2879227,KAPILA CHARAN MALIK,08-Apr-2025 06:29 PM,Rejected-Finance,Not Qualified in Transparency lottery,13-Jun-2025 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2878737,Krushnapriya Das,08-Apr-2025 11:38 AM,Rejected-Finance,Not Qualified in Transparency lottery,13-Jun-2025 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2881264,Manoranjan Senapati,10-Apr-2025 08:08 PM,Accepted-AOC,Qualified in Transparency Lottery,17-Jun-2025 08:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2879331,sudam sahoo,08-Apr-2025 09:03 PM,Rejected-Finance,Not Qualified in Transparency lottery,13-Jun-2025 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2880226,UMAKANTA PANDA,09-Apr-2025 10:09 PM,Rejected-Finance,Not Qualified in Transparency lottery,13-Jun-2025 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2881532,UMAKANTA SETHY,10-Apr-2025 11:36 PM,Rejected-Finance,Not Qualified in Transparency lottery,13-Jun-2025 01:51 PM,,,,,,,AOC
