Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"4,000",0.0,Nil,Nil,No,"Executive Officer, Balasore Municipality",Balasore Municipality Office,1,ICICI BANK,"6,110",Yes,percentage,1.0%,Nil,Nil,Const. of paver Block Road from Sudam Nayak House to Baya Behera House in Ward No_07,Const. of paver Block Road from Sudam Nayak House to Baya Behera House in Ward No_07,Please refer Tender documents. ,NA ,"6,11,017",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756001.0,NA ,NA ,NA ,Balasore Municipality,No ,No,1.0,REVISED DTCN,Technical Bid,,Municipal Bodies||Balasore Municipality,BM_06_2024_25,2025_ORULB_111643_47,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,17-Mar-2025 05:00 PM,27-Mar-2025 11:00 AM,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,NA ,NA ,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC,EO CP ME AE,Internal,,Pradeep Kumar Nayak,06-Jun-2025 12:48 PM,finsummary_533172.pdf (539.75 KB),EO CP ME AE,Internal,,Pradeep Kumar Nayak,05-Jun-2025 02:36 PM,techsummary_533172.pdf (539.75 KB),1,2868387,BALARAJ MALLIK,25-Mar-2025 08:01 PM,Accepted-AOC,WO,06-Jun-2025 12:50 PM,Municipal Bodies||Balasore Municipality,2025_ORULB_111643_47,BM_06_2024_25,Const. of paver Block Road from Sudam Nayak House to Baya Behera House in Ward No_07,1.0,2868387.0,BALARAJ MALLIK,INR,"604,845.73",06-Jun-2025,"INR 611,017",60.0,Pradeep Kumar Nayak,06-Jun-2025 12:50 PM,WO0647.pdf (566.00 KB),Finance,Tender opened successfully,Pradeep Kumar Nayak,27-Mar-2025 02:52 PM,,BOQ Comparative Chart,AOC
,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,2,2868474,Sk Ibrar Hossain,25-Mar-2025 09:06 PM,Rejected-Technical,L2,05-Jun-2025 02:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC
