Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"36,920",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,Tender Online 01 of 2024-25,2024_CERWI_104747_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,12-Sep-2024 11:00 AM,25-Sep-2024 11:00 AM,12-Sep-2024 11:00 AM,24-Sep-2024 05:00 PM,12-Sep-2024 11:00 AM ,23-Sep-2024 03:00 PM ,12-Sep-2024 11:00 AM,24-Sep-2024 05:00 PM,"O/o the S.E, RWD, Jagatsinghpur","O/o the S.E, RWD, Jagatsinghpur",Construction of SC-HWC At Badabalikani in Kujanga Block in the District of Jagatsinghpur under State Plan for the Year 2024-25,Construction of SC-HWC At Badabalikani in Kujanga Block in the District of Jagatsinghpur under State Plan for the Year 2024-25,Please refer Tender documents. ,NA ,"36,92,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,Jagatsinghprr,754103.0,NA ,NA ,NA ,"O/o the S.E, RWD, Jagatsinghpur",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GSTIN, PAN, Regd, Cert, No relation Cert, Affd. towards Correctness Cert",AOC,"SE,RW,JSPUR",Internal,,Soubhagya Kumar Mohapatra,21-Dec-2024 04:36 PM,finsummary_506567.pdf (7095.44 KB),CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,2024_CERWI_104747_9,Tender Online 01 of 2024-25,Construction of SC-HWC At Badabalikani in Kujanga Block in the District of Jagatsinghpur under State Plan for the Year 2024-25,1.0,2558882.0,BANDANA BEHERA,INR,"3,138,201",Finance,Summary,Soubhagya Kumar Mohapatra,22-Oct-2024 02:27 PM,finance_506567.pdf,BOQ Comparative Chart,1,2558882,BANDANA BEHERA,24-Sep-2024 03:16 PM,Accepted-AOC,L1 bidder,24-Jun-2025 01:21 PM,24-Jun-2025,"INR 3,138,201",180.0,Soubhagya Kumar Mohapatra,24-Jun-2025 01:20 PM,8072.pdf (7095.00 KB),AoC,"SE,RW,JSPUR",Internal,,Soubhagya Kumar Mohapatra,22-Oct-2024 02:33 PM,techsummary_506567.pdf (1304.22 KB),AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,2,2557892,DEBASIS MOHANTY,23-Sep-2024 05:51 PM,Rejected-Technical,L2 bidder,22-Oct-2024 02:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2558129,DIPAK KUMAR SWAIN,23-Sep-2024 08:07 PM,Rejected-Technical,L2 bidder,22-Oct-2024 02:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2558662,MRUTYUNJAYA SWAIN,24-Sep-2024 12:13 PM,Rejected-Technical,L2 bidder,22-Oct-2024 02:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2556400,M/S.BISHNUPRIYA CONSTRUCTION,24-Sep-2024 10:35 AM,Rejected-Technical,L2 bidder,22-Oct-2024 02:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2558469,M/s Jyoti Associates,24-Sep-2024 10:57 AM,Rejected-Technical,L2 bidder,22-Oct-2024 02:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2558371,NIROD KUMAR PATTANAYAK,24-Sep-2024 01:09 PM,Rejected-Technical,L2 bidder,22-Oct-2024 02:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2555088,RAJESH KUMAR DAS,22-Sep-2024 09:20 PM,Rejected-Technical,L2 bidder,22-Oct-2024 02:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2558388,RAMAN RANJAN DAS,24-Sep-2024 09:18 AM,Rejected-Technical,L2 bidder,22-Oct-2024 02:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2553924,RAMJAMUNA CONSTRUCTION,24-Sep-2024 11:31 AM,Rejected-Technical,L2 bidder,22-Oct-2024 02:33 PM,,,,,,,,,,,,,,AOC
