Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Canal Works,Construction of both side protection wall and bed lining in between RD 43620m to 43650m of Huma Tail Distributary for 2025-26.,As per DTCN ,NA ,"8,46,758",Civil Works - Canal,NA ,Tender,90.0,90.0,Sambalpur,768200.0,NA ,NA ,NA ,"O/o the SE, SID, Sambalpur",No ,No,1.0,ICICI BANK,Superintending Engineer,"Office of the Superintending Engineer, Sambalpur Irrigation Division, Sambalpur",1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, GST, PAN, Contractor RC, Affidavit, Undertakings, Other document as per DTCN","4,000",0.0,Nil,Nil,No,23-Apr-2025 11:00 AM,03-May-2025 11:00 AM,23-Apr-2025 11:00 AM,02-May-2025 05:00 PM,23-Apr-2025 11:00 AM ,02-May-2025 05:00 PM ,23-Apr-2025 11:00 AM,02-May-2025 05:00 PM,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Sambalpur Irrigation Division Sambalpur",SESID-01(11)/2025-26,2025_CEBBU_112703_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"8,468",Yes,fixed,,Nil,Nil,AOC,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Sambalpur Irrigation Division Sambalpur",2025_CEBBU_112703_1,SESID-01(11)/2025-26,Canal Works,Superintending Engineer,Internal,"Superintending Engineer, Accountant, AEE Estimator",Umakant Nayak,25-Jun-2025 04:16 PM,finsummary_537218.pdf (213.72 KB),Finance,Technical Bid Opening,Umakant Nayak,21-Jun-2025 04:36 PM,finance_537218.pdf,BOQ Comparative Chart,1.0,2903724.0,SAMBIT KUMAR PATTNAIK,INR,"719,829",25-Jun-2025,"INR 719,829",90.0,Umakant Nayak,25-Jun-2025 05:16 PM,WO_11.pdf (320.00 KB),Sri Sambit Kumar Pattnaik is selected as winner of this tender through transparent lottery system. So the work order may be issued in favour of Sri Sambit Kumar Pattnaik.,1,2896098,AMBARISH PUROHIT,26-Apr-2025 08:08 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:17 PM,Superintending Engineer,Internal,"Superintending Engineer, Accountant, AEE Estimator",Umakant Nayak,25-Jun-2025 01:04 PM,techsummary_537218.pdf (213.72 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2901153,AMIT KUMAR BEHERA,30-Apr-2025 07:47 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2901224,BIBHUTIBHUSHAN PANDA,01-May-2025 08:53 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2901626,BIMAL MAHAPATRA,30-Apr-2025 12:07 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2901278,BRAJA MOHAN BADHAI,01-May-2025 11:38 AM,Rejected-AOC,Not selected.,25-Jun-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2903019,KULAMANI SAHANSIA,01-May-2025 10:02 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2903682,MANASH RANJAN MAHAPATRA,02-May-2025 12:38 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2900323,NISHI KANTA PANDA,30-Apr-2025 10:28 AM,Rejected-AOC,Not selected.,25-Jun-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2901346,PRASANTA KUMAR SAHU,01-May-2025 01:20 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2902857,PUJARANI SAMAL,01-May-2025 11:37 AM,Rejected-AOC,Not selected.,25-Jun-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2902186,SAGARIKA MISHRA,30-Apr-2025 08:45 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2903724,SAMBIT KUMAR PATTNAIK,02-May-2025 12:23 PM,Accepted-AOC,Selected as winner through transparent lottery system.,25-Jun-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2903184,SANDHYARANI SAHU,01-May-2025 03:33 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2903848,SANDIP KUMAR PATTNAIK,02-May-2025 02:46 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2895991,SASMITA PANDA,26-Apr-2025 08:39 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2902813,TARUN BHOI (S.T),01-May-2025 10:32 AM,Rejected-AOC,Not selected.,25-Jun-2025 05:17 PM,,,,,,,AOC
