Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
26-Jun-2025,"INR 3,205,612",90.0,Lipsa Parida,26-Jun-2025 12:46 PM,41_25.pdf (581.00 KB),Municipal Bodies||Bhubaneswar Municipal Corporation,2024_ORULB_107773_25,BMC-EE-Tender Cell-41/2024-25 Dt. 30.11.2024,Tubi Gadia Deva Snana Renovation work in Ward No. 44,1.0,2696109.0,M/S OMM SAI ASSOCIATES,INR,"3,205,612",1,2696704,AMBUJA BHUSAN SETHY,15-Dec-2024 01:28 PM,Rejected-Finance,Rejected,26-Jun-2025 12:43 PM,Finance,2 bids opened successfully,Taras Marandi,17-Dec-2024 12:53 PM,finance_518900.pdf,BOQ Comparative Chart,City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONIII,EEDRAINAGEDIVISION,ZONALCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,26-Jun-2025 12:43 PM,finsummary_518900.pdf (1036.83 KB),City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONIII,EEDRAINAGEDIVISION,ZONALCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,26-Jun-2025 12:40 PM,techsummary_518900.pdf (1036.83 KB),AOC,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-41/2024-25 Dt. 30.11.2024,2024_ORULB_107773_25,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of all documnent,04-Dec-2024 04:00 PM,16-Dec-2024 03:30 PM,04-Dec-2024 04:00 PM,16-Dec-2024 03:00 PM,04-Dec-2024 04:00 PM ,09-Dec-2024 04:00 PM ,04-Dec-2024 04:00 PM,16-Dec-2024 03:00 PM,Tubi Gadia Deva Snana Renovation work in Ward No. 44,Tubi Gadia Deva Snana Renovation work in Ward No. 44,Please refer Tender documents. ,NA ,"26,40,572",Civil Works - Others,NA ,Tender,120.0,90.0,BMC AREA,751022.0,Office chamber of EE(Central Tender Cell) ,"UG Floor, Central Tender Cell, BMC, ICOMC Tower ",10-Dec-2024 11:30 AM ,CENTRAL TENDER CELL,No ,No,"26,500",Yes,fixed,,Nil,Nil,Executive Engineer (Central Tender Cell),"UG Floor, Central Tender Cell, BMC, ICOMC Tower",AOC
,,,,,,,,,,,,,,,2,2696109,M/S OMM SAI ASSOCIATES,15-Dec-2024 12:23 PM,Accepted-AOC,L1 bidder,26-Jun-2025 12:46 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
