Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
CCE RWC Baripada,CCE RWC Baripada,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, RC, PAN, GSTIN and EMD etc as per DTCN","Improvement to Asana- Bhalugoda ( 0/0 to 4.65)K.M, T01-Tarana to Gambharia Road (4.65 to 6K.M.) under MMSY- Improvement to Existing RD Road in the District of Mayurbhanj for the year 2024-25.","Improvement to Asana- Bhalugoda ( 0/0 to 4.65)K.M, T01-Tarana to Gambharia Road (4.65 to 6K.M.) under MMSY- Improvement to Existing RD Road in the District of Mayurbhanj for the year 2024-25.",Please refer Tender documents. ,NA ,"7,90,07,000",Civil Works - Roads,NA ,Tender,90.0,270.0,"SERW Division, Rairangpur",757043.0,NA ,NA ,NA ,CCE RWC Baripada,No ,No,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"7,90,070",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BARIPADA,Road Online N.C.B. No-363,2025_CERWI_109045_8,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,04-Jan-2025 05:00 PM,18-Jan-2025 11:00 AM,04-Jan-2025 05:00 PM,17-Jan-2025 05:00 PM,04-Jan-2025 05:00 PM ,16-Jan-2025 05:00 PM ,04-Jan-2025 05:00 PM,17-Jan-2025 05:00 PM,21-Feb-2025 03:00 PM,AOC,"CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,12-Jun-2025 11:17 AM,finsummary_523727.pdf (2000.10 KB),CE RW I||RWCIRCLE-BARIPADA,2025_CERWI_109045_8,Road Online N.C.B. No-363,"Improvement to Asana- Bhalugoda ( 0/0 to 4.65)K.M, T01-Tarana to Gambharia Road (4.65 to 6K.M.) under MMSY- Improvement to Existing RD Road in the District of Mayurbhanj for the year 2024-25.",Technical,13 Nos of bidder participated,Ashwani Pradhan,18-Feb-2025 06:15 PM,,1.0,2760116.0,ANUP BUILDERS,INR,"67,163,652",12-Jun-2025,"INR 67,163,652",270.0,Akshaya Kumar Naik,12-Jun-2025 11:24 AM,2726_merged.pdf (1049.00 KB),1,2760116,ANUP BUILDERS,17-Jan-2025 04:31 PM,Accepted-AOC,L1,12-Jun-2025 11:24 AM,Finance,12 nos of bidders admitted,Akshaya Kumar Naik,12-Jun-2025 11:00 AM,,BOQ Comparative Chart,"CCERWCIRCLE, BARIPADA",Internal,,Ashwani Pradhan,19-Feb-2025 07:20 AM,21-Feb-2025 03:00 PM,techsummary_523727.pdf (522.80 KB),AOC
,,,,.pdf,"ATO, similar nature of work experience etc as per DTCN",,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2750083,BIJAYA NANDA MANDAL,14-Jan-2025 08:08 PM,Rejected-AOC,L1,12-Jun-2025 11:24 AM,,,,,,,,,,,,,,AOC
,,,,.pdf,"Machineries, Affidavit etc as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2752570,Harihara Giri,15-Jan-2025 05:31 PM,Rejected-AOC,L1,12-Jun-2025 11:24 AM,,,,,,,,,,,,,,AOC
,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2758486,MANOJ KUMAR MOHANTY,17-Jan-2025 03:07 PM,Rejected-AOC,L1,12-Jun-2025 11:24 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2756154,M/s Pallavi Infra Project,16-Jan-2025 10:25 PM,Rejected-AOC,L2,12-Jun-2025 11:24 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2756854,Rakesh Agarwalla,16-Jan-2025 07:48 PM,Rejected-AOC,L2,12-Jun-2025 11:24 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2757524,SANAT KUMAR GHOSE,16-Jan-2025 11:36 PM,Rejected-AOC,L2,12-Jun-2025 11:24 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2759798,sashikanta mohapatra,17-Jan-2025 03:09 PM,Rejected-AOC,L1,12-Jun-2025 11:24 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2759539,SATENDRA PRASAD,17-Jan-2025 02:15 PM,Rejected-AOC,L2,12-Jun-2025 11:24 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2756977,SILVER CREEK CONSTRUCTIONS,17-Jan-2025 04:21 PM,Rejected-Technical,Insufficient similar nature of work experiance,19-Feb-2025 07:20 AM,,,,,,,,,,,,,,AOC
