S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Superintending Engineer,"O/O the Superintending Engineer, R.W.Division, Bhadrak","16,949",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK,TCN 07 of 2024-25,2025_CERWI_109224_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,09-Jan-2025 11:00 AM,20-Jan-2025 11:00 AM,09-Jan-2025 11:00 AM,18-Jan-2025 04:00 PM,09-Jan-2025 11:00 AM ,18-Jan-2025 02:00 PM ,09-Jan-2025 11:00 AM,18-Jan-2025 04:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,TCN,S/R to PWD Road to Manoharpur Road for the Year 2024-25,Repair of roads,"PAN,GST,RC and other relevant document as per DTCN ",NA ,"16,94,917",Civil Works - Roads,NA ,Tender,90.0,30.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/O the Superintending Engineer, R.W.Division, Bha",No ,No,AOC,20-Jun-2025,"INR 1,440,864",30.0,Kanan Pradhan,20-Jun-2025 11:33 AM,1227.pdf (2398.00 KB),1,2753440,ABINASHA DEO,15-Jan-2025 09:28 PM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,Executive Engineer,Internal,,Kanan Pradhan,20-May-2025 12:20 PM,techsummary_524733.pdf (137.47 KB),Executive Engineer,Internal,,Kanan Pradhan,21-May-2025 12:59 PM,finsummary_524733.pdf (137.47 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK,2025_CERWI_109224_7,TCN 07 of 2024-25,S/R to PWD Road to Manoharpur Road for the Year 2024-25,1.0,2752206.0,Niranjan Barik,INR,"1,440,864",Finance,Total 25 nos Bidder,Kanan Pradhan,20-May-2025 11:43 AM,finance_524733.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2743710,Amaresh Kumar Biswal,11-Jan-2025 04:08 PM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2743062,BAIDHAR BHARATI,11-Jan-2025 10:39 AM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2756383,Bhanumati Prusti,18-Jan-2025 10:19 AM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2760173,CHAKRADHAR DAS,18-Jan-2025 10:47 AM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2760789,Chitaranjan Nayak,17-Jan-2025 07:25 PM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2762448,DAITARI PANDA,18-Jan-2025 12:43 PM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2761850,Ganesh Chandra Bharati,18-Jan-2025 09:24 AM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2761270,GITA RANI SAHOO,17-Jan-2025 10:02 PM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2755182,Gobinda Chandra Behera,16-Jan-2025 01:52 PM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
