S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11,2760325,Gobinda Chandra Sahoo,17-Jan-2025 05:26 PM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,12,2759401,Harish Chandra Behera,17-Jan-2025 02:37 PM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,13,2760531,IPSITA MOHAPATRA,17-Jan-2025 05:45 PM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,14,2752504,JANAKILATA SAHOO,15-Jan-2025 05:09 PM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,15,2761907,KALINGA GOURAV DAS,18-Jan-2025 10:21 AM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,16,2750471,MADHU SUDAN SAHOO,15-Jan-2025 12:02 PM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,17,2762296,NIRAKAR MALLICK,18-Jan-2025 12:10 PM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,18,2752206,Niranjan Barik,17-Jan-2025 10:12 AM,Accepted-AOC,Successful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,19,2760636,PRAFULLA KUMAR SETHI,17-Jan-2025 06:13 PM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,20,2762839,PRASANTA KUMAR ROUT,18-Jan-2025 01:55 PM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,21,2753731,PRASANTA KUMAR SAHU,15-Jan-2025 10:50 PM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,22,2750487,PRAVAKAR NAYAK,15-Jan-2025 11:28 AM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,23,2760275,SANATAN KHILAR,17-Jan-2025 05:02 PM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,24,2761826,Shreya Constrotech,18-Jan-2025 09:18 AM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,25,2762144,SRIKANTA DAS,18-Jan-2025 11:38 AM,Rejected-AOC,Unsuccessful Bidder Selected through transparent lottery system.,20-Jun-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
