S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"34,890",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender Paper and EMD Online, License, Pan, GST, Affidavits as per DTCN",10-Feb-2025 09:00 AM,17-Feb-2025 11:30 AM,10-Feb-2025 09:00 AM,16-Feb-2025 05:30 PM,NA ,NA ,10-Feb-2025 09:00 AM,16-Feb-2025 05:30 PM,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GAJAPATI,11/GJP/2024-25,2025_CERWI_110369_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of 02 nos F type quarter in the premises of R.W. Division, Gajapati for the year 2024-25. Block-A","Construction of 02 nos F type quarter in the premises of R.W. Division, Gajapati for the year 2024-25. Block-A",Please refer Tender documents. ,NA ,"34,89,000",Civil Works - Buildings,NA ,Tender,90.0,NA ,"Gajapati, Paralakhemundi",761200.0,NA ,NA ,NA ,SE RWD GAJAPATI PARALAKHEMUNDI,No ,No,SUPERINTENDING ENGINEER,"SUPERINTENDING ENGINEER R.W.DIVISION, GAJAPATI, PARALAKHEMUNDI",AOC,26-Jun-2025,"INR 3,488,813.49",180.0,Puspanjali Nayak,26-Jun-2025 05:21 PM,FtypeqtrblockA.pdf (642.00 KB),1,2820624,Anukula Chandra Mohanty,16-Feb-2025 03:33 PM,Rejected-AOC,Work Awarded to K.Chakravarthi,26-Jun-2025 05:21 PM,SUPERINTENDING ENGINEER,Internal,"DAO, Estimator",Puspanjali Nayak,26-Jun-2025 05:01 PM,techsummary_529235.pdf (402.62 KB),CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GAJAPATI,2025_CERWI_110369_2,11/GJP/2024-25,"Construction of 02 nos F type quarter in the premises of R.W. Division, Gajapati for the year 2024-25. Block-A",SUPERINTENDING ENGINEER,Internal,"DAO, ESTIMATOR",Puspanjali Nayak,26-Jun-2025 05:11 PM,finsummary_529235.pdf (402.62 KB),Finance,Admitted,Puspanjali Nayak,26-Jun-2025 04:59 PM,finance_529235.pdf,BOQ Comparative Chart,1.0,2819593.0,Kommuru Chakravarti,INR,"2,965,840",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2820349,BALLA SANKAR RAO,16-Feb-2025 12:50 PM,Rejected-AOC,Work Awarded to K.Chakravarthi,26-Jun-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2817523,BINNALA VIJAYA BABU,15-Feb-2025 12:01 PM,Rejected-AOC,Work Awarded to K.Chakravarthi,26-Jun-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2820433,GANESH SWAIN,16-Feb-2025 01:23 PM,Rejected-AOC,Work Awarded to K.Chakravarthi,26-Jun-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2819682,Jaya Chandra Patro,15-Feb-2025 05:49 PM,Rejected-AOC,Work Awarded to K.Chakravarthi,26-Jun-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2819593,Kommuru Chakravarti,15-Feb-2025 04:43 PM,Accepted-AOC,Work Awarded to K.Chakravarthi,26-Jun-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2819172,P MUTTI RAJU,15-Feb-2025 01:24 PM,Rejected-AOC,Work Awarded to K.Chakravarthi,26-Jun-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2820227,RAMESH CHANDRA SAHU,16-Feb-2025 11:30 AM,Rejected-AOC,Work Awarded to K.Chakravarthi,26-Jun-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2820432,SANAPALA KARUNA KUMAR,16-Feb-2025 01:20 PM,Rejected-AOC,Work Awarded to K.Chakravarthi,26-Jun-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2819936,SANTOSH KUMAR PADHAN,15-Feb-2025 09:10 PM,Rejected-AOC,Work Awarded to K.Chakravarthi,26-Jun-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
