S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,Infrastructure development of MURKIA PRIMARY SCHOOL under BALISANKARA,Infrastructure development of MURKIA PRIMARY SCHOOL under BALISANKARA,Please refer Tender documents. ,NA ,"45,19,783",Civil Works - Buildings,NA ,Tender,90.0,330.0,SUNDARGARH,770001.0,NA ,NA ,NA ,DPO SS SUNDARGARH,No ,No,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPC/SS/SNG/11 of 2024-25,2025_OPEPA_111799_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"46,000",Yes,fixed,,Nil,Nil,"6,000",Nil,Nil,No,21-Mar-2025 09:00 AM,11-Apr-2025 05:30 PM,21-Mar-2025 09:00 AM,11-Apr-2025 05:00 PM,21-Mar-2025 09:00 AM ,11-Apr-2025 05:00 PM ,21-Mar-2025 09:00 AM,11-Apr-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"LICENSE, PAN, GSTN, TOOLS AND PLANTS, ALL DOCUMENTS AS PER DTCN",DPC SS SNG,DPO SS SUNDARGARH,AOC,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,2025_OPEPA_111799_1,DPC/SS/SNG/11 of 2024-25,Infrastructure development of MURKIA PRIMARY SCHOOL under BALISANKARA,DPC SS SNG,Internal,,Amulya Kumar Pradhan,08-Jun-2025 11:20 AM,finsummary_533807.pdf (370.18 KB),Finance,SUMMERY,Amulya Kumar Pradhan,26-Apr-2025 09:25 AM,finance_533807.pdf,BOQ Comparative Chart,1.0,2881480.0,MD SIFAN NOOR,INR,"3,842,266",1,2881868,"A R INFRA ,PROP-NELSAN KANDULNA",11-Apr-2025 12:01 PM,Rejected-AOC,did not win lottery,20-Jun-2025 11:02 AM,20-Jun-2025,"INR 3,842,266",330.0,Amulya Kumar Pradhan,20-Jun-2025 11:02 AM,B1117991.pdf (346.00 KB),1.0,CORRECTION IN TECHNICAL EVALUATION,CORRECTION IN TECHNICAL EVALUATION,25-Apr-2025 08:23 PM,B1.pdf ,101.05,Technical Opening,DPC SS SNG,Internal,,Biswamanohar Subudhi,26-Apr-2025 09:58 AM,techsummary_533807.pdf (369.49 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2882175,ASHISH KUMAR SAHU,11-Apr-2025 01:44 PM,Rejected-AOC,did not win lottery,20-Jun-2025 11:02 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2881855,Ganesh Chandra Minz,11-Apr-2025 11:50 AM,Rejected-AOC,did not win lottery,20-Jun-2025 11:02 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2879745,KIRTIMEGHA PARIJA,09-Apr-2025 01:44 PM,Rejected-AOC,did not win lottery,20-Jun-2025 11:02 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2881480,MD SIFAN NOOR,11-Apr-2025 03:23 PM,Accepted-AOC,won lottery,20-Jun-2025 11:02 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2882277,PRABIR KUMAR SAMAL,11-Apr-2025 02:24 PM,Rejected-AOC,did not win lottery,20-Jun-2025 11:02 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2882131,PRAVASIS PRADHAN,11-Apr-2025 01:21 PM,Rejected-AOC,did not win lottery,20-Jun-2025 11:02 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2881757,RANJAN TANTY,11-Apr-2025 11:08 AM,Rejected-AOC,did not win lottery,20-Jun-2025 11:02 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2882307,SUBASHIS SAHOO,11-Apr-2025 02:54 PM,Rejected-AOC,did not win lottery,20-Jun-2025 11:02 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2881072,TRILOCHAN SETH,11-Apr-2025 10:24 AM,Rejected-AOC,did not win lottery,20-Jun-2025 11:02 AM,,,,,,,,,,,,,,,,,,,,AOC
