Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
23-Feb-2024 10:00 AM,07-Mar-2024 11:00 AM,23-Feb-2024 10:00 AM,06-Mar-2024 05:30 PM,NA ,NA ,23-Feb-2024 10:00 AM,06-Mar-2024 05:30 PM,05-Oct-2024 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD, GSTIN, PAN, RC, Affidavit and correctness certificate",CCE Cuttack RandB Circle,O/o CCE Cuttack RandB Circle,1.0,ICICI BANK,Construction of Court Building for JMFC at Niali in the district of Cuttack.,Building work,As per DTCN ,NA ,"6,15,48,068",Civil Works - Buildings,NA ,Tender,90.0,300.0,Cuttack,753001.0,NA ,NA ,NA ,O/o CCE Cuttack RandB Circle,No ,No,"10,000",0.0,Nil,Nil,No,"6,15,500",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-CUTTACK,CCE.Ctc.(RandB)42/2023-24,2024_EICCL_101594_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,EIC-CIVIL||SERNB-CIRCLE-CUTTACK,2024_EICCL_101594_1,CCE.Ctc.(RandB)42/2023-24,Construction of Court Building for JMFC at Niali in the district of Cuttack.,Technical,5 bidders have participated,Parsuram Sahu,10-Jun-2024 12:27 PM,,Pravash Kumar Majhi,Internal,SE CuttackII DAO EE PA to CCE JE Estimator,Pravash Kumar Majhi,20-Feb-2025 08:27 PM,finsummary_495692.pdf (1014.28 KB),1.0,2470459.0,P S CONSTRUCTION,INR,"65,298,684",03-Jun-2025,"INR 65,298,684",300.0,Trinatha Behera,03-Jun-2025 07:34 PM,Agrtjmfc.pdf (477.00 KB),The date of commencement may be read as 25.03.2025 to complete the work within 10 calandeer months,1,2470996,AZIZUR REHAMAN,06-Mar-2024 05:27 PM,Rejected-Finance,Due to L3,20-Feb-2025 08:27 PM,Pravash Kumar Majhi,Internal,SE Cuttack-II DAO Cuttack-II EE Cuttack Circle,Pravash Kumar Majhi,03-Oct-2024 07:30 PM,05-Oct-2024 11:00 AM,techsummary_495692.pdf (591.02 KB),Finance,4 bidders have participated,Parsuram Sahu,05-Oct-2024 06:06 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,.pdf,Machineries and other documents as per DTCN,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2470979,BIJAY KETAN BHATTA,06-Mar-2024 05:04 PM,Rejected-Finance,Due to L4,20-Feb-2025 08:27 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2470410,BISWA PRASAD MOHANTY,06-Mar-2024 04:56 PM,Rejected-Technical,Disqualified,03-Oct-2024 07:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2470459,P S CONSTRUCTION,06-Mar-2024 01:55 PM,Accepted-AOC,Due to L1,03-Jun-2025 07:34 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2470658,SACHIN KUMAR SAHOO,06-Mar-2024 03:25 PM,Rejected-AOC,Due to L2,03-Jun-2025 07:34 PM,,,,,,,,,,,,,,AOC
