Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,15 bidder participated and accepted for Technical Evaluation,Biranchi Dharua,13-May-2025 01:37 PM,,BOQ Comparative Chart,18-Jun-2025,"INR 1,198,106",30.0,Sanjeeb Toppo,18-Jun-2025 05:24 PM,1334.pdf (712.00 KB),1,2893808,BHAGABAN PRADHAN,24-Apr-2025 04:30 PM,Accepted-AOC,L1,18-Jun-2025 05:24 PM,1.0,2893808.0,BHAGABAN PRADHAN,INR,"1,198,106",Municipal Bodies||Redhakhol NAC,2025_ORULB_112355_17,RDL NAC-1/2025-26,Const. of paver road from Royal Club towards Ramesh Singh House in ward No 13,Sibaram Sahoo,Internal,"Chairperson, Executive Officer, Municipal Engineer, Junior Engineer",Biranchi Dharua,17-May-2025 04:00 PM,techsummary_535847.pdf (583.00 KB),Sibaram Sahoo,Internal,"Chairperson, Executive officer, Municipal Engineer, Junior Engineer",Sanjeeb Toppo,28-May-2025 10:47 AM,finsummary_535847.pdf (2009.96 KB),AOC,"10,164",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,10-Apr-2025 10:00 AM,25-Apr-2025 09:00 AM,10-Apr-2025 10:00 AM,24-Apr-2025 05:00 PM,NA ,NA ,10-Apr-2025 10:00 AM,24-Apr-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Const. of paver road from Royal Club towards Ramesh Singh House in ward No 13,Const. of paver road from Royal Club towards Ramesh Singh House in ward No 13,Please refer Tender documents. ,NA ,"10,16,360",Civil Works - Roads,NA ,Tender,90.0,30.0,Rairakhol,768106.0,NA ,NA ,NA ,"NAC, Redhakhol",No ,No,"Executive Officer, NAC, Redhakhol","Executive Officer, NAC, Redhakhol",Municipal Bodies||Redhakhol NAC,RDL NAC-1/2025-26,2025_ORULB_112355_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,2,2892415,BISWARANJAN PRADHAN,23-Apr-2025 12:11 PM,Rejected-Finance,As per Lottery,28-May-2025 10:47 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,2893100,DUKHIRAM SAHU,23-Apr-2025 09:30 PM,Rejected-Finance,As per Lottery,28-May-2025 10:47 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,2893003,KAMALINI PRADHAN,23-Apr-2025 08:06 PM,Rejected-Finance,As per Lottery,28-May-2025 10:47 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2892709,KHELANIDHI PRADHAN,24-Apr-2025 06:03 AM,Rejected-Finance,As per Lottery,28-May-2025 10:47 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,2892101,Lilabati Meher,22-Apr-2025 10:18 PM,Rejected-Finance,As per Lottery,28-May-2025 10:47 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,2893416,"M/s. SURVEILLANCE SYSTEM, PROPRIETOR- ESHA JHAJHARIA",24-Apr-2025 12:04 PM,Rejected-Finance,As per Lottery,28-May-2025 10:47 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,2893215,Narendra Kumar Sahoo,24-Apr-2025 07:08 AM,Rejected-Finance,As per Lottery,28-May-2025 10:47 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2891461,SARITA DASH,22-Apr-2025 12:55 PM,Rejected-Finance,As per Lottery,28-May-2025 10:47 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2893540,SHIBAPRASAD PANIKAR,24-Apr-2025 02:06 PM,Rejected-Finance,As per Lottery,28-May-2025 10:47 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,11,2893195,SISIRA KANTA NAIK,24-Apr-2025 05:55 AM,Rejected-Finance,As per Lottery,28-May-2025 10:47 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,12,2890120,SMT BEBINA BEHERA,23-Apr-2025 03:44 PM,Rejected-Finance,As per Lottery,28-May-2025 10:47 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
